gene,mean_pdac_val,mean_normal_val,log2fc_val,p_value_val,auc_val,fdr_val
ABCB11,2.785970579710145,2.7971252459016394,-0.0111546661914943,0.7783690578761631,0.5048705155618912,0.8203222478765484
ABCB4,3.639157971014493,3.462534262295082,0.1766237087194109,0.011567780411807409,0.6512235685435971,0.0236305465254681
ABCB5,2.752963188405797,2.8139555737704915,-0.060992385364694535,0.31570800120940956,0.4659063910667617,0.3891248473838079
ABCB6,4.425525652173913,4.425352950819672,0.00017270135424052313,0.9971005393128016,0.5013067236873366,0.9977489788831402
ABCB7,5.456956811594202,5.303091147540983,0.15386566405321922,0.014034749195061508,0.6317415062960323,0.027713434170662916
ABCB8,4.3921138164251206,4.430266775956284,-0.038152959531163155,0.16144722255229457,0.4554526015680685,0.21976378310401828
ABCB9,3.4515560869565216,3.4815788524590165,-0.03002276550249494,0.3409396065404382,0.4903777619387028,0.41490064532011545
ABCC1,5.85929579710145,5.463609508196722,0.3956862889047281,7.620781947809136e-06,0.7329531955333808,5.717873267142766e-05
ABCC10,4.7393389855072465,4.7446062295081965,-0.005267244000950022,0.8898823573365054,0.5167498218104062,0.9127431439750855
ABCC11,3.2899086956521737,3.3287359016393445,-0.03882720598717082,0.17862071649973232,0.4314564029460679,0.23979531490900308
ABCC12,2.786688405797102,2.9409529508196717,-0.1542645450225697,0.00011855950181306854,0.3354716084580661,0.0005407080973020543
ABCC13,2.8264871014492754,2.982494918032787,-0.1560078165835117,0.00030538320052770853,0.3012592064623426,0.0011657595725488078
ABCC2,3.1267062318840577,3.370547540983607,-0.24384130909954926,0.00664370246407947,0.28961748633879786,0.014875081753859596
ABCC3,6.093479855072464,5.559338196721311,0.5341416583511531,0.0002633011240197812,0.6825849370396768,0.0010316968430494973
ABCC4,5.561511014492754,5.39602,0.16549101449275394,0.020263536429797946,0.5977666904252791,0.037712273837481235
ABCC5,5.221465507246377,4.887103278688525,0.33436222855785136,0.00023742440636464974,0.6726063197909242,0.0009481334399105787
ABCC6,4.001222173913044,4.317792459016394,-0.3165702851033494,1.8821789570352166e-05,0.28914231408885727,0.00011891732684009928
ABCC6P2,5.571525507246377,5.923172950819671,-0.35164744357329436,2.107386002451718e-06,0.2713233547160846,1.9735038486442752e-05
