gene,importance_l1,rank_l1,importance_rf,rank_rf,importance_xgb,rank_xgb,log2fc,auc,log2fc_val,auc_val,stability_score,rank_score_l1,rank_score_rf,rank_score_xgb,model_consensus_score,consensus_score
CAPZB,0.0,209,0.0,778,0.0,251,3.055154554935073,0.9893359348718294,0.5801153623188409,0.7564742219054407,0.8729021689532103,0.7646396396396397,0.12387387387387387,0.7173423423423423,0.5352852852852853,0.7040937271192478
BTN3A3,0.0,328,0.0,442,0.0,344,2.272376374217856,0.9480757585951692,0.5000665502494668,0.7032549299120932,0.8255970003546101,0.6306306306306306,0.5022522522522522,0.6126126126126126,0.5818318318318317,0.7037144160932209
TNFRSF21,0.0,230,0.0,770,0.0,242,4.028530491825338,0.9855850097557693,0.5730635614160144,0.7617011166547875,0.8736411853565831,0.740990990990991,0.13288288288288289,0.7274774774774775,0.5337837837837838,0.7037124845701834
TCN1,0.0,440,9.88549256687345e-06,293,0.0,448,6.569544715064254,0.9520958083832335,1.5903620123544782,0.7483962936564504,0.8502411722864652,0.5045045045045045,0.670045045045045,0.4954954954954955,0.5566816816816816,0.7034614269840734
MRC1,0.0,318,0.0,415,0.0,362,3.29407605126825,0.9244096077507905,0.9474308861962459,0.7108576859111428,0.8175430062357575,0.6418918918918919,0.5326576576576577,0.5923423423423423,0.588963963963964,0.7032534850998607
FGD6,0.0,525,8.708016423234838e-05,235,0.0,562,2.17902798560183,0.9401870416470429,1.1817746400570215,0.8650510810168687,0.9026190613309977,0.40878378378378377,0.7353603603603603,0.36711711711711714,0.5037537537537538,0.7031864075423757
LRRC15,0.0,231,0.0,771,0.0,243,8.501790392249209,0.9836338558837381,0.7065019957234497,0.7636018056545498,0.8736172508295876,0.7398648648648649,0.13175675675675674,0.7263513513513513,0.5326576576576577,0.7031374542436226
DUOX2,0.0,329,0.0,443,0.0,345,7.070785521092647,0.9508679270672139,1.0310929603231163,0.7018294131622713,0.8254729898978058,0.6295045045045045,0.5011261261261262,0.6114864864864865,0.5807057057057058,0.7030893478017558
AIM1,0.0,330,0.0,444,0.0,346,2.303725523111081,0.9302126084908835,0.5386851603706342,0.7208363031598954,0.8254358774804065,0.6283783783783784,0.5,0.6103603603603603,0.5795795795795796,0.702507728529993
TFF2,0.0,337,0.0,432,0.0,342,7.521178988091233,0.9381349660230102,0.9268005844618692,0.7046804466619149,0.8213277784954519,0.6204954954954955,0.5135135135135135,0.6148648648648649,0.5829579579579579,0.7021428682267049
TANC2,0.0,233,0.0,772,0.0,245,2.3348835867590667,0.9589248469353427,0.7442615965787613,0.7880731765264908,0.8734989564393623,0.7376126126126126,0.13063063063063063,0.7240990990990991,0.5307807807807808,0.7021398686100715
LRRC8A,0.0,503,0.00011402757433540774,205,0.0,639,2.877465249276727,0.9832638094597321,0.5792070301734382,0.8365407460204324,0.9099022775399637,0.43355855855855857,0.7691441441441441,0.28040540540540543,0.49436936936936937,0.7021358234546665
OAS1,0.0,652,0.00036727203821610945,99,0.0,620,5.021170345825203,0.991808517795869,1.0038301354240904,0.8453314326443335,0.918569975152349,0.26576576576576577,0.8885135135135135,0.30180180180180183,0.4853603603603604,0.7019651677563546
MACC1,0.0,331,0.0,445,0.0,347,2.3221117742044,0.9199017694947185,0.8383746471846036,0.7310525065336184,0.8253860499179801,0.6272522522522522,0.4988738738738739,0.6092342342342343,0.5784534534534534,0.7019197516857167
LMO7,0.0,619,0.0001658669794901874,158,0.0,588,2.8534591805153746,0.9778308551436453,1.1695831907816565,0.853646947018294,0.9157389010585375,0.30292792792792794,0.8220720720720721,0.33783783783783783,0.4876126126126126,0.701675756835575
FAP,0.0,234,0.0,774,0.0,246,4.240519619188589,0.9605227746753684,1.612688954621051,0.7864100736516988,0.8734663888180643,0.7364864864864865,0.12837837837837837,0.722972972972973,0.5292792792792793,0.7013728340486718
ARHGAP11A,0.0,334,0.0,435,0.0,350,1.8284873074076564,0.9200699724147211,0.5052684343074367,0.7251128534093609,0.8224748894053917,0.6238738738738738,0.5101351351351351,0.6058558558558559,0.579954954954955,0.7012149221801733
TFRC,0.0,335,0.0,434,0.0,351,1.8524954921617445,0.9435511000470967,0.561765369446424,0.7020669992872417,0.8224549204528548,0.6227477477477478,0.5112612612612613,0.6047297297297297,0.5795795795795796,0.7010172500162173
KLF5,0.0,235,0.0,775,0.0,247,4.13770403687008,0.9588743860593419,0.5789218389166066,0.7878355904015205,0.8733549568198999,0.7353603603603603,0.12725225225225226,0.7218468468468469,0.5281531531531531,0.7007540549865265
ISM1,0.0,336,0.0,433,0.0,352,2.6124427033573308,0.898001749310368,0.5766185531004986,0.7457828462817772,0.8218881312578009,0.6216216216216216,0.5123873873873874,0.6036036036036037,0.5792042042042042,0.7005461677310025
DUSP10,0.0,300,0.0,469,0.0,319,1.6100519511538716,0.8904830787862477,0.5580499168448565,0.7265383701591827,0.8085018183020242,0.6621621621621622,0.47184684684684686,0.6407657657657657,0.5915915915915916,0.7000467049468079
DENND3,0.0,338,0.0,431,0.0,353,1.624282944223911,0.9088171970665411,0.5629675694939422,0.7336659539082917,0.8212377599176189,0.6193693693693694,0.5146396396396397,0.6024774774774775,0.5788288288288288,0.7000332943732239
LPCAT4,0.0,624,0.00017054615216033638,155,0.0,595,2.9989557222633385,0.9763506694476215,0.5654173152767861,0.8543597053932049,0.915355187360251,0.2972972972972973,0.8254504504504504,0.32995495495495497,0.48423423423423423,0.6997947107972426
SRGAP2D,0.0,299,0.0,482,0.0,318,4.662336052613874,0.8506526273296103,0.7129811617961499,0.7674031836540746,0.8090267532104786,0.6632882882882883,0.4572072072072072,0.6418918918918919,0.5874624624624625,0.6982446078364706
PLOD2,0.0,301,0.0,476,0.0,320,1.7869974803202582,0.8839736257821436,0.615793544784986,0.7312900926585887,0.8075815157990849,0.661036036036036,0.46396396396396394,0.6396396396396397,0.5882132132132133,0.697897364506149
CDCA7,0.0,344,0.0,407,0.0,438,3.6883079930027582,0.9364192962389827,0.5250957757186963,0.7474459491565693,0.8418619289926316,0.6126126126126126,0.5416666666666666,0.5067567567567568,0.5536786786786786,0.6977703038356551
SLC16A3,0.0,645,0.0002270437082197453,139,0.0,614,5.53551100047097,0.9916571351678665,0.8064416821097655,0.8467569493941554,0.9192070422676991,0.27364864864864863,0.8434684684684685,0.30855855855855857,0.4752252252252252,0.6972161337464622
KIF23,0.0,523,5.740115694716587e-05,272,0.0,561,3.5731127127766933,0.977376707259638,0.8984820836303151,0.8282252316464719,0.9028009640125348,0.41103603603603606,0.6936936936936937,0.36824324324324326,0.490990990990991,0.6968959775017629
LY75-CD302,0.0,302,0.0,473,0.0,321,4.3874276962928045,0.8559510193096952,0.5420829674507006,0.7538607745307674,0.8049018038800675,0.6599099099099099,0.46734234234234234,0.6385135135135135,0.5885885885885886,0.6967451962343281
PDPN,0.0,348,0.0,477,0.0,409,3.6073191717688218,0.9544506492632713,0.6795012544547374,0.7578997386552625,0.856170992563612,0.6081081081081081,0.46283783783783783,0.5394144144144144,0.5367867867867868,0.6964788896751994
DNAJC13,0.0,172,0.0,729,0.0,395,1.6900645731009898,0.961750655991388,0.5044061962461388,0.7971014492753624,0.8794256550155058,0.8063063063063063,0.17905405405405406,0.5551801801801802,0.5135135135135135,0.6964695842645097
FAM83D,0.0,492,9.3167701863354e-05,222,0.0,668,5.538229805557425,0.9857532126757721,0.874063157519601,0.8372535043953433,0.9115033385657156,0.44594594594594594,0.75,0.24774774774774774,0.48123123123123124,0.6963672848984734
FXYD3,0.0,640,0.0004623506473792805,84,0.0,663,4.841785712843975,0.9786382291596583,1.324048503207413,0.8477072938940367,0.9131727615202684,0.27927927927927926,0.9054054054054054,0.2533783783783784,0.4793543543543543,0.6962635579373113
NHS,0.0,606,0.0,664,0.0,168,3.5348118751261524,0.9734239386395748,0.5649131052506533,0.8911855547636018,0.9323047467015827,0.31756756756756754,0.25225225225225223,0.8108108108108109,0.4602102102102102,0.6962574784558965
SLCO1B3,0.0,316,0.0,361,0.0,337,4.930649226266567,0.8409977797214558,0.9260434687574244,0.7046804466619149,0.7728160714141584,0.6441441441441441,0.5934684684684685,0.6204954954954955,0.6193693693693694,0.696092720391764
PLXNA1,0.0,357,0.0,485,0.0,392,1.7636225122788132,0.922122048038754,0.5442308101686866,0.7880731765264908,0.8550974984460052,0.597972972972973,0.45382882882882886,0.5585585585585585,0.5367867867867867,0.695942142616396
TMEM45B,0.0,781,0.009680027520118388,31,0.0,549,5.602723635874319,0.9852149633317634,1.1203782252316463,0.8187217866476598,0.9019682774741272,0.1204954954954955,0.9650900900900901,0.38175675675675674,0.48911411411411415,0.6955411957941207
RAPH1,0.0,350,0.0,479,0.0,411,2.345613580703761,0.9592948933593487,0.5806875457353273,0.7526728439059158,0.8559794664743221,0.6058558558558559,0.4605855855855856,0.5371621621621622,0.5345345345345346,0.6952570005044283
F5,0.0,359,0.0,488,0.0,391,4.71020193433358,0.9625243894234004,0.8043156236635784,0.7474459491565693,0.8549715456091297,0.5957207207207207,0.45045045045045046,0.5596846846846847,0.5352852852852853,0.6951284154472075
OSBPL3,0.0,518,1.3838566827697574e-05,292,0.0,556,3.0891322848684655,0.9534918926192558,1.1600129080541697,0.8524590163934427,0.9029754544867924,0.4166666666666667,0.6711711711711712,0.3738738738738739,0.4872372372372373,0.6951063458620148
SLC20A1,0.0,345,0.0,425,0.0,436,1.918974238040772,0.8939480589383032,0.766329607982895,0.7918745545260157,0.8429112765757739,0.6114864864864865,0.5213963963963963,0.509009009009009,0.5472972972972973,0.6951042869365356
PLBD1,0.0,352,0.0,480,0.0,413,2.676030263069367,0.9310536230908969,0.5221267545735335,0.7804704205274412,0.8557608338741481,0.6036036036036037,0.4594594594594595,0.5349099099099099,0.5326576576576577,0.6942092457659029
CP,0.0,342,0.0,448,0.0,359,3.753040254322815,0.8799872165780799,1.6682183654074612,0.7593252554050843,0.8196545021561925,0.6148648648648649,0.4954954954954955,0.5957207207207207,0.5686936936936937,0.6941740979249431
TRANK1,0.0,358,0.0,506,0.0,380,2.469221260849088,0.9606068761353697,0.6831189427417437,0.749584224281302,0.8550904120614262,0.5968468468468469,0.43018018018018017,0.5720720720720721,0.533033033033033,0.6940617225472296
ANLN,0.0,664,0.00015187855375769666,166,0.0,580,5.4294164401534015,0.9854672677117675,1.4650795414587785,0.8488952245188881,0.9171812460368164,0.25225225225225223,0.8130630630630631,0.34684684684684686,0.4707207207207207,0.6939509833787685
PDLIM3,0.0,339,0.0,458,0.0,356,2.6445854100787183,0.9276391038148422,0.6560982489902596,0.7137087194107864,0.8205896645128231,0.6182432432432432,0.48423423423423423,0.5990990990990991,0.5671921921921922,0.6938909283525077
S100P,0.0,649,0.00019260308774672678,149,0.0,617,10.190372000941935,0.9730370719235686,0.9755156094084105,0.864575908766928,0.918806490344001,0.26914414414414417,0.8322072072072072,0.30518018018018017,0.4688438438438438,0.6938251670939224
MUC17,0.0,386,0.0,503,0.0,367,8.817488000403685,0.9308181390028931,1.303507802328344,0.7868852459016393,0.8588502378339332,0.5653153153153153,0.43355855855855857,0.5867117117117117,0.5285285285285285,0.6936893831812309
PRKCI,0.0,562,0.00011592283379970421,183,0.0,656,2.354031403485164,0.9755601157236091,0.7256816868614866,0.8496079828937991,0.9125840491845048,0.36711711711711714,0.793918918918919,0.26126126126126126,0.47409909909909914,0.693341574141802
EPPK1,0.0,354,0.0,483,0.0,415,2.901062669043934,0.9285305792908564,0.5128073057733413,0.7826086956521738,0.8555694820434085,0.6013513513513513,0.4560810810810811,0.5326576576576577,0.53003003003003,0.6927997560367193
CST2,0.0,671,0.00022141388149214388,145,0.0,563,9.29154367557021,0.9799502119356792,1.0435439059158949,0.8241862675219768,0.9020682392517217,0.24436936936936937,0.8367117117117117,0.36599099099099097,0.4823573573573574,0.6922127983045396
LPP,0.0,355,0.0,484,0.0,416,2.1456323622418085,0.9471170019511539,0.5533008695652173,0.7636018056545496,0.8553569796167835,0.6002252252252253,0.45495495495495497,0.5315315315315315,0.5289039039039038,0.6921304417603437
EGLN3,0.0,629,0.0001159171466548516,185,0.0,600,4.154983832335329,0.9774608087196395,1.3873387835590405,0.8524590163934427,0.9149599125499491,0.2916666666666667,0.7916666666666666,0.32432432432432434,0.4692192192192192,0.6920895658845841
STK38L,0.0,393,0.0,471,0.0,400,2.3572025062235076,0.9695552714795129,0.5692261392254716,0.7464956046566881,0.8580205092444796,0.5574324324324325,0.46959459459459457,0.5495495495495496,0.5255255255255254,0.6917730173850025
KNTC1,0.0,340,0.0,465,0.0,357,1.152938074412972,0.8421079189934737,0.558157875980041,0.7973390354003327,0.8197234529353975,0.6171171171171171,0.47635135135135137,0.597972972972973,0.5638138138138139,0.6917686333746057
FCGR3B,0.0,317,0.0,468,0.0,364,3.475989379667631,0.8849492027181594,0.9150871109527214,0.7438821572820148,0.814411436839548,0.6430180180180181,0.47297297297297297,0.5900900900900901,0.5686936936936937,0.6915525652666208
UBASH3B,0.0,390,0.0,478,0.0,398,3.7384615790890128,0.9690338424275046,0.5657570491803279,0.7474459491565693,0.8582241033330187,0.5608108108108109,0.4617117117117117,0.5518018018018018,0.5247747747747747,0.6914994390538967
SP140L,0.0,394,0.0,472,0.0,401,2.110228419565364,0.9352586960909642,0.5899578474697069,0.7807080066524116,0.8579826691948073,0.5563063063063063,0.46846846846846846,0.5484234234234234,0.5243993993993995,0.6911910342971034
B3GNT3,0.0,481,2.8519619480602583e-05,279,0.0,645,5.352081605328668,0.9840711834757452,0.7000509360893323,0.8351152292706105,0.9095932062587947,0.4583333333333333,0.6858108108108109,0.27364864864864863,0.4725975975975976,0.6910954019281962
GLRX,0.0,362,0.0,528,0.0,371,3.111454383368095,0.9843234878557492,0.6016876977904486,0.7253504395343312,0.8544354661747092,0.5923423423423423,0.40540540540540543,0.5822072072072072,0.5266516516516516,0.6905435589131804
COL10A1,0.0,572,9.316770186335403e-05,221,0.0,652,9.674559843234878,0.9776458319316422,1.4233047636018057,0.869327631266334,0.9234867315988627,0.35585585585585583,0.7511261261261262,0.26576576576576577,0.45758258258258255,0.6905346570907227
LUM,0.0,395,0.0,474,0.0,402,5.068747860458858,0.9761151853596178,0.9261459847944851,0.7398431931575196,0.8579743061417618,0.5551801801801802,0.46621621621621623,0.5472972972972973,0.5228978978978979,0.6904361020198299
DFNA5,0.0,389,0.0,487,0.0,397,2.878888256072125,0.9579156294153268,0.6427818151579947,0.7588500831551437,0.8583740107979283,0.5619369369369369,0.45157657657657657,0.5529279279279279,0.5221471471471472,0.6902605789725378
PPFIA2,0.0,410,0.0,410,0.0,421,3.377491468747897,0.9273531588508377,0.5955054193395108,0.7652649085293418,0.8463087835455299,0.5382882882882883,0.5382882882882883,0.5259009009009009,0.5341591591591591,0.6902339713523444
ARRDC3,0.0,298,0.0,533,0.0,317,1.8785169144856364,0.8845455157101528,0.5372148325017818,0.7369921596578761,0.8107471403669801,0.6644144144144144,0.3997747747747748,0.6430180180180181,0.5690690690690691,0.6899081047180247
ERV3-1,0.0,304,0.0,504,0.0,323,1.3723402543228151,0.8680111686738883,0.5894864480874311,0.7403183654074601,0.8041502924690496,0.6576576576576577,0.43243243243243246,0.6362612612612613,0.5754504504504504,0.68980037145975
S100A2,0.0,396,0.0,475,0.0,403,6.193504615488125,0.9715232456435443,0.5736943121881679,0.7445949156569256,0.8577108106632725,0.5540540540540541,0.4650900900900901,0.5461711711711712,0.5217717717717718,0.6897412912175221
C1orf116,0.0,363,0.0,530,0.0,372,2.755723830989705,0.9723642602435579,0.5467360893323829,0.7362794012829652,0.8542982842592188,0.5912162162162162,0.40315315315315314,0.581081081081081,0.5251501501501501,0.6897242172046845
DSG3,0.0,295,0.0,522,0.0,340,4.574161558904663,0.8806768485500908,1.042874725588026,0.7464956046566881,0.8135739553107154,0.6677927927927928,0.41216216216216217,0.6171171171171171,0.5656906906906908,0.6896323230007031
CD80,0.0,391,0.0,486,0.0,399,2.893447712440288,0.9250992397228017,0.5472848657638387,0.7911617961511048,0.8581304731118591,0.5596846846846847,0.4527027027027027,0.5506756756756757,0.521021021021021,0.6895757470664401
SKAP2,0.0,811,0.009541422333769594,45,0.0,537,3.6066204736594223,0.9846598936957545,0.8661472582561158,0.8191969588976005,0.901928414575578,0.08671171171171171,0.9493243243243243,0.3952702702702703,0.4771021021021021,0.6895152583388401
TFPI,0.0,332,0.0,507,0.0,348,2.7714470160801987,0.9362847339029805,0.5926854003326216,0.7120456165359943,0.8240387168170381,0.6261261261261262,0.42905405405405406,0.6081081081081081,0.5544294294294294,0.6892340731232338
FBN1,0.0,412,0.0,411,0.0,423,4.2643094159994615,0.9739958285675839,1.1920487669280089,0.7177476835352816,0.8458623019636027,0.536036036036036,0.5371621621621622,0.5236486486486487,0.5322822822822822,0.6890722921229424
RECQL,0.0,364,0.0,531,0.0,373,2.045290705106641,0.9489167731951826,0.5680894820622484,0.7593252554050843,0.8541191477067753,0.5900900900900901,0.40202702702702703,0.579954954954955,0.524024024024024,0.6890715858653997
TUBA1C,0.0,388,0.0,498,0.0,396,3.2701146201978073,0.9701608019915225,0.5767232596816338,0.7469707769066286,0.8585505937495056,0.5630630630630631,0.4391891891891892,0.5540540540540541,0.5187687687687688,0.6886596812591372
TMC7,0.0,610,0.0,666,0.0,199,4.302616726098364,0.9722296979075558,1.1375053599429785,0.8890472796388691,0.9306384887731955,0.3130630630630631,0.25,0.7759009009009009,0.4463213213213213,0.6884799050472584
TNFSF4,0.0,563,5.814737409829434e-05,263,0.0,573,3.4580312150978942,0.96812554665949,0.6477282608695654,0.8360655737704918,0.9020955600716369,0.36599099099099097,0.7038288288288288,0.3547297297297297,0.4748498498498499,0.6884727049607434
IRF6,0.0,365,0.0,532,0.0,374,2.2103964509183878,0.9647278476754355,0.6306501377999512,0.7429318127821335,0.853755111716609,0.588963963963964,0.4009009009009009,0.5788288288288288,0.5228978978978979,0.6883265048072534
ADAM12,0.0,414,0.0,413,0.0,424,6.4420776660162815,0.9798492901836775,0.902271855547637,0.7120456165359944,0.8458036020870807,0.5337837837837838,0.5349099099099099,0.5225225225225225,0.5304054054054054,0.688104503746243
S100A4,0.0,416,0.0,409,0.0,426,4.442569851308618,0.9796138060956738,0.5319141862675218,0.7101449275362319,0.8448176873884482,0.5315315315315315,0.5394144144144144,0.5202702702702703,0.5304054054054054,0.6876115463969268
GXYLT2,0.0,294,0.0,523,0.0,354,2.2560008342864832,0.9242750454147884,0.6655721715371836,0.7049180327868854,0.8142405638532464,0.668918918918919,0.41103603603603606,0.6013513513513513,0.5604354354354354,0.687337999644341
KRT19,0.0,573,6.465064210675484e-05,256,0.0,633,6.2655638935611915,0.9768552782076296,1.825134516512235,0.869327631266334,0.9230914547367604,0.3547297297297297,0.7117117117117117,0.28716216216216217,0.4512012012012012,0.6871463279689808
LCN2,0.0,367,0.0,534,0.0,376,5.819125344815987,0.946746955527148,1.121419857448326,0.7605131860299359,0.8536256037223545,0.5867117117117117,0.39864864864864863,0.5765765765765766,0.5206456456456455,0.687135624684
LAD1,0.0,415,0.0,416,0.0,425,2.7607435073672875,0.9388414182870215,0.6550329579472551,0.7517224994060346,0.8452588781458843,0.5326576576576577,0.5315315315315315,0.5213963963963963,0.5285285285285285,0.6868937033372065
ITGBL1,0.0,368,0.0,535,0.0,377,4.715615821166655,0.9641559577474266,0.8649435091470652,0.7429318127821336,0.8535381878233473,0.5855855855855856,0.3975225225225225,0.5754504504504504,0.5195195195195196,0.6865288536714335
TRIM16L,0.0,369,0.0,536,0.0,378,1.0537080838323356,0.8532765928816525,0.6994110643858402,0.8536469470182941,0.853461769939591,0.5844594594594594,0.3963963963963964,0.5743243243243243,0.5183933933933934,0.6859275816664923
CRABP2,0.0,417,0.0,417,0.0,427,5.740639181188185,0.9824564354437194,0.5564904252791623,0.7072938940365883,0.8448075092128038,0.5304054054054054,0.5304054054054054,0.5191441441441441,0.5266516516516516,0.6857295804322276
INSIG2,0.0,400,0.0,424,0.0,435,1.3897965753885493,0.9269494718428312,0.5845207483962929,0.759800427655025,0.8433742829841755,0.5495495495495496,0.5225225225225225,0.5101351351351351,0.5274024024024024,0.685388342693289
TRIO,0.0,421,0.0,421,0.0,420,1.49432117338357,0.9169077575186706,0.6383492325968154,0.7714421477785697,0.8441738806794266,0.5259009009009009,0.5259009009009009,0.527027027027027,0.5262762762762763,0.6852250784778514
THY1,0.0,418,0.0,419,0.0,428,5.051781252102537,0.9854336271277669,0.7120760394392986,0.7042052744119743,0.8447272465977372,0.5292792792792793,0.5281531531531531,0.5180180180180181,0.5251501501501502,0.6849386983739437
FRMD6,0.0,171,0.0,720,0.0,471,3.1506335127497813,0.9571755365673148,0.8949012544547399,0.8018531717747683,0.8795143198053611,0.8074324324324325,0.1891891891891892,0.46959459459459457,0.48873873873873874,0.68412652927205
ZNF217,0.0,373,0.0,537,0.0,381,2.013243927874588,0.9382695283590123,0.5931210976478969,0.7674031836540747,0.852835117261295,0.579954954954955,0.3952702702702703,0.5709459459459459,0.5153903903903904,0.6841127538258427
EPSTI1,0.0,830,0.009546768260641093,41,0.0,545,4.851975425553388,0.9898910045078383,0.9502394202898552,0.8092183416488476,0.8995546702657334,0.06531531531531531,0.9538288288288288,0.38626126126126126,0.4684684684684684,0.684011569367101
LIF,0.0,420,0.0,420,0.0,430,4.603734831460674,0.9607918993473726,0.7346996436208122,0.7277263007840342,0.8442035429980758,0.527027027027027,0.527027027027027,0.5157657657657657,0.5232732732732732,0.6837384081356745
BPNT1,0.0,678,0.03804258878186472,3,0.0,709,2.9939186436116527,0.9916066742918658,0.5199483772867666,0.7845093846519362,0.8880541061176946,0.23648648648648649,0.9966216216216216,0.20157657657657657,0.47822822822822825,0.6831411671729615
GLT8D2,0.0,422,0.0,422,0.0,431,3.6792723070712503,0.9753582722196057,0.6304993442622946,0.7132335471608459,0.8441070370664486,0.5247747747747747,0.5247747747747747,0.5146396396396397,0.5213963963963963,0.6827517167314225
LAMC2,0.0,746,0.009402551044518483,49,0.0,747,6.839174476888919,0.9764515911996231,2.6461097885483476,0.9092421002613447,0.9428468457304838,0.15990990990990991,0.9448198198198198,0.15878378378378377,0.42117117117117114,0.6820090084508275
TSPAN15,0.0,173,0.0,731,0.0,469,3.563311794388751,0.9801352351476822,0.6248909432169167,0.7778569731527678,0.8789957644971527,0.8051801801801802,0.1768018018018018,0.47184684684684686,0.4846096096096096,0.6818026870533811
DIO2,0.0,452,0.00011592060810810822,184,0.0,743,4.4232657202449035,0.9734743995155756,0.6084577643145646,0.7875980042765504,0.8805361261574874,0.49099099099099097,0.7927927927927928,0.16328828828828829,0.48235735735735735,0.6814467417574224
SERPINB9,0.0,398,0.0,529,0.0,379,3.304794735248604,0.9759806230236157,0.728619014017581,0.7301021620337372,0.8530297227225447,0.5518018018018018,0.40427927927927926,0.5731981981981982,0.5097597597597597,0.6813947412411523
FAS,0.0,424,0.0,423,0.0,434,2.5548592612527754,0.9679237031554867,0.5033692634830134,0.7194107864100735,0.8436254906427186,0.5225225225225225,0.5236486486486487,0.5112612612612613,0.5191441441441441,0.6813848173934314
CEP55,0.0,823,0.0005034433838724465,82,0.0,536,6.845627366615085,0.9911357061158581,0.7483175100974107,0.809455927773818,0.9002957259666228,0.0731981981981982,0.9076576576576577,0.3963963963963964,0.45908408408408413,0.6796899050253534
NDC80,0.0,832,0.008884529912963065,65,0.0,547,5.38584594294557,0.993675570207899,0.5874276930387268,0.8049417913993823,0.8993085191356163,0.06306306306306306,0.9268018018018018,0.38400900900900903,0.45795795795795796,0.6786332385467871
MIR4435-2HG,0.0,399,0.0,539,0.0,382,3.7865211935679204,0.988444459395815,0.6679905725825614,0.7167973390354002,0.8525647918938687,0.5506756756756757,0.393018018018018,0.5698198198198198,0.5045045045045046,0.6785346481991866
HMCN1,0.0,408,0.0,467,0.0,432,3.9005321334858376,0.9583024961313329,0.8783082988833444,0.7348538845331432,0.846562075936243,0.5405405405405406,0.4740990990990991,0.5135135135135135,0.5093843843843845,0.6779732301603137
CARD11,0.0,633,0.00011526873302254964,199,0.0,655,5.2412184821368495,0.9866446881517862,0.6847894511760519,0.8415300546448088,0.914087371309737,0.28716216216216217,0.7759009009009009,0.26238738738738737,0.44181681681681684,0.6779520940632769
RAD21,0.0,789,0.0,613,0.0006277342,46,2.3715047063177024,0.9808248671196932,0.5489200000000007,0.8156331670230459,0.8982290012539413,0.11148648648648649,0.3096846846846847,0.9481981981981982,0.45645645645645644,0.6773427288551989
GPRC5A,0.0,824,0.000439581794031853,93,0.0,538,6.639599569400525,0.9585716208033372,1.0094265930149682,0.8420052268947493,0.9002884238093367,0.07207207207207207,0.8952702702702703,0.39414414414414417,0.45382882882882886,0.6770586263190828
NCF2,0.0,409,0.0,466,0.0,443,3.769777087398237,0.9551066406512817,0.7260990021382758,0.7377049180327868,0.846387086137597,0.5394144144144144,0.4752252252252252,0.5011261261261262,0.5052552552552553,0.6758211706964261
SEC14L2,0.0,647,5.729333475677023e-05,275,0.0,604,3.7454586321738548,0.9941969992599071,0.6001732074126869,0.8439059158945118,0.9190514572864419,0.2713963963963964,0.6903153153153153,0.31981981981981983,0.42717717717717724,0.6731143172318096
SHROOM3,0.0,427,0.0,540,0.0,383,3.292753212675772,0.9824900760277199,0.572693083867903,0.7224994060346877,0.8524653291119657,0.5191441441441441,0.3918918918918919,0.5686936936936937,0.49324324324324326,0.6728542861776045
IGFBP7,0.0,431,0.0,542,0.0,387,3.1568578416201314,0.9719101123595506,0.5730670800665258,0.7327156094084105,0.8523040312260652,0.5146396396396397,0.38963963963963966,0.5641891891891891,0.4894894894894895,0.6708967603577773
CDK1,0.0,701,0.009436992598361966,46,0.0,712,5.157420998452533,0.9939446948799031,0.6671180470420524,0.7830838679021146,0.8885117325925328,0.21058558558558557,0.9481981981981982,0.1981981981981982,0.45232732732732733,0.67041952995993
TNFRSF11B,0.0,432,0.0,543,0.0,388,4.283438188790957,0.9619693197873915,0.5151139106676186,0.7424566405321928,0.8522057508184072,0.5135135135135135,0.3885135135135135,0.5630630630630631,0.48836336336336333,0.6702845570908853
HSPG2,0.0,433,0.0,544,0.0,389,2.816832194038889,0.9685124133754962,0.5901334449988109,0.7358042290330244,0.8521520467581325,0.5123873873873874,0.38738738738738737,0.5619369369369369,0.4872372372372373,0.6696946419976849
PLA2G16,0.0,675,0.000678194256725749,73,0.0,717,3.0838068492229023,0.9834824732557357,0.5186559277738176,0.7928248990258969,0.8881534607517988,0.23986486486486486,0.9177927927927928,0.19256756756756757,0.45007507507507505,0.669114267913437
HLA-DQB2,0.0,434,0.0,545,0.0,390,6.604890668101997,0.9891677319518267,0.6130153825136597,0.7146590639106676,0.8518729542353148,0.5112612612612613,0.38626126126126126,0.5608108108108109,0.48611111111111116,0.668992032673213
FOXL1,0.0,758,0.028173815134116688,10,0.0,693,7.549802613873378,0.9930868599878893,0.5104144880019001,0.7783321454027085,0.8857092766932134,0.1463963963963964,0.9887387387387387,0.2195945945945946,0.4515765765765765,0.668642926634895
MYH9,0.0,407,0.0,508,0.0,444,1.9812194947184292,0.9495727645831931,0.5153702851033497,0.7436445711570445,0.8465878264070503,0.5416666666666666,0.42792792792792794,0.5,0.48986486486486486,0.6682263456359576
WDR1,0.0,756,0.017972044627920788,20,0.0,691,2.7788564085312517,0.9867119693197874,0.5325775789973877,0.7854597291518176,0.8860846562653827,0.14864864864864866,0.9774774774774775,0.22184684684684686,0.44932432432432434,0.6677044902948535
XPO1,0.0,435,0.0,527,0.0,417,1.141412968445131,0.887623629146202,0.6014995105725855,0.8158707531480163,0.851747165578989,0.5101351351351351,0.40653153153153154,0.5304054054054054,0.48235735735735735,0.6670522614681732
