gene,mean_pdac,mean_normal,log2fc,p_value,auc,specificity_score,fdr
ABCC11,-3.0089595505617974,-4.58618383233533,1.5772242817735322,1.0752923385880251e-18,0.7749108524523987,0.32335329341317365,3.781468392773748e-18
ABCC12,-8.845525280898876,-7.248444311377244,-1.597080969521632,2.543688840068304e-06,0.3534784363856557,0.0,6.4756784120655906e-06
ABCC13,-6.2359123595505626,-8.638200598802394,2.402288239251831,1.4830318210683066e-12,0.7203794657875261,0.0,4.5516575213497386e-12
ABCC2,-2.3488359550561797,-1.3337772455089822,-1.0150587095471975,2.3906270254993037e-25,0.17599071519881587,0.011976047904191617,9.61783680933828e-25
ABCC3,5.9575438202247195,5.181230538922155,0.7763132813025644,4.92734127494714e-13,0.7250891475476015,0.1317365269461078,1.530074631474574e-12
ABCC4,1.4967511235955056,-0.4744934131736527,1.9712445367691582,8.243640069546294e-45,0.9374285137589989,0.8502994011976048,6.277403859535831e-44
ABCC5,3.38684382022472,2.12984251497006,1.25700130525466,3.309059369528586e-34,0.8798021933660769,0.7305389221556886,1.6473868184444133e-33
ABCC5-AS1,-9.087662921348315,-9.802282634730537,0.7146197133822216,0.09208605261435604,0.5524624907488395,0.0,0.17568205068070053
ABCC6,1.5351151685393258,2.7615299401197606,-1.2264147715804348,2.702601737386317e-32,0.13153468344210456,0.011976047904191617,1.278226323089196e-31
ABCC6P1,-0.17155393258426968,0.8233940119760479,-0.9949479445603175,1.657508730571166e-19,0.21864697571149833,0.011976047904191617,5.924976747961281e-19
ABCC6P2,0.2239252808988764,-0.48973952095808393,0.7136648018569604,4.785293917634281e-10,0.6939043261791026,0.1317365269461078,1.3774620558642514e-09
ABCC8,4.022091011235955,4.091497005988024,-0.06940599475206888,0.9397289456154764,0.4976451591199623,0.011976047904191617,1.0
ABCC9,1.179543820224719,0.17954011976047907,1.00000370046424,1.7713717193953617e-13,0.72937832200767,0.16167664670658682,5.555665847194544e-13
ABCD1,2.9564168539325846,1.8893946107784432,1.0670222431541414,1.255962449639757e-38,0.904813967570477,0.7425149700598802,7.20269566934377e-38
ABCD1P2,-9.946365168539325,-9.926831137724548,-0.01953403081477667,0.9948290229704154,0.4997981564959967,0.0,1.0
ABCD1P3,-9.9658,-9.965799999999998,-1.7763568394002505e-15,1.0,0.5,0.0,1.0
ABCD1P4,-9.864833707865168,-9.965799999999998,0.10096629213482977,0.7867158172811782,0.5084269662921348,0.0,1.0
