gene_A,gene_B,Hill_n,P_basal,K_A,K_B,Optimal_Threshold,ROC_AUC,Accuracy,Sensitivity,Specificity
UBE2S,CCR6,1,0.0,0.7599983058504631,0.4639212650051964,0.25,0.9985534548879769,0.9855072463768116,0.9775280898876404,0.9940119760479041
