gene,mean_pdac_val,mean_normal_val,log2fc_val,p_value_val,auc_val,fdr_val
AAR2,4.930900144927537,4.9071509836065585,0.023749161320978374,0.3997547159722876,0.5428842955571395,0.47565841315767465
AARD,3.185531304347826,3.347942459016394,-0.16241115466856781,0.00021407899168533637,0.3114754098360656,0.0008899048359687829
AARS,6.94784420289855,6.9097457377049185,0.0380984651936318,0.4182831824318215,0.5412211926823474,0.49388575043880084
AARS2,4.0597,4.015296229508197,0.04440377049180366,0.2224889689902143,0.562128771679734,0.2916604526319717
AASDH,4.700735507246377,4.618313606557377,0.0824219006889999,0.14877734953869484,0.5735329056783084,0.20776272848523547
AASDHPPT,4.025693768115942,4.117007459016394,-0.09131369090045194,0.02212264354141208,0.38346400570206696,0.0415901540186904
AASS,6.390150144927537,6.63909786885246,-0.24894772392492293,0.011840995229690014,0.37182228557852226,0.024636512126013036
AATBC,3.188861884057971,3.1913657377049187,-0.002503853646947718,0.8029079382100213,0.5127108576859112,0.8422785550668689
AATF,5.9761173913043475,5.853098360655737,0.12301903064861008,0.006719166915910298,0.6380375386077453,0.015362155197045797
AATK,4.45249811594203,4.817709836065574,-0.3652117201235443,6.205429305767179e-07,0.2461392254692326,7.643300640594882e-06
AATK-AS1,3.8147972463768123,3.9468673770491804,-0.13207013067236817,0.0302377764463366,0.3896412449512948,0.053970397274566886
ABAT,4.931970289855072,5.837397213114755,-0.9054269232596832,2.2553034563218453e-08,0.21525302922309336,5.376976762432165e-07
ABCA1,6.40677652173913,5.883414754098361,0.5233617676407691,0.0001343067313521184,0.694464243288192,0.000606715796575525
ABCA10,4.275374202898552,4.786402786885245,-0.5110285839866924,9.524474209217781e-05,0.3012592064623426,0.00046119113436694087
ABCA11P,4.5238767391304355,4.6157186885245896,-0.09184194939415402,0.12655319372236246,0.4221905440722262,0.1810760753954518
ABCA12,3.318270434782609,2.7984822950819668,0.5197881397006423,1.86761852639641e-08,0.7864100736516988,4.5725793615064125e-07
ABCA13,3.3453152173913048,2.9970711475409835,0.3482440698503213,1.4590342748227351e-06,0.7453076740318365,1.5098325193626059e-05
ABCA2,5.136599999999999,5.08984213114754,0.046757868852458806,0.2992720867878276,0.5528629128058922,0.37281805767060566
ABCA3,3.860274057971014,4.1935580327868855,-0.33328397481587135,3.655321744075308e-09,0.19957234497505344,1.2850158321043654e-07
ABCA4,2.9920485507246375,3.0567745901639345,-0.064726039439297,0.12655319372236246,0.42219054407222617,0.1810760753954518
ABCA5,5.9011243478260855,6.607070983606558,-0.7059466357804727,2.5682146213529234e-07,0.23758612497030177,3.802516437522023e-06
ABCA6,5.273710579710145,5.4139775409836055,-0.1402669612734604,0.5242597980881925,0.4675694939415538,0.5955007803042655
ABCA7,4.502331304347826,4.501494262295082,0.0008370420527441524,0.7885099204258658,0.5136612021857923,0.8300912551064993
ABCA8,4.711086956521739,5.315849016393443,-0.6047620598717041,0.0007129099542511183,0.32763126633404605,0.0024256400433551825
ABCA9,4.886062608695652,5.0832308196721305,-0.19716821097647852,0.3716558403720017,0.4545022570681873,0.4476295625578728
ABCB1,4.765646811594203,4.986580655737706,-0.22093384414350314,0.18753559515903695,0.43288191969588974,0.2529176449545723
ABCB10,4.721754492753623,4.62364868852459,0.09810580422903215,0.012158254452947017,0.6277025421715372,0.025176145323219375
ABCB11,2.785970579710145,2.7971252459016394,-0.0111546661914943,0.9238100274076861,0.5048705155618912,0.9407887169451149
ABCB4,3.639157971014493,3.462534262295082,0.1766237087194109,0.002984136775817705,0.6512235685435971,0.007844879475184852
ABCB5,2.752963188405797,2.8139555737704915,-0.060992385364694535,0.5032091856895167,0.4659063910667617,0.5762691556276065
ABCB6,4.425525652173913,4.425352950819672,0.00017270135424052313,0.979529869447313,0.5013067236873366,0.9846987626170772
ABCB7,5.456956811594202,5.303091147540983,0.15386566405321922,0.009686475154306026,0.6317415062960323,0.020840976929287238
ABCB8,4.3921138164251206,4.430266775956284,-0.038152959531163155,0.3817287658402776,0.4554526015680685,0.45788681357058486
ABCB9,3.4515560869565216,3.4815788524590165,-0.03002276550249494,0.8501409936489988,0.4903777619387028,0.8820212809108362
ABCC1,5.85929579710145,5.463609508196722,0.3956862889047281,4.780920686941407e-06,0.7329531955333808,3.9996970514800904e-05
ABCC10,4.7393389855072465,4.7446062295081965,-0.005267244000950022,0.742236565991904,0.5167498218104062,0.7906991547923553
ABCC11,3.2899086956521737,3.3287359016393445,-0.03882720598717082,0.1783362315434196,0.4314564029460679,0.24258821078293247
ABCC12,2.786688405797102,2.9409529508196717,-0.1542645450225697,0.0012352392891818186,0.3354716084580661,0.003782104929053103
ABCC13,2.8264871014492754,2.982494918032787,-0.1560078165835117,9.524474209217781e-05,0.3012592064623426,0.00046119113436694087
ABCC2,3.1267062318840577,3.370547540983607,-0.24384130909954926,3.6120528017100156e-05,0.28961748633879786,0.00020726302981240806
ABCC3,6.093479855072464,5.559338196721311,0.5341416583511531,0.00033686264419222127,0.6825849370396768,0.0012973168024214483
ABCC4,5.561511014492754,5.39602,0.16549101449275394,0.05489469421906287,0.5977666904252791,0.08904140191890324
ABCC5,5.221465507246377,4.887103278688525,0.33436222855785136,0.0007008901728682056,0.6726063197909242,0.002395746091572576
ABCC6,4.001222173913044,4.317792459016394,-0.3165702851033494,3.468221615205747e-05,0.28914231408885727,0.00020067930855933053
ABCC6P2,5.571525507246377,5.923172950819671,-0.35164744357329436,7.115437784232312e-06,0.2713233547160846,5.5102633371273304e-05
ABCC8,4.990951159420289,5.568996721311477,-0.5780455618911873,0.0005142854906500062,0.3231171299596104,0.0018485629235349636
ABCC9,6.083701739130435,6.1685626229508195,-0.08486088382038481,0.7281754617974003,0.4822998336897125,0.7788308075250454
ABCD1,4.258066956521739,4.39488655737705,-0.1368196008553113,0.0028509988324444593,0.348063673081492,0.0075494479276392
ABCD2,3.4524714492753628,3.4674157377049184,-0.014944288429555641,0.7457655384478568,0.516512235685436,0.7936554620968546
ABCD3,7.2603165217391314,7.3444252459016415,-0.08410872416251003,0.2928036408524737,0.4464243288191969,0.36610521490011444
ABCD4,5.110071449275362,5.04544262295082,0.06462882632454203,0.07981449632463722,0.5892135899263483,0.12248019716008579
ABCE1,5.920276231884058,5.9601152459016395,-0.0398390140175815,0.8101324466441994,0.48776431456402947,0.8483446408870233
ABCF1,6.324937874396136,6.242690601092896,0.08224727330324022,0.07665653170886658,0.5901639344262295,0.11836052518506046
ABCF2,4.567584492753622,4.575734590163935,-0.00815009741031325,0.9981388765367767,0.4998812069375149,0.9981388765367767
ABCF3,5.409007246376811,5.371341475409836,0.03766577096697521,0.3893922878759559,0.5438346400570206,0.46559949395557093
ABCG1,4.870448260869564,4.444164262295081,0.4262839985744824,7.890351282593124e-07,0.7514849132810644,9.35015975744729e-06
ABCG2,3.586578405797101,3.603101803278689,-0.01652339748158793,0.28854387236801027,0.5540508434307437,0.3615021344718345
ABCG4,3.638955217391305,3.7539280327868854,-0.11497281539558024,0.005546859581812904,0.3587550487051556,0.0131275239251069
ABCG5,3.1421740579710145,3.3329981967213116,-0.19082413875029713,0.006486568367462044,0.36136849607982896,0.014919032661186993
ABCG8,3.5651095652173916,3.7585196721311473,-0.1934101069137557,0.006395575251516435,0.36113090995485864,0.014738558958074107
ABHD1,3.57164304347826,3.7726486885245905,-0.20100564504633045,4.601284693610065e-05,0.2924685198384414,0.0002533429609861881
ABHD10,5.571328550724638,5.524383606557376,0.04694494416726158,0.25016067184967283,0.5585649798051794,0.3216121806677168
ABHD11,4.850408550724637,4.6804344262295094,0.16997412449512783,0.020800768532438372,0.6177239249227844,0.03955487907161943
ABHD12,6.449935797101449,6.694397540983607,-0.2444617438821579,0.0006546697061861812,0.3264433357091946,0.0022585991950400453
ABHD12B,3.107821014492754,3.1680191803278688,-0.060198165835114725,0.037252226650745256,0.3939177952007603,0.06414360761770313
ABHD13,6.7520369565217395,6.816137540983607,-0.06410058446186717,0.08904691827487834,0.413399857448325,0.1342583482514805
ABHD14A,5.154850869565217,5.382126393442622,-0.22727552387740513,4.6944082454977175e-05,0.2927061059634118,0.00025726643324572833
ABHD14B,5.091407101449277,5.190330983606558,-0.09892388215728154,0.031875491460842884,0.3907103825136612,0.056415276560895435
ABHD15,4.842724492753624,4.872920491803279,-0.03019599904965453,0.44283362520767633,0.46091708244238533,0.5180117546800672
ABHD16A,4.92309884057971,4.904049098360655,0.019049742219054977,0.6029492010789099,0.5264908529341886,0.6685213053146408
ABHD16B,3.497298985507246,3.7149116393442623,-0.21761265383701645,0.0003192437897976281,0.31670230458541226,0.00124213840251351
ABHD17A,5.447662550724638,5.606377606557376,-0.15871505583273837,0.0007629299244715064,0.3285816108339273,0.002563131891031834
ABHD17B,4.489071449275364,4.529242131147542,-0.04017068187217809,0.426376270735503,0.4594915656925636,0.5020487722817439
ABHD17C,5.9971299999999985,5.1671134426229495,0.830016557377049,1.5464496750935238e-11,0.843430743644571,2.1187419760887503e-09
ABHD18,5.2222057971014495,5.475302295081968,-0.25309649798051836,0.00023463734949929647,0.31266334046091715,0.0009619698507961523
ABHD2,7.093738405797101,6.689794262295081,0.4039441435020201,4.33231188062217e-05,0.7082442385364696,0.00024072009596690352
ABHD3,5.518796086956522,5.116984426229508,0.4018116607270139,4.3861917715922136e-08,0.7788073176526491,9.158350105131424e-07
ABHD4,5.391902463768116,5.1832226229508205,0.20867984081729585,0.0006435659891640986,0.6737942504157757,0.002228362555175604
ABHD5,5.376424347826087,5.480822459016393,-0.10439811119030562,0.2992720867878276,0.44713708719410794,0.37281805767060566
ABHD6,4.752330869565219,4.7228395081967225,0.029491361368496172,0.2120576681994759,0.5635542884295557,0.28046743830958193
ABHD8,4.926396811594203,5.10762049180328,-0.18122368020907675,0.001065624256778044,0.3333333333333333,0.0033515223283539643
ABI1,6.714985507246378,6.384618852459016,0.3303666547873618,1.425317270184315e-06,0.7455452601568068,1.4818410267929756e-05
ABI2,5.928775942028985,5.570887213114753,0.35788872891423207,3.0491419378106386e-06,0.7377049180327868,2.757323064286899e-05
ABI3,4.646292463768115,4.762929508196721,-0.11663704442860556,0.02004114165830855,0.3815633167023046,0.03830701926336798
ABI3BP,6.054354927536231,6.152509508196721,-0.09815458066049043,0.5932311508577068,0.47279638869090046,0.659684384623455
ABL1,6.214597681159421,6.08407344262295,0.13052423853647088,0.10300229579958169,0.5830363506771205,0.15196599224657267
ABL2,6.056304492753624,6.009838196721312,0.04646629603231123,0.13980444811990195,0.5751960085531005,0.19718716512074452
ABLIM1,6.526540724637681,6.511741475409835,0.014799249227846367,0.8758103584751198,0.4920408648134949,0.9018240811581294
ABLIM2,4.671538405797101,4.73893606557377,-0.06739765977666945,0.14877734953869484,0.4264670943216916,0.20776272848523547
ABLIM3,5.3188769565217395,4.666373114754097,0.6525038417676425,1.6311737478638158e-08,0.7875980042765502,4.15648006095795e-07
ABO,4.501282898550725,4.405802950819672,0.09547994773105284,0.053149503493756245,0.5984794488001901,0.08669571217366111
ABR,5.632406956521739,5.222021311475411,0.41038564504632813,9.3235188173269e-07,0.7498218104062723,1.0730629856328535e-05
ABRA,2.612951449275363,2.626790491803279,-0.013839042527916234,0.44006577524144774,0.46067949631741506,0.5154069736023584
ABRACL,4.397972028985507,4.142464754098361,0.25550727488714564,0.00044722348123098297,0.6787835590401521,0.0016432423392842308
ABT1,3.9274204347826087,3.8647557377049178,0.06266469707769096,0.159563123026511,0.5716322166785459,0.22065268924295192
ABTB1,5.116214057971015,5.112674098360656,0.0035399596103591335,0.8029079382100213,0.5127108576859112,0.8422785550668689
ABTB2,4.20739376811594,3.943572459016394,0.2638213090995465,7.433745267812685e-06,0.7282014730339749,5.7235260428043554e-05
ACAA1,5.3842440579710145,5.425003278688525,-0.04075922071751048,0.3666817828297777,0.45402708481824666,0.4426782365830191
ACAA2,5.5916155072463765,5.687794098360656,-0.0961785911142794,0.5488584184187368,0.4694701829413162,0.6182113262925836
ACACA,5.380429420289855,5.072530491803279,0.3078989284865754,5.3980949839345775e-05,0.7056307911617962,0.000287864819951062
ACACB,4.752582898550725,5.4415001639344265,-0.6889172653837017,1.769296387320691e-08,0.21311475409836067,4.4073767914789265e-07
ACAD10,4.643126231884058,4.702430819672131,-0.05930458778807246,0.22604638753905848,0.43834640057020674,0.29543324991465447
ACAD8,5.294245072463768,5.404122622950821,-0.10987755048705239,0.02988382198237288,0.38940365882632455,0.053491372806568654
ACAD9,5.7251013043478265,5.527672459016394,0.1974288453314328,0.00017465255724404832,0.6911380375386077,0.000751953315228734
ACADL,4.070014492753623,5.518136885245901,-1.4481223924922775,2.1280476544302768e-09,0.19505820860061773,8.33020298073754e-08
ACADM,6.697188115942029,7.076589016393442,-0.3794009004514134,2.0295619172430983e-05,0.2829650748396294,0.00013020310144520108
ACADS,4.971572753623187,5.124673278688525,-0.1531005250653381,0.002483463129898913,0.3459253979567593,0.00673948080143372
ACADSB,4.581883913043479,4.878015409836065,-0.29613149679258566,0.00019164203676070692,0.31004989308624376,0.0008113049018676023
ACADVL,7.388532463768115,7.764112295081968,-0.37557983131385253,8.276592785868448e-07,0.24899025896887625,9.710069530541147e-06
ACAN,3.9275131884057974,3.947541967213115,-0.020028778807317682,0.6193030414913006,0.4746970776906628,0.6835468045550122
ACAP2,6.847122463768115,6.39200950819672,0.4551129555713951,1.3351767144796e-07,0.7685911142789261,2.2237751723343416e-06
ACAP3,4.943541304347827,4.968474098360656,-0.02493279401282944,0.9758090804044937,0.49845569018769303,0.9818465309522679
ACAT1,6.006944492753623,6.787071311475411,-0.7801268187217882,8.409258052618233e-10,0.18745545260156807,4.0630528702058577e-08
ACAT2,4.179092753623188,3.8671629508196723,0.31192980280351534,9.898489035684053e-05,0.6982656212877167,0.00047618921640401175
ACBD3,7.488660144927536,7.148307377049182,0.340352767878354,1.4214573659134735e-09,0.8082679971489665,6.194643069796778e-08
ACBD4,4.367040869565217,4.467579344262296,-0.10053847469707833,0.029533435308269344,0.3891660727013542,0.052992223400727644
ACBD5,5.903797826086956,5.434290655737704,0.46950717034925216,7.994450707170437e-08,0.7733428367783322,1.4697885799221532e-06
ACBD6,4.227162028985508,4.155101147540984,0.07206088144452405,0.07211128157729643,0.5915894511760513,0.11226102929338162
ACBD7,3.2676420289855073,3.2380009836065575,0.029641045378949737,0.2120576681994759,0.5635542884295557,0.28046743830958193
ACCS,4.962171014492752,5.069685409836066,-0.10751439534331375,0.041250563188325484,0.39605607032549295,0.07000381907661615
ACCSL,3.266058115942029,3.4639595081967216,-0.1979013922546926,7.936858402386908e-06,0.2725112853409361,6.04113312872699e-05
ACD,4.387077391304349,4.349529180327868,0.03754821097648087,0.31249301792321627,0.5514373960560703,0.38695046660381915
ACE,4.242562898550724,4.239740327868852,0.002822570681871639,0.18910228377178984,0.5668804941791399,0.25473856706088704
ACE2,4.072009855072463,4.304889344262295,-0.23287948918983226,0.03397989515224117,0.3920171062009979,0.05943510342167542
ACER1,3.252448260869565,3.3480845901639347,-0.09563632929436983,0.08644753827863808,0.4126870990734141,0.1309412470231408
ACER2,4.527892898550725,4.448444262295083,0.07944863625564214,0.5032091856895167,0.5340936089332383,0.5762691556276065
ACER3,4.704646811594203,4.394179508196721,0.3104673033974814,2.3969273409025712e-05,0.7151342361606082,0.00014917777722487282
ACHE,3.69094884057971,3.7024927868852453,-0.011543946305535346,0.7670491272976669,0.48491328106438586,0.8124587605684528
ACIN1,5.677716811594202,5.535417704918034,0.14229910667616785,0.02212264354141208,0.6165359942979329,0.0415901540186904
ACKR1,3.8804114492753627,4.145601639344263,-0.2651901900689002,0.0006435659891640986,0.3262057495842242,0.002228362555175604
ACKR2,3.4556789855072463,3.5163400000000005,-0.060661014492754184,0.3377158929613211,0.45117605131860294,0.41258969076560836
ACKR3,3.170185942028985,3.240042622950819,-0.06985668092183372,0.14746923382108548,0.4262295081967213,0.20620951304600998
ACKR4,3.897839202898551,3.8357021311475408,0.06213707175101035,0.2137712327755562,0.5633167023045854,0.2822485788257063
ACLY,7.066171739130435,7.00847737704918,0.05769436208125445,0.6391786683561526,0.5238774055595153,0.7007284283200768
ACMSD,3.161196521739131,3.14060262295082,0.02059389878831075,0.9219576022031177,0.5049893086243764,0.939571933812358
ACO1,6.692327826086957,7.074317377049181,-0.3819895509622242,2.000313158155595e-07,0.23521026372059872,3.104132203458989e-06
ACO2,6.210683188405796,6.2025678688524595,0.008115319553336775,0.4653316242154967,0.5371822285578522,0.5400341424450325
ACOD1,2.0060559420289854,2.047939180327869,-0.04188323829888363,0.18136461541966709,0.4319315751960085,0.24590499574592292
ACOT1,4.636679565217391,4.722123770491803,-0.08544420527441154,0.12311449177390585,0.4214777856973153,0.17677547763645388
ACOT11,4.163213768115942,3.9874778688524586,0.17573589926348365,0.00032501858114375443,0.6830601092896175,0.0012614176714432518
ACOT12,2.7042842028985503,2.83305131147541,-0.1287671085768598,0.00015613492636190422,0.30743644571157047,0.0006858074071183949
ACOT13,5.251683043478261,5.243149508196721,0.008533535281539883,0.8684616837943624,0.5084343074364458,0.8959636423198015
ACOT2,5.369850579710145,5.481298032786885,-0.11144745307673976,0.29494927898428525,0.44666191494416724,0.3683275332452652
ACOT4,3.4554301449275364,3.51159393442623,-0.05616378949869372,0.46818787062177836,0.46305535756711813,0.542624832032414
ACOT6,2.598756376811594,2.6648916393442623,-0.0661352625326681,0.04460647184481728,0.3977191732002851,0.07483546559690346
ACOT7,5.8758436231884055,5.868488032786885,0.007355590401520118,0.3868274421763104,0.5440722261819909,0.46311403674004886
ACOT8,4.298531304347826,4.275441967213115,0.023089337134710952,0.6831264583458274,0.5207887859349014,0.740106079526165
ACOT9,6.344314347826088,5.866213114754098,0.4781012330719898,1.1457740103765544e-07,0.770016631028748,1.9639175260978766e-06
ACOX1,6.591515072463767,6.791074918032786,-0.19955984556901907,0.025596874967879192,0.3863150392017106,0.047047164383211194
ACOX2,3.9609897101449274,4.210784918032786,-0.2497952078878587,8.276592785868448e-07,0.24899025896887622,9.710069530541147e-06
ACOX3,4.9864071014492755,5.197923934426229,-0.21151683297695367,0.00044722348123098297,0.32121644095984797,0.0016432423392842308
ACOXL,3.1230169565217385,3.2447816393442626,-0.12176468282252406,0.0022281576835697257,0.3442622950819672,0.006166275338191094
ACP1,6.477588115942029,6.495878360655738,-0.018290244713709214,0.7741837916495375,0.48538845331432645,0.8183690949831264
ACP2,5.425371449275364,5.487076557377049,-0.061705108101684836,0.28854387236801027,0.4459491565692564,0.3615021344718345
ACP5,5.539411014492753,5.10340475409836,0.43600626039439305,4.372561536586498e-06,0.7339035400332621,3.733006761260765e-05
ACP6,4.780597246376812,4.431289508196721,0.34930773818009087,3.572387755685187e-06,0.7360418151579948,3.149337694004883e-05
ACP7,3.16715884057971,3.201161803278689,-0.034002962698978845,0.27807797456068273,0.44476122594440487,0.3507405085527042
ACPP,3.6528576811594204,3.756614262295082,-0.10375658113566155,0.24255684483747597,0.44048467569493943,0.3133469754122986
ACPT,4.452571449275362,4.600685573770492,-0.14811412449513028,0.0023709354436570037,0.34521263958184845,0.006489576037147105
ACR,3.7997094202898554,3.9651506557377045,-0.16544123544784917,0.0002865631827820004,0.31527678783559043,0.001136198879125541
ACRBP,4.074117826086957,4.248959344262294,-0.1748415181753371,4.088450173815325e-06,0.26538370159182706,3.5205023171256105e-05
ACRC,3.511939855072464,3.659050327868853,-0.14711047279638922,0.0031229240976361336,0.3494891898313139,0.00813913364495317
ACRV1,2.9648737681159423,3.1061498360655735,-0.1412760679496312,0.002681916178152085,0.34711332858161087,0.007180614283439453
ACSBG1,3.3433243478260875,3.4527411475409835,-0.10941679971489604,0.002126293207713032,0.3435495367070563,0.005921236674632295
ACSBG2,2.7317047826086953,2.774310819672131,-0.042606037063435576,0.347203450540165,0.4521263958184842,0.42250338369357104
ACSF2,4.624453913043479,4.3582739344262285,0.2661799786172505,2.9454824784917826e-05,0.7127583749109052,0.0001762443494384419
ACSF3,4.611389565217391,4.545759672131147,0.06562989308624445,0.16095190442069163,0.5713946305535756,0.22221983325007555
ACSL1,6.8572991304347815,6.7228378688524595,0.13446126158232197,0.20866035908652858,0.5640294606794963,0.27677938745410025
ACSL3,6.707029275362317,6.145727540983607,0.5613017343787101,4.872769545253459e-08,0.7778569731527678,9.97645948963203e-07
ACSL4,6.615407826086956,6.2140336065573765,0.40137421952957997,0.0024454221881447034,0.654312188168211,0.00665792568796223
ACSL5,7.008451449275361,5.587100983606556,1.4213504656688052,1.8744572213147287e-11,0.8420052268947493,2.4190172772876463e-09
ACSL6,3.6229684057971014,3.8056804918032787,-0.18271208600617728,5.269378638033483e-09,0.20266096459966737,1.7028009837897217e-07
ACSM1,3.1758514492753624,3.3309590163934426,-0.15510756711808016,0.0005232980730327938,0.32335471608458066,0.0018762379198557044
ACSM2A,2.291205797101449,2.275551803278689,0.015653993822760004,0.21897181243169284,0.5626039439296745,0.28799350148406544
ACSM2B,2.810631884057971,2.9452693442622957,-0.13463746020432454,0.0004796624594485381,0.3221667854597292,0.001743537738751428
ACSM3,4.562732318840579,5.415401967213115,-0.8526696483725358,5.0850782355866665e-05,0.293656450463293,0.0002741693260011862
ACSM5,3.3193208695652174,3.5848570491803278,-0.26553617961511033,6.166477817085752e-08,0.22428130197196486,1.2010521497095063e-06
ACSM6,2.7786846376811596,3.175852950819672,-0.3971683131385122,4.4175522540869276e-07,0.24281301971964836,5.8287795342019e-06
ACSS1,5.0795400000000015,5.5659168852459,-0.4863768852458987,7.890351282593124e-07,0.2485150867189356,9.35015975744729e-06
ACSS2,4.8770907246376805,4.775859836065573,0.1012308885721076,0.021852571008991354,0.6167735804229033,0.04118305802646072
ACSS3,4.962333478260869,5.009138524590165,-0.04680504632929594,0.609467434134491,0.473984319315752,0.674514611319698
ACTA1,5.678460579710145,5.6833619672131155,-0.004901387502970422,0.9238100274076861,0.5048705155618912,0.9407887169451149
ACTA2,9.760334492753627,8.533119672131148,1.2272148206224784,3.2785888712340915e-08,0.7814207650273224,7.214698920934603e-07
ACTA2-AS1,3.830218550724638,3.684293114754098,0.14592543597053975,0.041250563188325484,0.6039439296745069,0.07000381907661615
ACTB,9.931140579710146,9.271870655737706,0.65926992397244,2.0251190596413304e-08,0.7856973152767878,4.880536933735607e-07
ACTBL2,2.219356666666666,2.051388360655738,0.16796830601092827,0.002126293207713032,0.6564504632929438,0.005921236674632295
ACTC1,3.7882620289855073,3.845247213114754,-0.05698518412924658,0.08730710263523882,0.41292468519838443,0.13208319271008032
ACTG1,10.42751260869565,10.141436393442625,0.2860762152530256,1.018392879674968e-05,0.7247564742219055,7.412995914169719e-05
ACTG1P17,3.5405484057971015,3.567350819672131,-0.02680241387502935,0.622596900188831,0.47493466381563315,0.686462671947811
ACTG2,5.387400144927536,4.789663442622951,0.5977367023045854,0.0034182989886721053,0.6490852934188643,0.008784202809661886
ACTL10,4.648749565217392,4.692094098360657,-0.043344533143265807,0.23145832815612155,0.4390591589451176,0.30142323815800126
ACTL6A,5.359588115942029,5.049431803278689,0.31015631266333976,1.1268605884952739e-06,0.7479211214065099,1.247404114646982e-05
ACTL6B,3.700383478260869,3.874014426229508,-0.17363094796863887,0.0007008901728682056,0.3273936802090758,0.002395746091572576
ACTL7A,2.660673333333333,2.7833904918032784,-0.12271715846994535,0.00020633938278577545,0.311000237586125,0.0008625719276622501
ACTL7B,3.985879275362319,4.135267868852458,-0.14938859349013933,0.009300109445405106,0.3675457353290569,0.020109187032368213
ACTL8,3.5039850724637684,3.5464650819672134,-0.04248000950344499,0.6193030414913006,0.4746970776906629,0.6835468045550122
ACTL9,5.443013333333333,5.667502131147541,-0.2244887978142076,0.0012761702484969033,0.33594678070800665,0.003880698309620486
ACTN1,8.028485362318841,7.140967049180328,0.8875183131385134,2.253559866333171e-09,0.8044666191494416,8.736038373306671e-08
ACTN2,3.4543459420289855,3.6023557377049173,-0.14800979567593187,0.00011319658787325254,0.3033974815870753,0.0005286648020613286
ACTN3,3.342031014492753,3.4686004918032785,-0.12656947731052526,0.011228422230132803,0.370871941078641,0.023580276101768657
ACTN4,8.710394927536234,8.111905081967214,0.59848984556902,5.1616480308616126e-11,0.8344024708956997,5.0120604641419826e-09
ACTR10,6.113305507246376,5.877839508196721,0.23546599904965504,4.6944082454977175e-05,0.7072938940365883,0.00025726643324572833
ACTR1A,6.4092237681159405,6.243969508196722,0.1652542599192186,0.009818407344569614,0.6315039201710619,0.02107044331224396
ACTR1B,5.328265652173913,5.217167704918033,0.11109794725587996,0.06435225095647885,0.5942028985507246,0.10192715780207827
ACTR2,9.17283536231884,8.673129836065572,0.49970552625326903,1.8305130682571104e-10,0.8246614397719173,1.2412119628592197e-08
ACTR3,8.991159855072466,8.415984098360656,0.5751757567118094,4.052518143095804e-08,0.77952007602756,8.578044488502155e-07
ACTR3B,5.945170144927536,6.1066929508196734,-0.16152280589213763,0.000725121027883639,0.32786885245901637,0.0024575730126662875
ACTR3BP2,1.8992397101449274,1.9757495491803276,-0.0765098390354002,0.00199711391088232,0.3425991922071751,0.0056249323513628624
ACTR3C,5.5432785507246365,5.824441967213114,-0.28116341648847776,0.006042979010241518,0.3601805654549774,0.014085027865516324
