gene,K_EN,K_RF,K_XGB,K_mean,K_median,K_std,K_IQR,K_final,threshold_instability_score,threshold_method_EN,threshold_method_RF,threshold_method_XGB,fallback_used,fallback_reason,K_EN_orig,K_RF_orig,K_XGB_orig,K_mean_orig
GPSM2,0.7729465677621657,0.7729465677621657,0.9270508338484799,0.8243146564576037,0.7729465677621657,0.07264544770627254,0.07705213304315706,0.8243146564576037,0.07264544770627254,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,1.072881818181818,1.072881818181818,3.2736910734402946,1.8064849032679753
SLC5A3,0.7658007185841231,0.9053328281614456,0.9572095682921479,0.8761143716792388,0.9053328281614456,0.08082749361464929,0.09570442485401243,0.8761143716792388,0.08082749361464929,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,0.3928800000000002,2.2802750334086106,2.9819909464605687,1.8850486599563911
PDGFC,0.7647194644262232,0.7647194644262232,0.7647194644262232,0.7647194644262232,0.7647194644262232,0.0,0.0,0.7647194644262232,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.9689709090909093,2.9689709090909093,2.9689709090909093,2.9689709090909098
TYMS,0.796401707641529,0.796401707641529,0.796401707641529,0.796401707641529,0.796401707641529,0.0,0.0,0.796401707641529,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.041829090909091,3.041829090909091,3.041829090909091,3.0418290909090917
MVP,0.9054691135269066,0.9054691135269066,0.9054691135269066,0.9054691135269066,0.9054691135269066,0.0,0.0,0.9054691135269066,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,6.804574545454544,6.804574545454544,6.804574545454544,6.804574545454544
LGALS3BP,0.8126218298863015,0.8182414025493643,0.8155354301474488,0.8154662208610381,0.8155354301474488,0.0022947028381113967,0.002809786331531283,0.8154662208610381,0.0022947028381113967,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,6.7482057971014475,6.863789167635323,6.808132727272727,6.80670923066983
KIAA1551,0.7930590909090909,0.7930590909090909,0.9386741388140033,0.8415974402107284,0.7930590909090909,0.06864359187757836,0.07280752395245615,0.8415974402107284,0.06864359187757836,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,3.3575927272727273,3.3575927272727273,5.803925532075256,4.173036995540237
MMP11,0.6252800455959618,0.5270452719262672,0.5270452719262672,0.5597901964828321,0.5270452719262672,0.046308316406777884,0.04911738683484734,0.5597901964828321,0.046308316406777884,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.574389275362316,1.4471545454545476,1.4471545454545476,2.156232788757137
SEMA3C,0.3809856328309323,0.3809856328309323,0.3809856328309323,0.3809856328309323,0.3809856328309323,0.0,0.0,0.3809856328309323,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.6596418181818182,0.6596418181818182,0.6596418181818182,0.659641818181818
CRIP1,0.7275123328904951,0.0003281905744609899,0.6598267441084636,0.4625557558578066,0.6598267441084636,0.32801023999566403,0.363592071158017,0.4625557558578066,0.32801023999566403,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,5.69594,-9.958734778951118,4.238818181818184,-0.007992199044311477
PTK7,0.7956864872714363,0.7956864872714363,0.7956864872714363,0.7956864872714363,0.7956864872714363,0.0,0.0,0.7956864872714363,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,4.380109090909091,4.380109090909091,4.380109090909091,4.380109090909091
FXYD5,0.7472539776853502,0.8045454524827135,0.8748843597511249,0.8088945966397295,0.8045454524827135,0.0521955610995021,0.06381519103288724,0.8088945966397295,0.0521955610995021,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,5.468730909090909,6.652086321030448,8.104936450659485,6.741917893593614
MIR31HG,0.49397598479845833,0.49397598479845833,0.49397598479845833,0.49397598479845833,0.49397598479845833,0.0,0.0,0.49397598479845833,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.6349,-2.6349,-2.6349,-2.6349
MUC4,0.34421257251775594,0.8211355668635254,0.8112526585864698,0.6588669326559171,0.8112526585864698,0.22253081095205648,0.23846149717288478,0.6588669326559171,0.22253081095205648,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,-0.0574,6.247951215945983,6.1172902739058586,4.102613829950615
TIMP2,0.7728301954191588,0.7728301954191588,0.7728301954191588,0.7728301954191586,0.7728301954191588,1.1102230246251565e-16,0.0,0.7728301954191586,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.768636363636364,5.768636363636364,5.768636363636364,5.768636363636361
RHPN2,0.7714200211584521,0.7714200211584521,0.7714200211584521,0.7714200211584522,0.7714200211584521,1.1102230246251565e-16,0.0,0.7714200211584522,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.0401872727272723,3.0401872727272723,3.0401872727272723,3.040187272727273
CNN2,0.8628093447881316,0.25757047114902454,0.8628093447881316,0.661063053575096,0.8628093447881316,0.2853123411919471,0.3026194368195535,0.661063053575096,0.2853123411919471,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,5.726027272727272,-5.281391598259805,5.726027272727272,2.0568876490649135
MUC16,0.4733043726065361,0.4733043726065361,0.4733043726065361,0.4733043726065361,0.4733043726065361,0.0,0.0,0.4733043726065361,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.4199109090909074,-1.4199109090909074,-1.4199109090909074,-1.4199109090909072
ESM1,0.5783161302809227,0.5874405533938607,0.5874405533938607,0.5843990790228814,0.5874405533938607,0.004301294305049171,0.004562211556468965,0.5843990790228814,0.004301294305049171,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-0.3347544927536241,-0.1828,-0.1828,-0.23345149758454298
TMEM45B,0.6735897334947192,0.6823850312078502,0.6823850312078502,0.6794532653034732,0.6823850312078502,0.004146143103672992,0.0043976488565654615,0.6794532653034732,0.004146143103672992,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.6385344927536236,1.7900563636363607,1.7900563636363607,1.739549073342113
NMI,0.8299968739583459,0.3919552096499537,0.8299968739583459,0.6839829858555485,0.8299968739583459,0.20649482084980358,0.2190208321541961,0.6839829858555485,0.20649482084980358,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.140763636363636,-3.776396088896616,3.140763636363636,0.8350437279435532
SLC2A1,0.6659719948276742,0.670584007252083,0.6659719948276742,0.6675093323024771,0.6659719948276742,0.002174123506810707,0.0023060062122043368,0.6675093323024771,0.002174123506810707,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.438950909090909,3.531781956370652,3.438950909090909,3.4698945915174892
MFAP2,0.7817019892173266,0.964399831702677,0.7817019892173266,0.8426012700457767,0.7817019892173266,0.08612458888636199,0.09134892124267513,0.8426012700457767,0.08612458888636199,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.712687272727272,8.143314279780185,4.712687272727272,5.856229608411576
RASA2,0.8467489115319745,0.03871307182695559,0.8672072252778454,0.5842230695455918,0.8467489115319745,0.3858242292880451,0.4142470767254449,0.5842230695455918,0.3858242292880451,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,1.6239063768115949,-9.43592257198291,1.9039254545454543,-1.9693635802086211
NQO1,0.7308429063985314,0.7641234929381313,0.6872351313142472,0.7274005102169699,0.7308429063985314,0.03148378002405277,0.03844418081194201,0.7274005102169699,0.03148378002405277,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,4.589009565217394,5.251795774212179,3.720556363636364,4.520453901021977
LGALS1,0.8030654588824382,0.8030654588824382,0.8030654588824382,0.8030654588824383,0.8030654588824382,1.1102230246251565e-16,0.0,0.8030654588824383,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,7.810214545454546,7.810214545454546,7.810214545454546,7.8102145454545475
L3MBTL3,0.8048649329294036,0.8048649329294036,0.8048649329294036,0.8048649329294036,0.8048649329294036,0.0,0.0,0.8048649329294036,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.90044,0.90044,0.90044,0.9004399999999997
CDH2,0.45976118400038907,0.4214720991659907,0.4214720991659907,0.43423512744412357,0.4214720991659907,0.01804964768788672,0.019144542417199206,0.43423512744412357,0.01804964768788672,linear_coefficient_crossing,youden_index_fallback,youden_index_fallback,yes,RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-0.4775515942028985,-0.9796363636363634,-0.9796363636363634,-0.8122747738252079
UBE2T,0.6897236868125903,0.6849675822881824,0.6806610658757474,0.6851174449921733,0.6849675822881824,0.0037013167642305973,0.004531310468421479,0.6851174449921733,0.0037013167642305973,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,0.7905788405797094,0.7164064393006631,0.6492454545454563,0.7187435781419413
IL1R2,0.6056144394440304,0.6056144394440304,0.6056144394440304,0.6056144394440304,0.6056144394440304,0.0,0.0,0.6056144394440304,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.3184927272727274,1.3184927272727274,1.3184927272727274,1.3184927272727283
SERPINH1,0.7514459501308887,0.7514459501308887,0.7514459501308887,0.7514459501308887,0.7514459501308887,0.0,0.0,0.7514459501308887,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.519547272727273,5.519547272727273,5.519547272727273,5.519547272727275
PIAS3,0.837213593461241,0.9207320614322285,0.8440060320637456,0.8673172289857384,0.8440060320637456,0.03787164770209293,0.04175923398549375,0.8673172289857384,0.03787164770209293,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,3.9892947826086966,5.381422365983102,4.102514545454545,4.491077231348783
IQGAP1,0.8605077057590838,0.8605077057590838,0.8605077057590838,0.8605077057590838,0.8605077057590838,0.0,0.0,0.8605077057590838,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.4589727272727275,5.4589727272727275,5.4589727272727275,5.458972727272728
ABHD17C,0.7357636457197155,0.6829182803623357,0.6823973121560086,0.7003597460793533,0.6829182803623357,0.025035240951861337,0.02668316678185345,0.7003597460793533,0.025035240951861337,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,3.1118837681159404,2.172594390644264,2.1633345454545454,2.4826042347382486
POSTN,0.6536961789643195,0.6446173856445815,0.6390083142286636,0.6457739596125215,0.6446173856445815,0.006051809103109527,0.007343932367828043,0.6457739596125215,0.006051809103109527,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,3.4953078260869574,3.3083545904089156,3.192850909090909,3.332171108528927
SLFN13,0.33233866022067254,0.33233866022067254,0.33233866022067254,0.33233866022067254,0.33233866022067254,0.0,0.0,0.33233866022067254,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.4997236363636361,1.4997236363636361,1.4997236363636361,1.499723636363636
IFI27,0.7429922227307264,0.6707874019599216,0.8291142591463183,0.7476312946123221,0.7429922227307264,0.06471985356170276,0.07916342859319836,0.7476312946123221,0.06471985356170276,linear_coefficient_crossing,polynomial_shap_crossing,polynomial_shap_crossing,no,None,6.699589855072466,5.080028504701237,8.631315744077831,6.8036447012838455
DYNLT1,0.870668491428606,0.7891509783907887,0.870668491428606,0.8434959870826669,0.870668491428606,0.038427724169668935,0.0407587565189087,0.8434959870826669,0.038427724169668935,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,5.800090909090909,4.323988086504723,5.800090909090909,5.3080566348955145
LAMB3,0.6836561045193923,0.0454200248454474,0.6836561045193923,0.47091074462807736,0.6836561045193923,0.3008673732902427,0.31911803983697246,0.47091074462807736,0.3008673732902427,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.9371672727272657,-9.042129290738012,3.9371672727272657,-0.38926491509449335
SPDL1,0.80913344496535,0.8674266440402294,0.80913344496535,0.8285645113236431,0.80913344496535,0.027479677575269736,0.0291465995374397,0.8285645113236431,0.027479677575269736,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.2228163636363638,2.0288888911238874,1.2228163636363638,1.4915072061322032
GREB1L,0.5673459009330346,0.19102291441530456,0.5673459009330346,0.44190490542712463,0.5673459009330346,0.17740035712204041,0.188161493258865,0.44190490542712463,0.17740035712204041,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,-2.663490909090912,-7.507144068560615,-2.663490909090912,-4.278041962247479
PARP14,0.8019137677045436,0.8019137677045436,0.8019137677045436,0.8019137677045437,0.8019137677045436,1.1102230246251565e-16,0.0,0.8019137677045437,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.8365127272727273,2.8365127272727273,2.8365127272727273,2.83651272727273
APBB2,0.8053363646949094,0.8053363646949094,0.8053363646949094,0.8053363646949094,0.8053363646949094,0.0,0.0,0.8053363646949094,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.483572727272727,2.483572727272727,2.483572727272727,2.483572727272728
IL2RA,0.5942411034041376,0.5942411034041376,0.5942411034041376,0.5942411034041376,0.5942411034041376,0.0,0.0,0.5942411034041376,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.3223254545454572,-1.3223254545454572,-1.3223254545454572,-1.3223254545454566
RBMS1,0.8392338499710303,0.940865509630461,0.8392338499710303,0.8731110698575072,0.8392338499710303,0.04790962381895114,0.05081582982971533,0.8731110698575072,0.04790962381895114,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.5576981818181808,5.195400908736214,3.5576981818181808,4.103599090790857
CDC6,0.7281441076120333,0.7281441076120333,0.7281441076120333,0.7281441076120333,0.7281441076120333,0.0,0.0,0.7281441076120333,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.4293309090909091,0.4293309090909091,0.4293309090909091,0.42933090909090943
MMP3,0.4633402779609167,0.4633402779609167,0.4633402779609167,0.46334027796091676,0.4633402779609167,5.551115123125783e-17,0.0,0.46334027796091676,5.551115123125783e-17,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-1.1811,-1.1811,-1.1811,-1.181099999999999
LINC01559,0.46537006020087096,0.46537006020087096,0.46537006020087096,0.46537006020087096,0.46537006020087096,0.0,0.0,0.46537006020087096,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-2.1279909090909115,-2.1279909090909115,-2.1279909090909115,-2.1279909090909115
SRPX2,0.7446256061618575,0.9330306180214041,0.7446256061618575,0.8074272767817062,0.7446256061618575,0.08881497433027821,0.0942025059297733,0.8074272767817062,0.08881497433027821,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.9569218181818115,4.973606346573315,1.9569218181818115,2.9624833276456446
CEACAM1,0.6804770188919156,0.677229379027786,0.6449119089318761,0.6675394356171925,0.677229379027786,0.01605491646594696,0.017782554980019682,0.6675394356171925,0.01605491646594696,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,2.24835420289855,2.1900610159213434,1.6099818181818186,2.016132345667236
VSNL1,0.6442949272732348,0.6442949272732348,0.6442949272732348,0.6442949272732348,0.6442949272732348,0.0,0.0,0.6442949272732348,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-0.7346,-0.7346,-0.7346,-0.7346000000000004
IFITM10,0.6344059207962466,0.3408117218124739,0.6344059207962466,0.5365411878016557,0.6344059207962466,0.13840163267897218,0.14679709949188635,0.5365411878016557,0.13840163267897218,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,0.2012527272727273,-4.503917265061112,0.2012527272727273,-1.3671372701718845
STIL,0.7574158346961744,0.7574158346961744,0.7574158346961744,0.7574158346961744,0.7574158346961744,0.0,0.0,0.7574158346961744,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,-0.5136290909090916,-0.5136290909090916,-0.5136290909090916,-0.5136290909090917
CTSK,0.7116612612210637,0.7116612612210637,0.7116612612210637,0.7116612612210637,0.7116612612210637,0.0,0.0,0.7116612612210637,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.953867272727273,3.953867272727273,3.953867272727273,3.9538672727272726
OXR1,0.8481412941138274,0.9636975604198974,0.8481412941138274,0.8866600495491842,0.8481412941138274,0.054473746342413754,0.05777813315303504,0.8866600495491842,0.054473746342413754,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.0960000000000005,4.875624279246631,3.0960000000000005,3.689208093082213
CEP55,0.6439626777598182,0.6635273226722712,0.6439626777598182,0.6504842260639693,0.6439626777598182,0.009222862059401612,0.009782322456226566,0.6504842260639693,0.009222862059401612,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,-0.5707709090909092,-0.2853344786051667,-0.5707709090909092,-0.47562543226232634
ST6GALNAC1,0.5637161855720455,0.5637161855720455,0.5637161855720455,0.5637161855720455,0.5637161855720455,0.0,0.0,0.5637161855720455,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.0511872727272726,1.0511872727272726,1.0511872727272726,1.0511872727272724
TSPAN8,0.690571747691021,0.690571747691021,0.690571747691021,0.690571747691021,0.690571747691021,0.0,0.0,0.690571747691021,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.260823636363632,5.260823636363632,5.260823636363632,5.260823636363632
CSGALNACT2,0.799974777856871,0.799974777856871,0.799974777856871,0.799974777856871,0.799974777856871,0.0,0.0,0.799974777856871,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.2020563636363635,2.2020563636363635,2.2020563636363635,2.2020563636363644
CLIP4,0.8148363732218226,0.8148363732218226,0.8148363732218226,0.8148363732218226,0.8148363732218226,0.0,0.0,0.8148363732218226,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.398934545454545,2.398934545454545,2.398934545454545,2.398934545454546
COL1A1,0.7244338681743352,0.7244338681743352,0.7244338681743352,0.7244338681743351,0.7244338681743352,1.1102230246251565e-16,0.0,0.7244338681743351,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,6.799845454545455,6.799845454545455,6.799845454545455,6.799845454545453
NEK7,0.26867484303409067,0.9694315735602747,0.9634669169694839,0.7338577778546164,0.9634669169694839,0.32894302081894533,0.35037836526309196,0.7338577778546164,0.32894302081894533,youden_index_fallback,polynomial_shap_crossing,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model,3.2273545454545456,12.433125638703974,12.354768541536416,9.338416241898312
ELK3,0.7776831738007132,0.7717316174760224,0.7776831738007132,0.7756993216924829,0.7776831738007132,0.0028055905572017,0.0029757781623453994,0.7756993216924829,0.0028055905572017,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.4412018181818183,2.3462518788889675,2.4412018181818183,2.409551838417535
MAML2,0.729146540411883,0.8179941043454982,0.729146540411883,0.7587623950564214,0.729146540411883,0.04188314329957645,0.04442378196680763,0.7587623950564214,0.04188314329957645,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,0.8341727272727273,2.1501650747446512,0.8341727272727273,1.2728368430967034
CHST11,0.7639121234445185,0.6021045212273916,0.7639121234445185,0.7099762560388095,0.7639121234445185,0.07627683518351062,0.08090380110856343,0.7099762560388095,0.07627683518351062,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.8554345454545456,-0.6484733758146073,1.8554345454545456,1.0207985716981618
CEP170,0.7953999738243144,0.7953999738243144,0.7953999738243144,0.7953999738243144,0.7953999738243144,0.0,0.0,0.7953999738243144,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.409987272727273,2.409987272727273,2.409987272727273,2.409987272727273
MYO1D,0.3726198952998878,0.3726198952998878,0.3726198952998878,0.3726198952998878,0.3726198952998878,0.0,0.0,0.3726198952998878,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,4.3754563636363635,4.3754563636363635,4.3754563636363635,4.3754563636363635
RAB23,0.7012955640553785,0.8803376673246046,0.7012955640553785,0.7609762651451205,0.7012955640553785,0.08440125689304794,0.0895210516346131,0.7609762651451205,0.08440125689304794,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,0.8917981818181819,3.663763833052993,0.8917981818181819,1.8157867322297836
CORO1C,0.8121665416850343,0.8121665416850343,0.8121665416850343,0.8121665416850344,0.8121665416850343,1.1102230246251565e-16,0.0,0.8121665416850344,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.651065454545455,3.651065454545455,3.651065454545455,3.651065454545458
SPRY4,0.8034291432449421,0.8034291432449421,0.8034291432449421,0.8034291432449421,0.8034291432449421,0.0,0.0,0.8034291432449421,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.2818345454545454,2.2818345454545454,2.2818345454545454,2.2818345454545454
