gene,mean_pdac,mean_normal,log2fc,p_value,auc,fdr,log_fdr_x,mean_pdac_val,mean_normal_val,log2fc_val,p_value_val,auc_val,fdr_val,log_fdr_y,stability_score
KCNN4,5.785032584269662,-1.3735550898203592,7.158587674090022,2.601536187210228e-53,0.9786886900356591,6.512845785596683e-52,51.18622920514502,4.693664202898551,3.8553926229508195,0.8382715799477318,1.3136331522524338e-14,0.8923734853884533,2.021277226500418e-11,10.694374117121779,0.9355310876931465
GALNT5,2.5905432584269663,-6.450784431137724,9.04132768956469,1.74307144034704e-53,0.9794960640516719,4.6732662721725376e-52,51.330379473150586,6.232707391304348,3.772073770491803,2.4606336208125446,1.6349079199659108e-14,0.8909479686386315,2.1802042082052075e-11,10.661502826421472,0.935222016324762
PTPRR,1.6233280898876405,-4.136356886227545,5.759684976115185,4.204653058950959e-56,0.9914889322478637,7.697274401450192e-54,53.11366303092637,3.9345323188405787,2.928155901639344,1.0063764172012348,1.2139173039686035e-13,0.8776431456402947,9.339226088955375e-11,10.029689110838616,0.9345660388567979
S100A6,12.087774719101121,5.676380239520959,6.411394479580163,2.7264420591719014e-57,0.9968377851039494,3.98091527233166e-54,53.400017065608665,6.951413913043479,6.0943506557377045,0.8570632573057742,3.9682646802156424e-13,0.8695652173913043,2.1467697037927702e-10,9.668214542306403,0.93320150104729
NHS,0.9942651685393258,-2.5405467065868264,3.5348118751261524,3.4847493350721545e-52,0.9734239386395748,6.381372328785929e-51,50.19508591520839,4.927245072463768,4.362331967213115,0.5649131052506533,1.576449380438612e-14,0.8911855547636018,2.1802042082052075e-11,10.661502826421472,0.9323047466812623
AHNAK2,4.878788202247191,-0.9617940119760479,5.840582214223239,2.3035556192728972e-51,0.9695552714795129,3.501416495397654e-50,49.45575622659729,5.014432173913043,3.507559508196722,1.5068726657163212,9.447504069405943e-15,0.8945117605131859,2.021277226500418e-11,10.694374117121779,0.9320335159775105
TMPRSS4,6.2890235955056175,-4.290035329341317,10.579058924846935,2.054696613030158e-52,0.9745004373275921,3.973792746382294e-51,50.400794787314204,5.755229999999999,3.6957880327868855,2.0594419672131137,2.1860719071688496e-14,0.8890472796388692,2.5722350799469706e-11,10.589689343190123,0.9317738584592633
ITGA2,3.899707865168539,-1.375134730538922,5.274842595707461,4.989178855221829e-56,0.9911525264078583,8.494638946006253e-54,53.07085507554591,7.788557101449276,5.649985081967214,2.138572019482061,3.115806834462573e-13,0.8712283202660964,1.947671378429839e-10,9.710484317772597,0.9311904231556122
TMC7,2.0506460674157303,-2.2519706586826342,4.302616726098364,6.252937447565731e-52,0.9722296979075558,1.0770459530016115e-50,49.96776576679554,5.2587591304347825,4.121253770491804,1.1375053599429785,2.1860719071688496e-14,0.8890472796388691,2.5722350799469706e-11,10.589689343190123,0.9306384887492742
APOL1,6.90443202247191,1.3659748502994011,5.538457172172508,9.28374976481817e-57,0.9944493036399111,5.0742701558312363e-54,53.29462641451605,6.853267971014493,5.425290491803278,1.427977479211215,6.639454024329044e-13,0.8660014255167499,2.554019208627959e-10,9.592775840757115,0.9302253643407491
TRIM16,4.643542134831461,1.45975748502994,3.1837846498015208,5.640331168666021e-55,0.9863587431877818,3.395850361681646e-53,52.46905145521482,5.907759130434782,4.991275901639344,0.9164832287954372,2.619812946611998e-13,0.872416250890948,1.6904554313251544e-10,9.771996274874377,0.9293874968822562
RTKN2,0.690294382022472,-4.818913173652695,5.509207555675167,3.4237721582586468e-56,0.9918926192558702,6.964166555657978e-54,53.1571308508031,3.7091113043478265,2.86536,0.8437513043478266,8.146291239476991e-13,0.864575908766928,2.809487304538935e-10,9.551372926046797,0.928234263750613
FN1,9.789129775280898,4.075605389221557,5.713524386059341,2.513537924028268e-54,0.9833815515037341,9.803299941910784e-53,52.00862770947835,10.243600000000002,8.055572459016394,2.188027540983608,3.225541983804225e-13,0.8709907341411262,1.955167160667755e-10,9.708816105862947,0.9271861426411497
LEF1,3.905873595505618,-1.8182976047904187,5.724171200296037,2.162301476270884e-55,0.9882594361838122,1.8821661631712433e-53,52.72534203842053,5.589651594202898,4.357332786885247,1.2323188073176512,8.146291239476991e-13,0.864575908766928,2.809487304538935e-10,9.551372926046797,0.9264176722150943
FBXO32,5.185248314606742,1.628422754491018,3.5568255601157244,5.688147582969159e-53,0.9771075825876337,1.2920409986735802e-51,50.88872370521462,6.644671739130434,5.192126393442623,1.4525453456878106,1.6943506172466124e-13,0.8753860774530767,1.210431978456571e-10,9.917059611187966,0.9262468299082394
ANTXR1,5.566836516853933,0.39867065868263474,5.168165858171299,1.7497939552897464e-54,0.9841048240597456,7.465745061531583e-53,52.126926844340126,7.483648550724638,5.9325745901639335,1.5510739605607045,4.878250771658213e-13,0.8681397006414825,2.1684366707884275e-10,9.66385325690408,0.9261222621497903
ZNF185,3.4464691011235953,0.06499760479041915,3.3814714963331762,2.4845993843971635e-52,0.9741135706115859,4.7134169863138026e-51,50.32666413740049,4.447779710144929,3.817318032786885,0.6304616773580443,1.1313448485953727e-13,0.8781183178902353,9.052116402581296e-11,10.0432498700207,0.9261159441670775
