gene,mean_pdac,mean_normal,log2fc,p_value,auc,fdr,log_fdr_x,mean_pdac_val,mean_normal_val,log2fc_val,p_value_val,auc_val,fdr_val,log_fdr_y,stability_score
KPNA7,0.2174196629213483,-5.793844311377247,6.011263974298595,1.3385155851765136e-50,0.9659220884074547,1.780462795077778e-49,48.74946709700306,3.806800434782609,3.220832459016394,0.5859679757662151,1.7027361726320907e-11,0.8427179852696602,2.285894742359712e-09,8.640943771256921,0.9043200347713771
PLA2R1,2.097781460674157,-1.779683832335329,3.877465293009486,5.392275332933976e-52,0.9725324631635605,9.435032296254638e-51,50.025256608900094,5.734096086956521,4.621093442622951,1.1130026443335703,4.275895797998812e-11,0.8358279876455215,4.4088012189366105e-09,8.355679481909693,0.9041802214181901
ADAM9,5.9935404494382025,2.3340868263473054,3.659453623090897,2.71224719629526e-53,0.9786045885756576,6.755363648221626e-52,51.17035126749093,8.632302173913045,7.434543278688525,1.1977588952245197,1.0226536400428432e-10,0.8291755761463531,8.418164922541971e-09,8.074782570124192,0.9038900747519095
AP2B1,5.93897191011236,3.4902694610778444,2.4487024490345157,3.599216905026677e-55,0.9872502186637959,2.5433742522722292e-53,52.59458972958533,7.589308115942028,7.043847213114755,0.5454609028272737,3.108151039724653e-10,0.820503682584937,1.9071271548347312e-08,7.7196203500572524,0.9038769333862837
LTBP1,4.804647191011236,0.33462754491017965,4.470019646101057,7.364482206201089e-54,0.9812285541276996,2.338312911227458e-52,51.631097372333166,7.6441062318840585,6.544945409836065,1.0991608220479936,1.4784552751211475e-10,0.8263245426467094,1.0754014861181204e-08,7.968429367698538,0.903776538667978
EPHA4,2.285900561797753,-1.3671508982035927,3.653051460001346,4.7215552593410516e-54,0.9821200296037139,1.6175054306868896e-52,51.79115425253661,5.375114057971014,4.358924754098361,1.016189303872653,1.6705983616079409e-10,0.8253741981468282,1.1766541911001282e-08,7.929351153948068,0.9037471032412927
CFL1,10.00767191011236,6.420431137724551,3.58724077238781,5.829952715986119e-57,0.9953575994079257,4.97901427779867e-54,53.30285662834188,7.375759130434783,6.770298852459015,0.6054602779757685,9.182510246786928e-10,0.8118317890235209,4.321829469799504e-08,7.3643323734514325,0.9035946551639016
CST1,6.009442696629214,-7.958907784431137,13.968350481060352,7.981615907905915e-56,0.9902274103478437,1.0460202270716698e-53,52.980459917361024,6.683989710144926,5.0328791803278685,1.6511105298170579,4.94071451911542e-10,0.8168210976478973,2.6566965732759608e-08,7.575658044414284,0.9035242299939726
IL1RAP,2.800844943820225,-0.42373473053892213,3.2245796743591475,3.3330523415815564e-49,0.9592107918993474,3.7141628157159813e-48,47.430139062250205,6.13753231884058,5.057426721311475,1.080105597529105,8.643997647164245e-12,0.8477072938940367,1.452990629716188e-09,8.837737186442292,0.9034590415839745
EZR,7.7344713483146075,4.6982946107784445,3.036176737536163,3.2232946992802486e-55,0.9874688824597995,2.3841392270017205e-53,52.62266838661929,8.647868405797102,7.879199508196721,0.7686688976003806,3.5576988949720977e-10,0.8194345450225707,2.1179955653609186e-08,7.67407495354926,0.9034516946061177
NET1,5.798067415730337,3.42837365269461,2.369693763035727,3.955485071129318e-48,0.9539796810872637,3.9088439769201512e-47,46.40795166426076,6.673361304347825,5.931507540983606,0.7418537633642188,4.347036397314051e-12,0.8526966025184131,9.451496636464451e-10,9.024499415882987,0.9033381409490486
OSBPL10,3.084309550561798,-0.9598760479041917,4.04418559846599,1.462014262471699e-55,0.9890331696158244,1.5131847616582086e-53,52.82010804086666,5.972277391304346,5.159057540983607,0.8132198503207393,4.518602353855647e-10,0.8175338560228083,2.503756312581011e-08,7.601407942734555,0.9032834902032985
XDH,1.5462533707865167,-3.042546107784432,4.588799478570948,5.211373034418975e-50,0.9630962793514096,6.3747639116579235e-49,48.19553589462151,4.42337608695652,3.448334426229508,0.9750416607270123,1.5464496750935238e-11,0.843430743644571,2.1187419760887503e-09,8.67392192917118,0.903263509584208
CDH11,4.948069662921349,-0.2753239520958084,5.223393615017158,1.186580658196053e-51,0.9709177151315347,1.908072509958358e-50,49.719405125398985,7.957243478260868,6.446261475409836,1.5109820028510326,4.553212375156711e-11,0.8353528153955809,4.623244017272066e-09,8.335053183663804,0.9031352610881431
PLEK2,5.258541573033709,1.2861401197604794,3.9724014532732292,2.2911374169746293e-47,0.9502287559712036,2.117323253254311e-46,45.67421283286979,6.268487101449276,5.177356229508196,1.09113087194108,2.734680370104605e-12,0.8560228082679971,7.197606768842424e-10,9.14281188410529,0.9031257814695659
CD9,7.852777528089888,4.880654491017964,2.972123037071924,2.284793424414539e-51,0.9695720917715132,3.4783129832543687e-50,49.4586313421767,8.680447101449273,7.8749378688524585,0.8055092325968145,3.890643807071852e-11,0.8365407460204325,4.117700956235886e-09,8.385345196759376,0.9030564151774566
CDCP1,4.348761797752809,1.3176880239520958,3.0310737738007134,1.45180241991109e-52,0.9752068895916033,2.9155995049986823e-51,50.535272132176594,6.47251304347826,5.466141475409836,1.006371568068424,8.236325530899887e-11,0.8308386790211452,7.1943764015104994e-09,8.143006844134597,0.9030227778096884
OSBPL3,3.500982584269663,0.4118502994011976,3.0891322848684655,4.974613405318191e-48,0.9534918926192558,4.871578533884068e-47,46.312330291870694,6.275637826086956,5.115624918032786,1.1600129080541697,4.492636926237988e-12,0.8524590163934427,9.459601730056681e-10,9.024127147961819,0.9029754536521705
HOXB6,3.1291696629213477,-1.198837724550898,4.328007387472246,1.0381143640466771e-53,0.9805389221556885,3.0760636095204043e-52,51.51200468805849,4.0142611594202915,3.355552459016393,0.6587087004038983,1.6705983616079409e-10,0.8253741981468282,1.1766541911001282e-08,7.929351153948068,0.9029565495265821
JUP,7.410546629213482,4.535346706586827,2.8751999226266554,8.686242966639475e-53,0.97624974769562,1.863232512737851e-51,50.7297329461246,6.5271991304347825,5.719709672131147,0.8074894583036354,9.614331746969927e-11,0.8296507483962937,8.080482266161322e-09,8.092562718522148,0.9029502407496833
ASPM,1.0220921348314604,-4.833904191616767,5.855996326448228,6.086939869275357e-55,0.9862073605597793,3.605450196987054e-53,52.44304049908325,4.0475578260869565,3.0180488524590166,1.02950897362794,3.5576988949720977e-10,0.8194345450225706,2.1179955653609186e-08,7.67407495354926,0.9028209336694673
FAM63B,2.1202837078651684,0.2097071856287425,1.910576522236426,3.297336678290088e-48,0.95436654780327,3.2884113032160647e-47,46.4830138676692,5.377652173913043,4.696671475409835,0.6809806985032081,5.295444507444106e-12,0.851271085768591,1.0384782008078868e-09,8.983602615516181,0.9028188158483729
KIF23,2.003934269662921,-1.5691784431137723,3.5731127127766933,4.979908017878711e-53,0.977376707259638,1.1471804624276553e-51,50.940368258060616,4.828605362318839,3.9301232786885243,0.8984820836303151,1.1567418981350687e-10,0.8282252316464719,9.073846348390502e-09,8.042208579115751,0.9028009612611777
SGIP1,1.8013432584269662,-1.4742994011976047,3.275642659624571,1.0185567509359721e-48,0.9568559510193098,1.071817370694812e-47,46.96987920872572,4.7360518840579715,3.8058065573770494,0.9302453266809221,7.588723238465787e-12,0.8486576383939177,1.3085968184399234e-09,8.883194139926136,0.902756793525269
FGD6,2.370638764044944,0.19161077844311378,2.17902798560183,2.352029286717431e-45,0.9401870416470429,1.8604405569159307e-44,43.73038420159828,6.2195408695652175,5.037766229508196,1.1817746400570215,7.610056665180775e-13,0.8650510810168687,2.809487304538935e-10,9.551372926046797,0.9026190610783661
KRT16,4.213358426966292,-2.9303461077844313,7.143704534750723,1.03565512397079e-46,0.9469824396151518,9.060590325169184e-46,45.0428435057877,5.046059565217392,4.241504426229508,0.804555138987884,2.025571878423289e-12,0.8581610833927298,5.872103519434935e-10,9.231206296838057,0.9025717609739413
BICD1,3.0528758426966296,-0.41894790419161676,3.4718237468882465,1.4413011412247716e-54,0.9844916907757518,6.455111785480761e-53,52.190096232499485,5.8324230434782605,5.146806065573771,0.6856169779044894,3.061766011736166e-10,0.8206224756474222,1.8844463240848778e-08,7.72481622833151,0.9025570662033833
ADAMTS6,-0.35678876404494386,-4.490008383233533,4.13321961918859,4.7268465673042805e-52,0.9728015878355648,8.385929701976137e-51,50.076448782544404,4.441051594202899,3.5779122950819673,0.8631392991209319,6.836052322973925e-11,0.832264195770967,6.215525209838519e-09,8.206522167730714,0.90253288619355
RUNX1,4.642594943820225,0.30612275449101795,4.336472189329207,3.3125502625007895e-53,0.9782009015676513,8.088891493437213e-52,51.09211099028745,6.822910289855072,5.973210163934426,0.8497001259206458,1.390659361543462e-10,0.8267997148966499,1.034102572823564e-08,7.985436381356302,0.9025002988993717
MMP14,7.5974634831460675,3.6738676646706585,3.923595818475409,4.285125978648673e-51,0.9682769292874924,6.215077121941518e-50,49.20655347789509,7.6468556521739135,6.459754918032788,1.1871007341411257,3.890643807071852e-11,0.8365407460204324,4.117700956235886e-09,8.385345196759376,0.9024088339381127
CERS6,3.535642696629213,0.5257263473053893,3.0099163493238237,1.7333333056109553e-55,0.9886967637758192,1.6645966946884487e-53,52.77869097206039,7.568873333333333,6.873619508196722,0.6952538251366116,5.401224713011013e-10,0.8161083392729865,2.835713856544863e-08,7.547337594643158,0.9024025259348487
PFKP,6.154548314606741,2.0951850299401196,4.059363284666621,4.122327088450894e-55,0.9869810939917917,2.77894180861383e-53,52.556120547307735,6.022754057971014,5.14469344262295,0.8780606153480637,4.518602353855647e-10,0.8175338560228083,2.503756312581011e-08,7.601407942734555,0.9022574524169715
LRCH1,3.2797719101123604,0.46446227544910174,2.8153096346632585,1.7946046874705387e-54,0.984054363183745,7.568735579316893e-53,52.12097666697171,5.818365797101449,5.161982950819674,0.6563828462817751,3.155222001393982e-10,0.8203848895224518,1.924204441886702e-08,7.715748787149376,0.9022196089925483
CSTB,7.004162921348314,3.5210041916167665,3.4831587297315476,7.779828538764271e-56,0.9902778712238443,1.0334470195676865e-53,52.98571178289657,9.007615072463766,8.49911262295082,0.508502449512946,7.048567683770298e-10,0.8139700641482538,3.507276103941723e-08,7.455030043728326,0.9021239360460708
TNFSF4,1.1597533707865169,-2.2982778443113774,3.4580312150978942,4.611450036841727e-51,0.96812554665949,6.652138749279124e-50,49.17703870091105,3.745418260869566,3.0976900000000005,0.6477282608695654,4.143504609279684e-11,0.8360655737704918,4.294431227949301e-09,8.36709434776293,0.9020955563410036
CST2,3.707400561797753,-5.584143113772456,9.29154367557021,1.3911067131678953e-53,0.9799502119356792,3.893570108174318e-52,51.40965200092953,5.3815852173913035,4.338041311475409,1.0435439059158949,1.9453322292269083e-10,0.8241862675219768,1.3014207552249446e-08,7.8855822713628925,0.9020682279891247
TMEM45B,4.350577528089888,-1.2521461077844311,5.602723635874319,1.0025317739725138e-54,0.9852149633317634,5.006761624133319e-53,52.30044308521143,5.219364782608696,4.098986557377049,1.1203782252316463,3.892033746241687e-10,0.8187217866476598,2.2371365237377145e-08,7.650307511792178,0.9019683548114477
SKAP2,4.231952808988764,0.6253323353293413,3.6066204736594223,1.3246807515576762e-54,0.9846598936957545,6.067327842611433e-53,52.2170025377096,6.655888405797101,5.789741147540985,0.8661472582561158,3.6659024146794977e-10,0.8191969588976005,2.150411906182815e-08,7.667478344061917,0.9019284069015012
ZDHHC7,5.288958988764045,3.405131736526947,1.883827252237098,2.1177194419472077e-46,0.945434972751127,1.8086911011621137e-45,44.74263559815723,6.6824484057971025,6.026948524590164,0.6554998812069384,1.9589210570267657e-12,0.8583986695177002,5.762396750545058e-10,9.239396843132926,0.9019168206146932
NRP2,4.287872471910112,-0.61948622754491,4.907358699455022,3.1159152193122248e-56,0.9920776424678732,6.68620620741866e-54,53.17482023358206,5.735144782608695,4.668834426229508,1.0663103563791871,9.455348401639877e-10,0.8115942028985508,4.4087490461072836e-08,7.355684621289952,0.9018358829235293
PLS3,6.00704831460674,3.0647580838323356,2.9422902307744043,2.413476130169026e-53,0.9788400726636614,6.133789378803979e-52,51.21227114084027,7.455450869565217,6.67422606557377,0.7812248039914467,1.8305130682571104e-10,0.8246614397719173,1.2412119628592197e-08,7.906154047317077,0.9017507450251511
VCAN,6.234729213483146,0.5635940119760477,5.671135201507098,1.5378261467672567e-53,0.979748368431676,4.215601006259834e-52,51.375140500494666,9.546948115942028,7.786603114754099,1.760345001187929,2.067177363904843e-10,0.823711095272036,1.378324960339619e-08,7.86064837905795,0.90172971942309
ECM1,5.490885393258427,0.5579425149700599,4.932942878288367,5.009612126502802e-55,0.9865942272757856,3.1555708385232326e-53,52.50092206602496,5.401988695652173,4.747601967213114,0.6543867284390599,5.243251093120589e-10,0.8163459253979567,2.7819828014772187e-08,7.55564555919179,0.9014700512581287
LOXL2,4.653401123595505,1.034936526946108,3.618464596649397,1.0208849563529662e-53,0.9805725627396891,3.0311435189109538e-52,51.51839350012348,5.879754347826085,4.8905562295081975,0.989198118317888,2.4791779489537443e-10,0.8222855785222143,1.5743173496165636e-08,7.80290771842217,0.9014290564395974
CACNB3,4.088465168539326,0.7662353293413174,3.3222298391980085,1.7946046874705387e-54,0.9840543631837448,7.568735579316893e-53,52.12097666697171,5.034363188405797,4.498555737704917,0.5358074507008794,4.010149687364007e-10,0.8184842005226896,2.272380288848222e-08,7.643518986549143,0.9012692613729517
F2R,4.8553191011235945,0.23770419161676645,4.617614909506828,5.884257203540997e-55,0.9862746417277803,3.510241051330297e-53,52.45466305912733,6.295277101449276,5.7086708196721325,0.5866062817771436,5.903527471046877e-10,0.8153955808980755,3.027904102650018e-08,7.518857883580629,0.9008350840365046
MGLL,5.767492696629213,1.3306,4.436892696629213,1.9692316894365074e-55,0.988444459395815,1.7857517275368427e-53,52.74817892106658,5.716164492753623,5.001949180327869,0.714215312425754,7.929436941739306e-10,0.8130197196483726,3.8404970253174656e-08,7.415612566938597,0.9007320549295048
HTATIP2,5.942644943820223,3.1498065868263474,2.792838356993876,4.967347557472972e-55,0.9866110475677856,3.1356916731069415e-53,52.50366664727949,5.751476956521739,5.17497,0.5765069565217393,6.644690002628461e-10,0.8144452363981943,3.3649046613310664e-08,7.473027236237744,0.9005281116810766
CRIP1,8.811973595505616,2.3746586826347302,6.437314912870886,6.034550685780468e-57,0.9952903182399246,4.97901427779867e-54,53.30285662834188,5.641785942028985,4.986117868852459,0.6556680731765265,2.0093551364411903e-09,0.8054169636493229,8.038626158846626e-08,7.094818167994631,0.9003535685685605
RRAS,6.659278089887642,3.407838323353294,3.251439766534348,8.491631538389664e-54,0.9809426091636951,2.615395726342823e-52,51.58246259025197,6.800242028985508,6.129334590163935,0.6709074388215734,3.452615658029458e-10,0.819672131147541,2.073954084311209e-08,7.683200862773888,0.9003073514836566
CEP55,2.2407117977528093,-4.604915568862276,6.845627366615085,5.032023881254625e-56,0.9911357061158581,8.494638946006253e-54,53.07085507554591,4.086038985507247,3.337721475409836,0.7483175100974107,1.229439406386465e-09,0.809455927773818,5.5140081717373225e-08,7.258532594607141,0.9002957673024532
GPRC5A,6.588124719101124,-0.051474850299401194,6.639599569400525,4.516148617083575e-49,0.9585716208033372,4.9543165194264586e-48,47.30501625082867,5.39173347826087,4.382306885245902,1.0094265930149682,1.8744572213147287e-11,0.8420052268947493,2.4190172772876463e-09,8.61636102977624,0.90028842167123
LEMD1,3.017978651685393,-6.2469910179640715,9.264969669649464,2.4641686467295365e-52,0.9741303909035861,4.6792046513472604e-51,50.329827959935585,3.4162036231884056,2.7144304918032787,0.701773131385127,1.4784552751211475e-10,0.8263245426467094,1.0754014861181204e-08,7.968429367698538,0.9002274570940881
THBS2,6.321792134831461,0.5741868263473054,5.747605308484156,2.5562067397948426e-54,0.9833479109197336,9.930049537395336e-53,52.00304858496244,8.37753652173913,6.845844262295081,1.531692259444048,4.795903704289913e-10,0.8170586837728677,2.6139635367005755e-08,7.582700474873371,0.9002032738153147
STRA6,3.546069662921348,-3.620350898203593,7.166420561124941,2.4563020546130444e-55,0.9880071318038081,2.0323817890012255e-53,52.6919947052062,4.612922753623189,4.060455573770492,0.5524671798526972,8.65967302032154e-10,0.8123069612734616,4.1440057278825784e-08,7.382579652976608,0.9001570092360752
KIF14,-0.7093651685393259,-6.19036886227545,5.481003693736124,1.247855370366442e-53,0.9801688757316827,3.558939408541214e-52,51.44867940585966,3.410724347826087,2.787712295081967,0.6230120527441203,3.6659024146794977e-10,0.8191969588976005,2.150411906182815e-08,7.667478344061917,0.899682897967753
VSIG1,2.7795539325842693,-5.1301874251497,7.909741357733969,9.672623937034876e-51,0.9665949000874655,1.3162183109301742e-49,48.88067207168781,4.753389130434783,3.1534085245901635,1.5999806058446198,6.423256873046464e-11,0.8327393680209076,5.893780148236166e-09,8.229606068382372,0.8996671287517464
P4HA1,4.8838426966292126,2.535214371257485,2.3486283253717275,5.877435693762869e-49,0.9580165511673282,6.354855304103408e-48,47.19689433359854,7.098079420289855,6.049609180327869,1.0484702399619854,2.0631001544692197e-11,0.8412924685198384,2.531790944162442e-09,8.596572157874668,0.8996545075658461
EPSTI1,4.1635185393258425,-0.688456886227545,4.851975425553388,9.466740349754349e-56,0.9898910045078383,1.152954504010311e-53,52.938187829779984,4.974129420289856,4.023890000000001,0.9502394202898552,1.2657004364514905e-09,0.8092183416488476,5.6639386645054056e-08,7.246881458321655,0.8995546221281181
FER1L4,3.222516292134831,-1.0958377245508983,4.3183540166857295,1.9118128147945924e-45,0.9406411895310504,1.5225109638863785e-44,43.81743957124799,4.7593163768115945,3.965338442622951,0.7939779341886433,1.9589210570267657e-12,0.8583986695177002,5.762396750545058e-10,9.239396843132926,0.8995199290060361
NDC80,2.0929297752808993,-3.2929161676646714,5.38584594294557,1.3789769847327333e-56,0.993675570207899,5.240668882738977e-54,53.28061327913391,3.6008688405797105,3.0134411475409837,0.5874276930387268,2.1280476544302768e-09,0.8049417913993823,8.33020298073754e-08,7.07934441607938,0.899308605889402
CAMK2N1,6.128537078651686,1.4642041916167665,4.664332887034919,2.514957302189592e-56,0.99249814976788,5.988972102421484e-54,53.22264770992341,7.153102898550725,6.461480163934426,0.6916227346162991,1.8971215357453022e-09,0.8058921358992635,7.728741767721645e-08,7.111891203082099,0.8991950733371011
COL8A1,4.444089325842697,-1.6506700598802393,6.094759385722936,1.8326115444030106e-53,0.9793951422996704,4.868762670415998e-52,51.31258139477857,5.617414927536233,4.245805573770492,1.3716093537657406,3.892033746241687e-10,0.8187217866476597,2.2371365237377145e-08,7.650307511792178,0.8990584443604998
CAPN2,7.172620786516855,4.619740718562874,2.552880067953981,4.093417327939193e-54,0.9824059745677184,1.4359070687904542e-52,51.84287366651259,7.727460289855072,7.097032622950819,0.6304276669042528,5.731228344288094e-10,0.8156331670230459,2.9699937971708482e-08,7.527244457705443,0.8990195440945566
PARP4,4.760665730337078,2.3827323353293415,2.377933395007737,2.3224712104160433e-51,0.9695384511875126,3.52833729194456e-50,49.452429905108104,7.212399275362319,6.513978524590163,0.698420750772156,1.2684409223365514e-10,0.827512473271561,9.684207545609937e-09,8.013935911614933,0.8985254535280297
GALE,5.870662921348315,2.7637916167664667,3.1068713045818486,1.049190452035517e-51,0.9711700195115388,1.703509586216536e-50,49.768655418169345,4.787969565217391,4.151821803278689,0.6361477619387017,1.5716600704611717e-10,0.8258493703967689,1.126807039047843e-08,7.948150448684767,0.8985096848296833
NUF2,1.7124219101123597,-3.520721556886228,5.2331434669985875,1.8786645249742837e-56,0.993070039695889,5.240668882738977e-54,53.28061327913391,3.8687765217391306,3.1705413114754095,0.698235210263721,2.4554525656923593e-09,0.8037538607745307,9.337721990787883e-08,7.029759060332828,0.8984118663439996
CENPK,1.8836702247191013,-2.127406586826347,4.011076811545449,3.124954011886316e-53,0.9783186436116531,7.669163425651959e-52,51.11525200755536,3.9997217391304347,3.111086885245901,0.8886348538845339,4.010149687364007e-10,0.8184842005226894,2.272380288848222e-08,7.643518986549143,0.8984014016520744
ADAMTS12,2.4679337078651686,-2.42361497005988,4.891548677925049,1.5511583541531223e-52,0.975072327255601,3.0939192218128723e-51,50.50949102934993,5.659757681159422,4.515879344262295,1.143878336897127,2.7142376191851673e-10,0.8215728201473034,1.696652971767528e-08,7.770406977870014,0.8983225584600355
FANCI,2.574874719101124,-0.19588682634730537,2.7707615454484293,4.127946272426852e-54,0.9823891542757182,1.4454227171849218e-52,51.84000512391542,4.45069463768116,3.7884516393442618,0.662242998336898,6.843722908837982e-10,0.8142076502732241,3.422374733637154e-08,7.46567243902619,0.8982983715313335
CCNB2,2.908009550561798,-2.1342011976047903,5.042210748166589,3.851937852053228e-55,0.9871156563277937,2.6735825984731065e-53,52.572906394130705,4.087239710144928,3.286824426229508,0.8004152839154202,1.229439406386465e-09,0.8094559277738179,5.5140081717373225e-08,7.258532594607141,0.8982857425192539
RSAD2,2.619999438202247,-0.6961173652694611,3.316116803471708,2.9560781891219406e-49,0.9594630962793516,3.314893116327573e-48,47.47953047019661,4.456873333333333,3.5364396721311473,0.920433661202186,3.652902467108271e-11,0.8370159182703731,3.928441292987459e-09,8.405779732609988,0.8982395037461812
RAD21,5.591337640449439,3.219832934131736,2.3715047063177024,9.004254222982421e-54,0.9808248671196932,2.7316324010177793e-52,51.56357774457723,6.999100000000001,6.4501800000000005,0.5489200000000007,5.731228344288094e-10,0.8156331670230459,2.9699937971708482e-08,7.527244457705443,0.8982289903940235
PRR11,1.5086539325842696,-3.2125646706586823,4.721218603242952,1.0118153593604829e-56,0.9942811007199085,5.0742701558312363e-54,53.29462641451605,3.8252314492753623,3.192524590163934,0.6327068591114284,2.997467497097658e-09,0.8020907578997385,1.1001530705402653e-07,6.9585468847817245,0.8981858304956227
NEK7,4.219968539325842,2.429616167664671,1.7903523716611716,1.0266954776599614e-48,0.9568391307273094,1.0792185138488821e-47,46.96689061300865,7.629918115942028,7.042032459016394,0.5878856569256348,2.6617385906208098e-11,0.839391779520076,3.1504589957507728e-09,8.501626168496104,0.8981154522942169
ENDOD1,3.9684196629213475,0.8779718562874251,3.0904478066339225,2.413476130169026e-53,0.9788400726636614,6.133789378803979e-52,51.21227114084027,6.338178260869565,5.837143442622951,0.5010348182466142,4.6552382123344196e-10,0.817296269897838,2.558206867069379e-08,7.592064339609454,0.898068148306308
RAB31,5.215023595505619,0.8668053892215568,4.348218206284062,9.547687004448152e-54,0.9807071250756914,2.8756455136636363e-52,51.54126465130319,7.326129275362319,6.428515573770491,0.897613701591828,5.903527471046877e-10,0.8153955808980755,3.027904102650018e-08,7.518857883580629,0.8980513257947497
AHR,4.832610112359551,0.9994610778443114,3.8331490345152393,8.982321654252724e-55,0.9854336271277669,4.640153305359602e-53,52.33346767061498,8.069180724637679,7.265894918032786,0.8032858066048929,1.0942577296130608e-09,0.8104062722736992,5.0087957358009276e-08,7.3002666789559925,0.8979199047257569
DHFR,2.954138764044944,-0.41265449101796403,3.366793255062908,2.1185066024380784e-56,0.9928345556078852,5.467146928520928e-54,53.26223925437103,4.746499130434783,4.218938688524589,0.527560441910194,2.7522361672602493e-09,0.8028035162746496,1.0328889315892452e-07,6.9859463764390295,0.897818943206533
ACVR1,4.571327528089888,1.7517556886227543,2.819571839467134,3.700837654275008e-54,0.9826078180717217,1.3243663446859146e-52,51.8779918642405,5.98267231884058,5.395200819672132,0.5874714991684478,7.929436941739306e-10,0.8130197196483725,3.8404970253174656e-08,7.415612566938597,0.8978137343795362
PPEF1,-0.36579775280898874,-4.590922155688623,4.225124402879634,8.562244060516941e-51,0.9668472044674696,1.1738469911283476e-49,48.93038850891407,3.2360639130434783,2.633996229508197,0.6020676835352812,1.0876796974666125e-10,0.8287004038964124,8.70274279536986e-09,8.060343851615238,0.8977737963688465
NCAPG2,2.346316853932584,-0.1231449101796407,2.469461764112225,8.196256861152816e-53,0.9763674897396217,1.7717524840708235e-51,50.751596949667054,4.6323571014492755,4.06704131147541,0.5653157899738659,3.777316444285924e-10,0.8189593727726301,2.196443628925911e-08,7.658279938294664,0.8976634115394547
RASA1,3.889770224719101,2.031748502994012,1.858021721725089,1.36910329452213e-49,0.9610778443113771,1.5875581966825196e-48,47.79927034538413,6.900718985507246,6.262683606557378,0.6380353789498683,5.325775561076361e-11,0.8341648847707295,5.121706180202426e-09,8.290585339568656,0.8976213599437005
PERP,6.333047191011236,3.279096407185629,3.053950783825607,2.3742169809746917e-55,0.9880744129718091,1.9983334046333103e-53,52.69933205178929,7.049400434782608,6.389953114754099,0.6594473200285087,1.6425924945443503e-09,0.8070800665241149,6.917216351235923e-08,7.160068640588705,0.8975771776606024
ETV1,2.999434831460674,-0.9154197604790419,3.914854591939716,1.4535112150833636e-54,0.9844748704837516,6.489949732530375e-53,52.18775866698534,5.097248695652173,4.0813136065573765,1.0159350890947962,1.229439406386465e-09,0.809455927773818,5.5140081717373225e-08,7.258532594607141,0.8969653496700394
INHBA,3.901142696629213,-3.407947904191617,7.309090600820831,2.514957302189592e-56,0.99249814976788,5.988972102421484e-54,53.22264770992341,5.848258405797102,4.473196229508196,1.375062176288906,3.3577661220567384e-09,0.8011404133998574,1.205841934281884e-07,6.9187096172109595,0.896819173441639
CAST,6.6926893258426965,4.221995209580839,2.470694116261858,9.359313455675033e-53,0.9760983650676176,1.9893974656999242e-51,50.70127843964313,7.672871014492753,7.041069180327869,0.6318018341648841,4.518602353855647e-10,0.8175338560228084,2.503756312581011e-08,7.601407942734555,0.896816088091123
VCL,5.6356792134831455,3.180026347305389,2.4556528661777564,8.067665443037785e-52,0.9717082688555474,1.3495485702986765e-50,49.8698114805531,6.741479420289855,6.023069508196722,0.7184099120931338,2.633563060441724e-10,0.8218104062722738,1.651384385517737e-08,7.782151826144094,0.896759322754967
YWHAB,6.938946629213483,4.185998203592814,2.7529484256206684,8.188615675283248e-56,0.9901769494718428,1.0612772010481593e-53,52.974171165427634,7.966935797101449,7.407523606557376,0.559412190544073,2.599722946317203e-09,0.8032786885245903,9.867601156581216e-08,7.005788412789569,0.8967277305126918
GOLM1,6.976437078651686,3.7004868263473054,3.2759502523043804,4.33745049955177e-55,0.9868801722397901,2.8646244387175e-53,52.54293230733843,7.438953768115941,6.751244918032787,0.6877088500831539,1.791004614282162e-09,0.8063673081492041,7.371494917589729e-08,7.13244442955964,0.8966236740999237
PTBP3,4.550379775280899,1.8913041916167666,2.6590755836641327,1.1379446115608902e-54,0.9849626589517593,5.473065130529434e-53,52.26176938363874,7.301498840579709,6.655648688524591,0.6458501520551181,1.4214573659134735e-09,0.8082679971489665,6.194643069796778e-08,7.207983712255384,0.8966152725082436
ARL6IP1,7.1064477528089895,4.028585029940119,3.07786272286887,4.449168665263925e-55,0.9868297113637893,2.912142453405877e-53,52.5357873844363,9.278991014492755,8.772174262295083,0.5068167521976719,1.791004614282162e-09,0.8063673081492041,7.371494917589729e-08,7.13244442955964,0.8965984436637832
FANCD2,2.2170533707865165,0.06238323353293413,2.1546701372535826,1.138580130983038e-48,0.9566204669313059,1.190843825265441e-47,46.92414519088732,4.227289420289855,3.577012459016393,0.650276961273462,4.143504609279684e-11,0.8360655737704917,4.294431227949301e-09,8.36709434776293,0.8963430165016154
TWSG1,3.9590292134831464,0.7035999999999999,3.2554292134831466,2.5628939652295422e-55,0.9879230303438068,2.0708536741670596e-53,52.6838505871263,6.342264057971015,5.778286393442624,0.5639776645283909,2.1899279997697513e-09,0.804704205274412,8.522398789765435e-08,7.069438147659339,0.8963135414216884
SPTLC2,3.8880893258426963,0.9733964071856287,2.9146929186570674,1.6192576192134441e-55,0.9888313261118212,1.60503774265893e-53,52.794514750651146,6.346107971014493,5.709151311475409,0.6369566595390834,2.4554525656923593e-09,0.8037538607745308,9.337721990787883e-08,7.029759060332828,0.8962925097498654
OAS3,3.678201123595506,-0.20309820359281433,3.8812993271883203,5.265886769687863e-54,0.9819013658077104,1.7637559339913363e-52,51.753561512092105,4.8381655072463765,4.234300327868853,0.6038651793775234,1.0627954078766918e-09,0.8106438583986696,4.887148630748843e-08,7.310944452759736,0.8962725683010153
