gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category
RCN1,ETV1,0.8497562945311693,0.6641001764469112,0.9382022471910112,0.9880239520958084,1.0,0.04918032786885246,0.3827256705715373,0.041475064871972264,0.02482275843931166,0.03314891165564196,0.743851631788918,0.07654513411430747,0.0033148911655641964,0.6639916065090464,low-to-moderate correlation / partial independence
CEACAM5,TOP2A,0.3827813825580026,0.7642964013003924,0.8876404494382022,1.0,1.0,0.0,0.24033713310260438,0.09847649330690951,0.12468589671829405,0.11158119501260177,0.7219101123595506,0.04806742662052088,0.011158119501260179,0.6626845662377695,low-to-moderate correlation / partial independence
CST1,TOP2A,0.5436593060985359,0.7642964013003924,0.8595505617977528,1.0,1.0,0.0,0.1672396724637748,0.2613835538362081,0.12468589671829405,0.19303472527725107,0.7148876404494382,0.03344793449275496,0.01930347252772511,0.6621362334289581,weak correlation / high independence
RCN1,EDIL3,0.8497562945311693,0.6311502155526197,0.9382022471910112,0.9880239520958084,1.0,0.04918032786885246,0.3922272687136434,0.041475064871972264,0.03610149953278518,0.03878828220237872,0.743851631788918,0.07844545374272868,0.003878828220237872,0.6615273498259514,low-to-moderate correlation / partial independence
MMP9,TPX2,0.5052459001107324,0.7229964697986911,0.8876404494382022,1.0,1.0,0.0,0.25124212434648835,0.0779806405713783,0.17221193540680635,0.12509628798909234,0.7219101123595506,0.050248424869297675,0.012509628798909234,0.6591520586913436,low-to-moderate correlation / partial independence
GRN,DOCK5,0.8150381531247665,0.8486326400116809,0.6853932584269663,0.9940119760479041,0.9710144927536232,0.08196721311475409,0.11424334001781064,0.022702682080163877,0.05120461081083721,0.036953646445500546,0.6830967350858119,0.02284866800356213,0.003695364644550055,0.6565527024376998,weak correlation / high independence
MMP12,CST1,0.39736509818459975,0.5436593060985359,0.9213483146067416,1.0,1.0,0.0,0.2993666489053155,0.02207993458626133,0.2613835538362081,0.14173174421123472,0.7303370786516854,0.059873329781063106,0.014173174421123473,0.6562905744494989,low-to-moderate correlation / partial independence
RCN1,DOCK5,0.8497562945311693,0.8486326400116809,0.6741573033707865,0.9940119760479041,1.0,0.04918032786885246,0.0931368350732834,0.041475064871972264,0.05120461081083721,0.04633983784140473,0.6793374018218857,0.01862736701465668,0.004633983784140473,0.6560760510230885,weak correlation / high independence
CST1,TPX2,0.5436593060985359,0.7229964697986911,0.8595505617977528,1.0,1.0,0.0,0.1858425862934926,0.2613835538362081,0.17221193540680635,0.21679774462150722,0.7148876404494382,0.03716851725869852,0.021679774462150723,0.6560393487285889,weak correlation / high independence
MISP,CCNB1,0.4408376629769242,0.7228724824339547,0.9775280898876404,0.9880239520958084,1.0,0.0,0.34636200470907236,0.29398990912350004,0.04176615865950621,0.16787803389150313,0.7413880104958622,0.06927240094181447,0.016787803389150313,0.6553278061648974,low-to-moderate correlation / partial independence
