gene,importance_elastic_net,rank_elastic_net,rank_score_elastic_net,importance_rf,rank_rf,rank_score_rf,importance_xgb,rank_xgb,rank_score_xgb,model_consensus_score,log2fc,auc,log2fc_val,auc_val,stability_score,consensus_score
MISP,0.3389714215496242,3,0.9966216216216216,0.0295916220576349,5,0.9943693693693694,0.453004,1,0.9988738738738738,0.9966216216216216,7.767093157505214,0.9963668169279419,0.6659791732002853,0.8246614397719174,0.9105141170485193,0.9535678693350704
OCIAD2,0.13276593062225575,15,0.9831081081081081,0.01988433276232744,12,0.9864864864864865,0.3147495,2,0.9977477477477478,0.9891141141141141,3.9669676209379,0.996938706855951,1.0010752459016405,0.8184842005226894,0.9077114330626641,0.9484127735883892
MMP12,0.41242990583449535,1,0.9988738738738738,0.018541743326163023,19,0.9786036036036037,0.04024303,3,0.9966216216216216,0.9913663663663663,11.282721984121643,0.9979983852519679,1.4072152791636978,0.8111190306486101,0.9045586660587742,0.9479625162125702
CCNB1,0.06676047817080528,43,0.9515765765765766,0.020603207879893875,11,0.9876126126126126,0.00539526,15,0.9831081081081081,0.9740990990990991,3.72830410078719,0.9945165848079124,0.9178550748396308,0.831551437396056,0.9130340049834813,0.9435665520412901
AGR2,0.11038253642855678,23,0.9740990990990991,0.000911275607523046,68,0.9234234234234234,0.019951181,4,0.9954954954954955,0.9643393393393392,6.326527390163492,0.976317028863621,1.859313894036588,0.851983844143502,0.9141504355990155,0.9392448874691774
PLAC8,0.03143379618837019,58,0.9346846846846847,0.00965759089555695,33,0.9628378378378378,0.0039186347,17,0.9808558558558559,0.9594594594594595,6.732672865504945,0.9931205005718899,1.7647905725825588,0.83464005702067,0.9138802743135876,0.9366698668865236
LAMA3,0.016549719043040458,73,0.9177927927927928,0.0005240616071335506,81,0.9087837837837838,0.0012821412,35,0.9605855855855856,0.9290540540540541,5.364946686402476,0.9883435376438136,1.241862988833451,0.8990258968876218,0.9436847172480339,0.936369385651044
CEACAM5,0.12775906910223872,18,0.9797297297297297,0.00037405729111356556,99,0.8885135135135135,0.009501049,9,0.9898648648648649,0.9527027027027026,10.462945828567584,0.9664771580434636,2.794674587788072,0.8648134948918983,0.9156453262104316,0.9341740144565671
MMP9,0.260613202742897,6,0.9932432432432432,0.00964150353854659,40,0.954954954954955,0.015149248,7,0.9921171171171171,0.9801051051051051,7.7557273497947925,0.9973255735719573,0.7886111712995953,0.7697790449037777,0.8835505412278342,0.9318278231664696
CST1,0.37485966492778994,2,0.9977477477477478,0.00025494084788241797,124,0.8603603603603603,0.0012592678,37,0.9583333333333334,0.9388138138138138,13.968350481060352,0.9902274103478437,1.6511105298170579,0.8168210976478973,0.9035242299939726,0.9211690219038933
GRN,0.08267751511976436,34,0.9617117117117117,0.0006644507993732552,75,0.9155405405405406,0.017589133,5,0.9943693693693694,0.9572072072072073,3.5322372199421377,0.9967368633519478,0.507347327156098,0.7574245664053219,0.8770756861545227,0.917141446680865
RCN1,0.009303596977733569,77,0.9132882882882883,0.010003859652492786,24,0.972972972972973,0.0072265593,12,0.9864864864864865,0.9575825825825826,3.24744221893292,0.992935477359887,0.5799790354003314,0.7462580185317178,0.8695845202056721,0.9135835513941273
CTTN,0.22807307680922492,9,0.9898648648648649,0.00034240910444304813,106,0.8806306306306306,0.0017601902,26,0.9707207207207207,0.9470720720720721,1.2410260983650678,0.9113234205745812,0.7262719695889732,0.8412924685198384,0.8763079423285811,0.9116900072003267
SDC1,0.0,151,0.829954954954955,0.009327878433664524,52,0.9414414414414415,0.0,61,0.9313063063063063,0.9009009009009009,4.570934521967301,0.9802361568996837,0.7746903254929913,0.862200047517225,0.9212181018685718,0.9110595013847363
TPX2,0.06371733367024342,46,0.9481981981981982,0.00011683429848623395,178,0.7995495495495496,0.0011695587,38,0.9572072072072072,0.9016516516516516,6.654686059341989,0.9954080602839265,0.9746665645046342,0.8371347113328582,0.9162713822267035,0.9089615169391776
TOP2A,0.13223574822490725,16,0.9819819819819819,0.00011602594682326878,181,0.7961711711711712,0.0005837311,47,0.9470720720720721,0.9084084084084084,6.163403185763304,0.994180178967907,1.1647560893323847,0.8232359230220955,0.9087080379476367,0.9085582231780225
PTPRR,0.049703487367639076,51,0.9425675675675675,0.00965292691997604,39,0.956081081081081,0.0,230,0.740990990990991,0.8798798798798799,5.759684976115185,0.9914889322478637,1.0063764172012348,0.8776431456402947,0.9345660388567979,0.907222959368339
ETV1,0.13006772248504667,17,0.9808558558558559,0.000172374051774076,155,0.8254504504504504,5.1175684e-05,59,0.9335585585585585,0.9132882882882883,3.914854591939716,0.9844748704837516,1.0159350890947962,0.809455927773818,0.8969653496700394,0.9051268189791639
DOCK5,0.24929108865852187,7,0.9921171171171171,0.00034240910444304813,107,0.8795045045045045,0.0,94,0.8941441441441441,0.9219219219219218,1.6909766601628202,0.9018199555944291,0.7854558873841766,0.8344024708956997,0.8681112088940385,0.8950165654079801
EDIL3,0.08132112877519145,36,0.9594594594594594,5.8080808080808085e-05,260,0.7072072072072072,0.0023650364,24,0.972972972972973,0.8798798798798799,5.105425624032834,0.9868969925317904,1.610105808980757,0.8279876455215015,0.9074423105687077,0.8936610952242938
DNTTIP1,0.0,402,0.5472972972972973,0.01932292189272687,15,0.9831081081081081,0.015535382,6,0.9932432432432432,0.8412162162162161,3.143899512211531,0.9930700396958891,0.6557010430030887,0.8878593490140176,0.9404646943290175,0.8908404552726168
DSG2,0.0,129,0.8547297297297297,0.00921832011652371,57,0.9358108108108109,0.0,62,0.9301801801801802,0.906906906906907,2.7126503263136654,0.9749714055035995,0.9038223853646921,0.7555238774055594,0.8652418519072781,0.8860743794070925
CAPN9,0.06678874466212925,42,0.9527027027027027,0.00011528423133959466,194,0.7815315315315315,0.0026972527,22,0.9752252252252253,0.9031531531531533,7.465092669716746,0.9679237031554868,0.6158506414825378,0.7600380137799954,0.8639768283188236,0.8835649907359884
ANKLE2,0.0,130,0.8536036036036037,0.0005709306976684475,76,0.9144144144144144,0.0,70,0.9211711711711712,0.8963963963963965,1.3917286785978602,0.9360997106909776,0.5283633594678063,0.7942504157757188,0.8651748647650188,0.8807856305807076
CDH3,0.05833110621601544,49,0.9448198198198198,0.00022708914254865705,139,0.8434684684684685,0.0,302,0.6599099099099099,0.816066066066066,6.450252213550427,0.9933223440758931,1.4296757115704457,0.8878593490140175,0.9405908465190158,0.8783284562925409
COL17A1,0.026819534470647513,63,0.9290540540540541,0.00022685551922515051,142,0.8400900900900901,0.0,341,0.615990990990991,0.795045045045045,9.130366931305929,0.9823218731077172,1.6478311119030646,0.9018769303872654,0.9420994017333796,0.8685722233892124
DPCR1,0.0,95,0.8930180180180181,0.0003528088355604035,101,0.8862612612612613,0.0,141,0.8412162162162162,0.8734984984984985,8.67820988360358,0.9240227410347843,1.7805647897362809,0.8028035162746497,0.8634130394737307,0.8684557689861145
COLGALT1,0.0,123,0.8614864864864865,0.00016971279001793925,159,0.8209459459459459,0.0,66,0.9256756756756757,0.8693693693693693,2.2261606506088936,0.9704803875395277,0.5487717201235451,0.7605131860299358,0.8654929056137604,0.8674311374915649
LMNB1,0.0,171,0.8074324324324325,0.018981954441701435,17,0.9808558558558559,0.0,156,0.8243243243243243,0.8708708708708709,3.5605079055372397,0.9865942272757855,0.5077915395580916,0.7372297457828463,0.861887274537126,0.8663790727039984
UACA,0.0,102,0.8851351351351351,0.00017150904022596256,157,0.8231981981981982,0.0,108,0.8783783783783784,0.8622372372372372,2.002757246181794,0.9576128641593218,0.6180186813970083,0.7695414587788073,0.8635753947612858,0.8629063159992615
SPARC,0.0,176,0.8018018018018018,0.009321541683824165,54,0.9391891891891891,0.0,133,0.8502252252252253,0.8637387387387387,5.418763079459057,0.990176949471843,1.0341804941791395,0.7329531955333808,0.8615306125098103,0.8626346756242745
NT5C2,0.0,226,0.7454954954954955,0.0001520011394388265,166,0.8130630630630631,0.003012118,21,0.9763513513513513,0.84496996996997,1.5719069871492972,0.9475879701271614,0.508266455215014,0.8056545497742932,0.8766211910646767,0.8607955805173233
TXN,0.0,110,0.8761261261261262,0.00011550679503111818,189,0.7871621621621622,0.0,99,0.8885135135135135,0.8506006006006007,2.716637583260445,0.9913880104958621,0.5799639938227639,0.7434069850320741,0.8673822483911536,0.8589914244958772
PLS1,0.0,134,0.8490990990990991,0.00034281684761785754,105,0.8817567567567568,0.0,147,0.8344594594594594,0.8551051051051051,3.386745199488663,0.9659893695754559,0.9371902898550726,0.7588500831551437,0.8624152866015029,0.858760195853304
RNF145,0.0,142,0.8400900900900901,0.00033398452024206444,116,0.8693693693693694,0.0,126,0.8581081081081081,0.8558558558558559,2.7931454719773927,0.9795969858036735,0.5607511689237343,0.7400807792824899,0.8598191425528013,0.8578374992043286
LOXL1,0.0,212,0.7612612612612613,0.009890493204841195,26,0.9707207207207207,0.0,203,0.7713963963963963,0.8344594594594593,4.2319491253448165,0.98812487384781,0.5790855333808498,0.7676407697790448,0.8778806945542507,0.856170077006855
SLC16A1,0.0,214,0.759009009009009,0.009658099894291755,31,0.9650900900900901,0.0,205,0.7691441441441441,0.831081081081081,4.10844322815044,0.991068424947857,0.6034516179615119,0.7643145640294607,0.8776886519537046,0.8543848665173928
CLDN12,0.0,172,0.8063063063063063,0.000541059661518164,80,0.9099099099099099,0.0,157,0.8231981981981982,0.8464714714714715,1.8321536634595978,0.9499091704231984,0.5060183820384863,0.7738180090282727,0.8618623723154294,0.8541669218934504
PKM,0.016566936980293746,72,0.918918918918919,0.009884747247918406,27,0.9695945945945946,0.0,494,0.4436936936936937,0.7774024024024024,4.02694682432887,0.9953239588239252,0.9593364409598468,0.8553100498930862,0.9253170036506396,0.851359703026521
PYGB,0.0,177,0.8006756756756757,0.019417748335170973,13,0.9853603603603603,0.0,447,0.4966216216216216,0.7608858858858859,3.091929405234475,0.989941465383839,0.9098170943216912,0.8866714183891661,0.9383064418570618,0.8495961638714739
IDO1,0.2897575092638798,4,0.9954954954954955,0.0,309,0.652027027027027,0.0,119,0.865990990990991,0.8378378378378378,5.7482711262867525,0.9887976855278207,0.7760766429080532,0.7329531955333808,0.8608410081209888,0.8493394229794133
PSMB8,0.0,113,0.8727477477477478,8.701573849878935e-05,235,0.7353603603603603,0.0,102,0.8851351351351351,0.831081081081081,3.348254618852183,0.9884444593958152,0.5319047327156108,0.7453076740318365,0.8668629783370679,0.8489720297090745
TMEM173,0.0,100,0.8873873873873874,8.766431765821926e-05,224,0.7477477477477478,0.0,122,0.8626126126126126,0.8325825825825826,3.454911299872166,0.983566574715737,0.5616723877405558,0.7441197434069851,0.8638287935359868,0.8482056880592848
MMP13,0.11926066321004564,21,0.9763513513513513,0.0,311,0.6497747747747747,0.0,111,0.875,0.8337087087087087,8.647941633586758,0.9800174931036804,0.6318130624851506,0.7429318127821335,0.861458891457755,0.8475838000832319
PXDN,0.0,179,0.7984234234234234,0.00017247274579158478,154,0.8265765765765766,0.0,113,0.8727477477477478,0.8325825825825826,3.6467698614007937,0.9776121913476418,0.9616179733903536,0.7445949156569257,0.8610897733421758,0.8468361779623792
CALM2,0.0,101,0.8862612612612613,9.288550851450491e-05,216,0.7567567567567568,0.0,137,0.8457207207207207,0.8295795795795796,2.903087579896386,0.9896050595438337,0.5130490068899958,0.7379425041577572,0.8637503832179857,0.8466649813987827
SLC44A4,0.0,232,0.7387387387387387,0.00044342111786188436,93,0.8952702702702703,0.0,170,0.8085585585585585,0.8141891891891891,4.885785447083361,0.9650978940994416,1.0757625041577565,0.786647659776669,0.8758723827769348,0.8450307859830619
LGR5,0.0,111,0.875,5.781782091540355e-05,264,0.7027027027027027,0.0,100,0.8873873873873874,0.8216966966966966,5.737637902845995,0.9809426091636951,0.7289951579947731,0.753623188405797,0.8672761372175662,0.8444864169571314
TIMP1,0.0,131,0.8524774774774775,3.8030965302303484e-05,272,0.6936936936936937,0.0,69,0.9222972972972973,0.8228228228228228,4.767543567920339,0.989874184215838,0.7569289783796656,0.7403183654074602,0.8650768089008405,0.8439498158618317
KIF4A,0.15449788068966852,13,0.9853603603603603,0.009765305860139429,29,0.9673423423423423,0.0,470,0.47072072072072074,0.8078078078078078,6.418663964206419,0.996434098095943,0.5512403183654064,0.7626514611546685,0.8795395125484387,0.8436736601781232
NEK2,0.19358317829816413,11,0.9876126126126126,0.0004533167636966646,86,0.9031531531531531,0.0,485,0.45382882882882886,0.7815315315315315,7.412453293413174,0.9924813294758796,0.6888971109527193,0.816583511522927,0.9045323960070083,0.8430319637692699
FBXL2,0.0,250,0.7184684684684685,0.00019875943387168016,151,0.829954954954955,0.0,86,0.9031531531531531,0.8171921921921923,1.7676454921617437,0.9202886362107247,0.6144281492040875,0.8172962698978379,0.868792430828773,0.8429923115104827
TFF1,0.0,187,0.7894144144144144,0.00022669319862551998,144,0.8378378378378378,0.0,175,0.8029279279279279,0.81006006006006,10.361929126017627,0.9639036533674223,1.5119091969588974,0.7864100736516988,0.8751564633371394,0.8426082616985997
HCP5,0.0,164,0.8153153153153153,0.00016563286155973344,161,0.8186936936936937,0.0,149,0.8322072072072072,0.8220720720720721,3.5894035759940803,0.9813799367557021,0.5053501686861495,0.7431693989071039,0.8622591915392224,0.8421656318056472
RNF149,0.0,96,0.8918918918918919,2.8343025058220533e-05,278,0.6869369369369369,0.0,107,0.8795045045045045,0.8194444444444443,1.5889878658413514,0.9485130861871761,0.5626192040864808,0.7795200760275599,0.8640158399501009,0.8417301421972726
GRAMD3,0.0,228,0.7432432432432432,0.0002552811545778773,122,0.8626126126126126,0.0,166,0.8130630630630631,0.8063063063063063,2.006132984592613,0.9660230101594564,0.5329782608695659,0.7868852459016394,0.8764537417441897,0.841380024025248
FAM91A1,0.0,247,0.7218468468468469,0.0004461112493673224,91,0.8975225225225225,0.0,160,0.8198198198198198,0.813063063063063,1.6532159893695755,0.9542488057592681,0.526706726063197,0.7835590401520551,0.8689034053606106,0.8409832342118368
MMP1,0.0,161,0.8186936936936937,0.00011467111905885223,199,0.7759009009009009,0.0,117,0.8682432432432432,0.8209459459459459,8.654652065531858,0.9769898405436319,1.1915540959847952,0.744832501781896,0.8608976354885991,0.8409217907172726
AMIGO2,0.0,235,0.7353603603603603,0.009658043413618794,32,0.963963963963964,0.0,414,0.5337837837837838,0.7443693693693693,3.922537186301554,0.9803875395276862,0.6817696436208136,0.8928486576383939,0.9366180985641085,0.8404937339667389
IL18,0.0,92,0.8963963963963963,7.729533539454228e-05,251,0.7173423423423423,0.0,143,0.838963963963964,0.8175675675675675,3.2301828567583932,0.9540133216712642,0.795329109052032,0.7726300784034213,0.8633203487932503,0.8404439581804088
GPX2,0.0,197,0.7781531531531531,0.00034225187684651436,108,0.8783783783783784,0.0,211,0.7623873873873874,0.8063063063063063,5.639782207495122,0.9750723272556011,1.070455699691137,0.7731052506533618,0.8740874742164468,0.8401968902613766
CLDN4,0.0,105,0.8817567567567568,2.8485395333221403e-05,275,0.6903153153153153,0.0,109,0.8772522522522522,0.8164414414414415,2.6499676478503655,0.9262934804548207,0.8006313471133284,0.8013779995248278,0.8638356381877044,0.8401385398145729
