gene,K_EN,K_RF,K_XGB,K_mean,K_median,K_std,K_IQR,K_final,threshold_instability_score,threshold_method_EN,threshold_method_RF,threshold_method_XGB,fallback_used,fallback_reason,K_EN_orig,K_RF_orig,K_XGB_orig,K_mean_orig
SLC44A4,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.7740984388681964,0.0,0.0,0.7740984388681964,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,4.548390909090909,4.548390909090909,4.548390909090909,4.548390909090909
LGR5,0.48599215083132247,0.48599215083132247,0.963642075206897,0.6452087922898473,0.48599215083132247,0.22516633370614025,0.23882496218778732,0.6452087922898473,0.22516633370614025,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,-2.6349,-2.6349,4.570162519250915,-0.23321249358302865
TIMP1,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.8127320901664025,0.0,0.0,0.8127320901664025,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,8.438518181818182,8.438518181818182,8.438518181818182,8.438518181818184
KIF4A,0.568126912538124,0.4678629611657251,0.5574328177517244,0.5311408971518579,0.5574328177517244,0.044956748123976195,0.050131975686199426,0.5311408971518579,0.044956748123976195,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-1.8600492753623166,-3.2905652015680165,-2.0126272727272716,-2.3877472498858676
NEK2,0.575015879302283,0.002521796385755452,0.6804421612696083,0.41932661231921564,0.575015879302283,0.29785160306362596,0.33896018244192644,0.41932661231921564,0.29785160306362596,linear_coefficient_crossing,polynomial_shap_crossing,youden_index_fallback,yes,XGB: No XGBoost SHAP zero-crossing found,-1.532157101449275,-9.928813316769402,0.014109090909090457,-3.8156204424365283
FBXL2,0.7501404782209178,0.7501404782209178,0.7501404782209178,0.7501404782209177,0.7501404782209178,1.1102230246251565e-16,0.0,0.7501404782209177,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.3815,1.3815,1.3815,1.381499999999999
TFF1,0.5716120235084965,0.5716120235084965,0.5716120235084965,0.5716120235084965,0.5716120235084965,0.0,0.0,0.5716120235084965,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,3.28108,3.28108,3.28108,3.281080000000001
HCP5,0.764258755754166,0.764258755754166,0.764258755754166,0.7642587557541661,0.764258755754166,1.1102230246251565e-16,0.0,0.7642587557541661,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.9387090909090907,2.9387090909090907,2.9387090909090907,2.938709090909093
RNF149,0.909680863291542,0.9681989875569701,0.909680863291542,0.9291869047133514,0.909680863291542,0.02758570832693419,0.02925906213271412,0.9291869047133514,0.02758570832693419,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,4.999541818181817,5.962235184097225,4.999541818181817,5.320439606820287
GRAMD3,0.8253666449494077,0.8253666449494077,0.8253666449494077,0.8253666449494078,0.8253666449494077,1.1102230246251565e-16,0.0,0.8253666449494078,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.4492,2.4492,2.4492,2.449200000000001
FAM91A1,0.838670621565742,0.9322220237357377,0.838670621565742,0.869854422289074,0.838670621565742,0.0441005539092759,0.046775701084997845,0.869854422289074,0.0441005539092759,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.9813454545454547,4.425563935825196,2.9813454545454547,3.4627516149720368
MMP1,0.5113773564350094,0.5875461371508507,0.5113773564350094,0.5367669500069564,0.5113773564350094,0.03590630757258835,0.03808439035792066,0.5367669500069564,0.03590630757258835,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,1.4276363636363638,3.1246691811072367,1.4276363636363638,1.9933139694599866
AMIGO2,0.688982984246939,0.688982984246939,0.688982984246939,0.6889829842469389,0.688982984246939,1.1102230246251565e-16,0.0,0.6889829842469389,1.1102230246251565e-16,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,1.9094418181818182,1.9094418181818182,1.9094418181818182,1.909441818181815
IL18,0.8035530063047492,0.004004072966527832,0.8035530063047492,0.5370366951920088,0.8035530063047492,0.37691098176928484,0.3997744666691107,0.5370366951920088,0.37691098176928484,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.554541818181818,-9.898428669487092,3.554541818181818,-0.9297816777078189
GPX2,0.7373052052494592,0.7373052052494592,0.7373052052494592,0.7373052052494592,0.7373052052494592,0.0,0.0,0.7373052052494592,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.619947272727269,5.619947272727269,5.619947272727269,5.619947272727268
CLDN4,0.8302169136853857,0.9398480208332093,0.8302169136853857,0.8667606160679936,0.8302169136853857,0.05168059952881,0.05481555357391177,0.8667606160679936,0.05168059952881,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,6.908192727272727,9.136423053830814,6.908192727272727,7.650936169458758
FAR2,0.6354626114697529,0.6354626114697529,0.6354626114697529,0.6354626114697529,0.6354626114697529,0.0,0.0,0.6354626114697529,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,0.5695981818181819,0.5695981818181819,0.5695981818181819,0.569598181818181
MXRA5,0.7124256356787472,0.7124256356787472,0.7124256356787472,0.7124256356787472,0.7124256356787472,0.0,0.0,0.7124256356787472,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,2.724709090909091,2.724709090909091,2.724709090909091,2.7247090909090907
TINAGL1,0.8095463111761108,0.8095463111761108,0.8095463111761108,0.8095463111761108,0.8095463111761108,0.0,0.0,0.8095463111761108,0.0,youden_index_fallback,youden_index_fallback,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found; XGB: No XGBoost SHAP zero-crossing found,5.412503636363636,5.412503636363636,5.412503636363636,5.4125036363636365
UBA6,0.8305916993223494,0.9510129475676532,0.8305916993223494,0.8707321154041173,0.8305916993223494,0.05676712082213529,0.06021062412265188,0.8707321154041173,0.05676712082213529,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.2409909090909093,4.010761783928015,2.2409909090909093,2.8309145340366104
OLFML2B,0.7082798250378798,0.7082798250378798,0.5332350276444233,0.649931559240061,0.7082798250378798,0.08251690883222558,0.08752239869672829,0.649931559240061,0.08251690883222558,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,2.4216599999999997,2.4216599999999997,-0.6397859840128586,1.4011780053290455
ADAM22,0.6472613129477494,0.6472613129477494,0.5770725501540259,0.6238650586831749,0.6472613129477494,0.03308730008969059,0.03509438139686172,0.6238650586831749,0.03308730008969059,youden_index_fallback,youden_index_fallback,polynomial_shap_crossing,yes,EN: Zero coefficient in SAGA Elastic Net model; RF: No RF SHAP zero-crossing found,-0.9546927272727268,-0.9546927272727268,-1.9318536640106654,-1.2804130395187077
NCEH1,0.7689770139409297,0.939633038343702,0.7689770139409297,0.8258623554085204,0.7689770139409297,0.08044802140369153,0.0853280122013862,0.8258623554085204,0.08044802140369153,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,2.021398181818182,4.6816696182208,2.021398181818182,2.9081553272857192
IFI44,0.2551002009921401,0.8788790477926957,0.2551002009921401,0.4630264832589919,0.2551002009921401,0.2940521683555983,0.31188942340027775,0.4630264832589919,0.2940521683555983,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.504176363636364,11.863873334803369,3.504176363636364,6.290742020692032
GBP2,0.7945402388418228,0.8179147211717926,0.7945402388418228,0.8023317329518127,0.7945402388418228,0.01101883664149788,0.011687241164984874,0.8023317329518127,0.01101883664149788,youden_index_fallback,polynomial_shap_crossing,youden_index_fallback,yes,EN: Zero coefficient in SAGA Elastic Net model; XGB: No XGBoost SHAP zero-crossing found,3.9383363636363637,4.347380454617904,3.9383363636363637,4.074684393963542
