gene,mean_pdac,mean_normal,log2fc,p_value,auc,specificity_score,fdr
IL1R2,3.5724853932584266,-0.5980299401197604,4.170515333378187,2.117109848189915e-58,0.953004104151248,0.9341317365269461,5.15257216521867e-57
NR2F1-AS1,3.0391522471910113,0.036587425149700585,3.0025648220413106,1.2958956910693298e-62,0.9530041041512479,0.9700598802395209,3.857462676754696e-61
P3H4,4.200254494382023,2.589350898203593,1.6109035961784297,1.0142511019065327e-29,0.9529872838592479,0.9520958083832335,6.662462861716371e-29
LINC01426,0.5698191011235955,-2.74415748502994,3.3139765861535357,1.803923856512685e-64,0.9529704635672475,0.9640718562874252,5.815941851313681e-63
SHC1,6.112651685393259,4.335336526946107,1.777315158447152,2.707683635745603e-28,0.9529704635672475,0.9101796407185628,1.6777958014132978e-27
RP11-314A20.1,0.7194522471910112,-1.8862413173652697,2.605693564556281,1.1278887941924365e-30,0.9529536432752472,0.8622754491017964,7.710684263343112e-30
SKP2,1.9716556179775282,0.4954832335329341,1.476172384444594,4.015614133134676e-32,0.9529536432752472,0.9461077844311377,2.916061628029781e-31
AP4E1,1.118529775280899,-0.3980592814371257,1.5165890567180247,2.44789183390739e-36,0.952936822983247,0.9461077844311377,2.1473487799060918e-35
AC093323.3,2.9335140449438204,1.0640287425149704,1.86948530242885,1.6953014959387075e-40,0.952936822983247,0.9700598802395209,1.797185250336327e-39
FAM192A,5.7570719101123595,4.384916766467065,1.3721551436452941,2.3058982608262892e-20,0.952936822983247,0.9520958083832335,5.810220913478638e-20
NEFL,-1.0136662921348314,-5.250502994011977,4.236836701877145,3.691071593318105e-54,0.952936822983247,0.8682634730538922,7.37974965898184e-53
RPL23AP2,0.8172123595505617,-1.7245005988023951,2.541712958352957,1.026676616497882e-28,0.9529200026912468,0.8502994011976048,6.474030448984116e-28
MPEG1,2.6094696629213483,-0.7525353293413174,3.3620049922626656,4.013829317728757e-61,0.9529200026912468,0.8682634730538922,1.1164963687648068e-59
SFXN3,5.313149438202247,3.244662874251497,2.06848656395075,1.1650636091887815e-36,0.9529200026912467,0.9221556886227545,1.0348838709611526e-35
WHSC1L1,4.486061235955057,3.031344910179641,1.4547163257754159,1.545328170118755e-24,0.9529031823992464,0.9101796407185628,4.2441101516046315e-24
ZNF687,3.663651123595505,2.458913173652695,1.2047379499428104,1.2137746196548954e-20,0.9528863621072462,0.9640718562874252,3.0759703665860625e-20
MRPS27,4.527233707865168,3.258757485029941,1.2684762228352273,3.4207662243777776e-20,0.9528863621072462,0.9281437125748503,8.592766441845315e-20
SLC2A5,1.0175466292134832,-2.667268263473054,3.6848148926865374,1.1155207808257617e-61,0.952869541815246,0.9101796407185628,3.1799670492240364e-60
YAE1D1,3.731984269662922,2.332450898203593,1.399533371459329,5.744275653535578e-25,0.9528695418152459,0.9341317365269461,1.5891636933164946e-24
RP11-817I4.2,-1.3118713483146067,-4.381596407185629,3.0697250588710228,5.732114972118146e-45,0.9528527215232456,0.8982035928143712,7.487024017428163e-44
DYRK1B,3.5952202247191014,1.7923005988023955,1.802919625916706,5.928098080026911e-34,0.9528527215232456,0.9520958083832335,4.663272641681973e-33
CREB1,3.2221426966292133,1.5417562874251496,1.6803864092040637,1.9164680075755038e-33,0.9528527215232456,0.9101796407185628,1.475277429064134e-32
PHEX,-2.9227106741573037,-6.271668862275449,3.3489581881181456,5.511837213776224e-54,0.9528359012312455,0.8682634730538922,1.0915785524686444e-52
USP1,3.460104494382023,2.019004790419162,1.4410997039628612,9.922448724403409e-27,0.952819080939245,0.8622754491017964,2.853124079537997e-26
HOXA2,-0.2576657303370786,-3.302901796407186,3.045236066070107,2.504884176099044e-52,0.9527854403552446,0.9520958083832335,4.564187244791854e-51
SMAGP,5.0077056179775274,2.4377497005988027,2.5699559173787248,7.586398135393023e-49,0.9527854403552445,0.9580838323353293,1.1744682589044893e-47
SVIP,4.300317415730337,2.7926580838323356,1.5076593318980014,3.74528743610928e-26,0.9527854403552445,0.8922155688622755,1.0637190114162597e-25
RP11-284F21.7,0.5317550561797753,-5.610591616766468,6.142346672946243,9.15073856657971e-51,0.9527854403552445,0.8562874251497006,1.5470690215549956e-49
USP27X,1.2644567415730337,-0.46949281437125745,1.733949555944291,1.7239505917615625e-37,0.952751799771244,0.9221556886227545,1.5924116937241264e-36
EIF2B3,3.719428651685393,2.504034730538922,1.2153939211464708,1.3829158695717875e-20,0.952751799771244,0.8802395209580839,3.500673863770845e-20
HSPA14,3.737176404494382,2.4514628742514972,1.2857135302428846,3.941285782228196e-22,0.9527349794792438,0.844311377245509,1.0289886015184506e-21
COX6B2,1.5754084269662925,-3.5351143712574857,5.110522798223778,8.36470745279881e-64,0.9527349794792438,0.8802395209580839,2.6092275148690473e-62
AP000439.3,-0.9419691011235956,-9.281462874251494,8.339493773127899,2.7670265478401112e-92,0.9527349794792438,0.9161676646706587,4.3110420797612115e-90
FCMR,2.516791011235955,-0.6422952095808383,3.159086220816793,8.783464677560744e-55,0.9527349794792437,0.8802395209580839,1.8079555315396553e-53
GALNS,4.163656179775281,2.208774850299401,1.9548813294758802,4.366447021602125e-37,0.9527013388952432,0.9221556886227545,3.9571601635593144e-36
RNF41,4.184777528089888,2.6204215568862277,1.56435597120366,1.240860239689408e-27,0.9527013388952432,0.9161676646706587,7.482329768527555e-27
SEMA4D,3.8948230337078646,2.1738508982035927,1.720972135504272,1.7779922735248042e-32,0.9526845186032429,0.8922155688622755,1.3114651898181385e-31
C9orf85,2.82755,1.5268784431137725,1.3006715568862275,1.234677048349855e-24,0.9526676983112426,0.9101796407185628,3.396188015653982e-24
SLC27A4,4.3619550561797755,2.806791017964072,1.5551640382157035,3.48455207418948e-27,0.9526508780192424,0.8502994011976048,2.066705933563774e-26
RP11-58E21.3,-0.42744101123595507,-6.22591497005988,5.798473958823925,1.2161239424787364e-58,0.952617237435242,0.9041916167664671,3.000916456375184e-57
SIPA1L2,3.059152247191011,0.5273497005988025,2.5318025465922083,5.276155249831328e-51,0.9526172374352418,0.9281437125748503,9.021671065101256e-50
ATRIP,1.9717258426966289,0.6612485029940119,1.3104773397026168,3.309328218308605e-27,0.9526172374352417,0.9341317365269461,1.964370821326744e-26
COL6A2,7.933766853932585,4.981348502994011,2.952418350938574,2.395445405023975e-76,0.9526004171432416,0.9461077844311377,1.3990786368066747e-74
DEPDC5,2.452012921348315,0.9300802395209581,1.5219326818273569,3.0056392686325512e-31,0.9526004171432415,0.9101796407185628,2.1046300979651387e-30
LINC00847,3.5870595505617975,2.1087946107784434,1.478264939783354,3.235655158915733e-27,0.952566776559241,0.874251497005988,1.9218079171088166e-26
ZEB1,3.3486466292134827,0.6036041916167665,2.745042437596716,1.0343852135863902e-57,0.952566776559241,0.9461077844311377,2.4199409024402687e-56
SORD2P,2.9897101123595506,0.23319700598802395,2.7565131063715267,9.924163009852631e-53,0.952566776559241,0.9161676646706587,1.8479573848702383e-51
ZGPAT,4.433652808988764,2.8707125748502995,1.5629402341384648,7.692994943746474e-28,0.9525499562672409,0.9520958083832335,4.68124376025358e-27
UBA52,10.124805056179774,9.062120958083833,1.062684098095941,1.6380343966483088e-09,0.9525499562672407,0.9161676646706587,3.1968847611292173e-09
NCOA3,3.173405056179775,1.5632598802395208,1.610145175940254,3.502389271914964e-32,0.9525331359752406,0.9221556886227545,2.5490553601447445e-31
GJB2,4.84106797752809,-1.2174071856287423,6.0584751631568325,3.8167577123727296e-88,0.9525331359752406,0.9820359281437125,4.516959263606199e-86
XYLT1,2.0551162921348314,-0.32612994011976043,2.381246232254592,1.580892171144746e-53,0.9525331359752406,0.9401197604790419,3.0534205169083535e-52
COMMD2,3.5593668539325845,1.9432682634730538,1.6160985904595306,3.6702131166632913e-31,0.9525163156832404,0.9520958083832335,2.5601899807960496e-30
ZNF362,3.716155617977528,2.1730185628742515,1.5431370551032764,1.3014771691741321e-28,0.9525163156832404,0.9161676646706587,8.16643466660131e-28
IL20RB,1.1941022471910112,-2.2875940119760476,3.481696259167059,7.295757830252134e-53,0.95249949539124,0.9161676646706587,1.365036057023316e-51
YWHAZP6,-2.3761320224719102,-9.378183832335328,7.002051809863417,6.394670053653555e-96,0.9524826750992397,0.9341317365269461,1.2698514115697591e-93
KDM3B,4.520238764044944,3.14481616766467,1.3754225963802735,1.8672070761234347e-22,0.9524826750992397,0.8922155688622755,4.906821179184771e-22
CYC1,6.418627528089887,5.2088329341317365,1.2097945939581507,1.4566512307317934e-15,0.9524826750992397,0.9101796407185628,3.307958045724112e-15
FBXO42,3.4212960674157307,1.9760089820359281,1.4452870853798025,5.8375118965858386e-27,0.9524826750992396,0.9281437125748503,2.586354938052366e-26
COL4A3BP,3.442567415730337,1.8902365269461077,1.5523308887842295,1.10978171957925e-29,0.9524658548072397,0.9161676646706587,7.280192935573578e-29
RSPH1,2.3522191011235956,0.027432335329341355,2.3247867657942543,3.455289827473157e-51,0.9524658548072394,0.8862275449101796,5.972686142909561e-50
SERPINB7,0.14286235955056187,-6.653143712574851,6.7960060721254125,3.597338273031815e-69,0.9524658548072394,0.9461077844311377,1.4483551434534484e-67
RHEB,6.373352808988764,4.972634730538923,1.4007180784498408,1.7833871044919605e-19,0.9524658548072394,0.9341317365269461,4.409056761689957e-19
INCENP,2.7880247191011236,0.9351119760479042,1.8529127430532193,1.8012304904966848e-40,0.9524658548072394,0.9221556886227545,1.9074093160481975e-39
CXCL14,6.186640449438202,1.44094371257485,4.745696736863351,5.998314975415833e-67,0.9524322142232389,0.9461077844311377,2.189328907008317e-65
NDUFAF5,3.7480904494382026,2.354140119760479,1.3939503296777236,5.0670089344030145e-25,0.9524153939312386,0.9461077844311377,1.4035200264138399e-24
BICD2,3.0910449438202248,1.2663526946107784,1.8246922492094464,3.925832089457817e-38,0.9523985736392384,0.8982035928143712,3.7401068406656106e-37
TGM2,6.985415168539326,3.0596215568862277,3.9257936116530985,2.2872599859005567e-60,0.9523985736392383,0.9341317365269461,6.160458723404161e-59
GPATCH4,4.336606741573033,2.882574251497006,1.454032490076027,1.2979886942769607e-24,0.9523817533472382,0.8982035928143712,3.569164274288333e-24
SCIMP,1.2012365168539325,-2.144883832335329,3.3461203491892615,1.2212286398257085e-61,0.9523649330552377,0.8982035928143712,3.4745407940568154e-60
MACROD2,1.47995,-0.870040119760479,2.349990119760479,1.1528769940918454e-49,0.9523312924712373,0.9520958083832335,1.850827272976004e-48
PDE9A,3.15846404494382,0.7814029940119761,2.377061050931844,9.055975671660594e-48,0.952314472179237,0.8862275449101796,1.3376402189146479e-46
WDR12,4.39139213483146,2.8390299401197603,1.5523621947117001,8.866388933463351e-27,0.9522808315952366,0.9281437125748503,2.586354938052366e-26
PPP5C,5.315221348314607,3.8477059880239524,1.4675153602906543,2.568112977556679e-23,0.9522808315952366,0.9580838323353293,6.87329250448866e-23
ZNF609,2.7429803370786514,1.0522718562874254,1.690708480791226,1.3877717892431262e-35,0.9522640113032363,0.9341317365269461,1.1778768354919092e-34
RASAL1,3.4073415730337078,-0.05854131736526946,3.4658828903989773,1.6201414318553462e-60,0.9522640113032363,0.9341317365269461,4.395993757272721e-59
TRIM35,2.4018005617977525,1.0346802395209582,1.3671203222767943,6.7193730500332155e-28,0.952247191011236,0.8502994011976048,4.0972998089309445e-27
TIAM1,1.4904359550561797,-1.202573652694611,2.6930096077507906,1.3594948039311908e-57,0.952247191011236,0.9341317365269461,3.1691430604493868e-56
LOXL3,2.0337022471910116,-0.5299017964071856,2.5636040435981973,3.876943539566901e-57,0.9522471910112359,0.9221556886227545,8.896013689438647e-56
AMACR,3.3067044943820223,1.5728640718562876,1.7338404225257347,5.5184438131944076e-33,0.9522471910112359,0.8622754491017964,4.168075773862063e-32
SOX21-AS1,-1.6202224719101121,-8.629825149700597,7.009602677790485,3.909502068391415e-79,0.9522303707192358,0.6646706586826348,2.653795372751303e-77
RP11-296E7.1,-3.8747522471910116,-7.185885029940118,3.311132782749106,8.89832990122658e-52,0.9522303707192357,0.9161676646706587,1.5902167905544668e-50
SLC25A19,3.1609960674157307,1.651852095808383,1.5091439716073476,1.042248747746229e-28,0.9522135504272355,0.8682634730538922,6.569396803499229e-28
ASAP1,3.5179719101123594,1.4933880239520958,2.0245838861602636,3.195479976755804e-40,0.9522135504272355,0.9341317365269461,3.340371386836755e-39
IL15,2.1331573033707865,-0.09347185628742515,2.2266291596582115,4.339019243719317e-49,0.9521967301352351,0.9101796407185628,6.789104869559864e-48
KREMEN1,2.3373573033707866,0.3317814371257485,2.0055758662450383,8.2555250406398e-44,0.9521799098432349,0.9101796407185628,1.021797828873273e-42
CHUK,3.0422668539325843,1.7062820359281436,1.3359848180044407,5.3449457227932595e-25,0.9521799098432349,0.874251497005988,1.4798764788115698e-24
RGS12,4.1603679775280895,2.1273125748502997,2.03305540267779,1.5082484308541346e-38,0.9521630895512344,0.9401197604790419,1.4635531112782185e-37
PKIB,3.221180898876405,0.9137359281437127,2.307444970732692,4.520124737258287e-47,0.9521462692592343,0.9221556886227545,6.445265830217644e-46
TMEM204,4.709700561797753,2.3861682634730537,2.3235322983246993,1.9650281339502992e-42,0.9521462692592343,0.9401197604790419,2.2772168766556375e-41
GCLM,2.793343820224719,0.7058023952095809,2.087541425015138,2.774568180981211e-43,0.9521462692592343,0.9041916167664671,3.3457591315368533e-42
CA5BP1,3.393892134831461,1.5559796407185627,1.8379124941128981,1.4873322567469375e-35,0.9521294489672342,0.9101796407185628,1.259823755530543e-34
CYBB,3.3831999999999995,0.09175089820359282,3.291449101796407,6.658286264616367e-62,0.9521294489672342,0.874251497005988,1.9204779304160088e-60
TSPAN8,8.025680898876404,3.5621137724550893,4.463567126421315,6.25516316591273e-66,0.952129448967234,0.9940119760479041,2.1618508166509357e-64
TULP4,1.9039331460674158,0.3372467065868264,1.5666864394805895,5.997986808720945e-35,0.9521126286752338,0.9401197604790419,4.95233354815619e-34
CCDC148,-0.33799719101123593,-2.7163580838323353,2.3783608928210995,5.558286870289625e-55,0.9521126286752337,0.8802395209580839,1.1562855225441637e-53
SP2-AS1,0.2494747191011236,-1.471508383233533,1.7209831023346565,3.6614945937013157e-41,0.9521126286752337,0.8502994011976048,4.0032477565064715e-40
KIF22,4.72627808988764,3.228680838323353,1.497597251564287,2.7661720052392817e-24,0.9520958083832336,0.8802395209580839,7.557369752771306e-24
CHD9,3.171605617977528,1.7070335329341315,1.4645720850433963,7.866050518672284e-28,0.9520958083832336,0.9341317365269461,4.7860521960359475e-27
TSKU,4.8581573033707866,2.3482916167664674,2.509865686604319,6.2166232054830485e-46,0.9520958083832335,0.9640718562874252,8.459372915224216e-45
TCN1,6.115239325842697,-0.45430538922155694,6.569544715064254,6.911298470491233e-66,0.9520958083832335,0.9580838323353293,2.3801926848903405e-64
MRPL33,6.627612359550563,5.333796407185628,1.2938159523649349,4.787388763805232e-17,0.9520789880912333,0.8862275449101796,1.1244087129038342e-16
IGLV2-23,4.790178651685393,-2.6269047904191614,7.417083442104554,2.4150864745447547e-55,0.9520789880912333,0.9341317365269461,5.1038304749388987e-54
INPP5D,3.4130578651685397,0.5841269461077844,2.8289309190607552,9.994211559064558e-52,0.9520621677992329,0.9221556886227545,1.7800878909746453e-50
NRF1,2.75527808988764,1.4364191616766466,1.3188589282109935,1.9330366157481224e-25,0.9520453475072328,0.9401197604790419,5.402118976583377e-25
DTX1,3.352794943820225,0.9501101796407186,2.402684764179506,1.3286483511392344e-49,0.9520453475072327,0.9101796407185628,2.1260188215811935e-48
RP11-359E10.1,-0.36442752808988765,-4.004099999999999,3.639672471910112,2.4814101605842413e-50,0.9520453475072325,0.9221556886227545,4.112121318732261e-49
RP11-96K19.2,-1.5961376404494378,-4.0274251497005995,2.4312875092511614,9.437324591733312e-45,0.9520285272152326,0.844311377245509,1.2212235739083921e-43
CARD10,4.409558426966292,2.4719377245508984,1.9376207024153937,5.8821976556180244e-36,0.9520285272152325,0.8982035928143712,5.069663393611291e-35
TRAPPC6B,3.414765168539325,2.0605437125748507,1.3542214559644745,4.886510602074624e-25,0.9520285272152323,0.9161676646706587,1.3537154903061266e-24
ADGRE5,5.8000938202247205,3.425967664670659,2.3741261555540616,8.673772434429808e-43,0.9519948866312319,0.9880239520958084,1.0203177971512702e-41
BMP1,4.4714471910112366,2.1702934131736527,2.301153777837584,5.923878766245422e-45,0.9519780663392317,0.9580838323353293,7.73060240600185e-44
LINC01013,-1.9015078651685395,-7.984614371257485,6.083106506088946,2.7103002188623707e-68,0.9519612460472313,0.8622754491017964,1.0577754638319556e-66
FAM20A,3.329757303370787,0.12748982035928144,3.2022674830115054,1.0701798424123917e-58,0.9519444257552311,0.9041916167664671,2.6485933818487673e-57
KLF7,2.8005016853932587,0.438759880239521,2.3617418051537378,1.3864951803950743e-50,0.9519444257552311,0.9580838323353293,2.321963240786845e-49
DST,5.987850000000001,4.349158083832335,1.6386919161676659,3.165033010102356e-25,0.9519444257552311,0.9221556886227545,8.806858821298918e-25
LPXN,3.491401123595505,1.5409664670658685,1.9504346565296367,9.792578685063842e-39,0.9519276054632309,0.8982035928143712,9.597775672573615e-38
CPED1,1.930429213483146,-1.2628035928143713,3.1932328062975173,7.583007860427707e-64,0.9519107851712304,0.9101796407185628,2.3755090025225427e-62
USP9X,4.061953370786517,2.6111107784431136,1.4508425923434034,2.6033944513433914e-25,0.9518939648792301,0.9221556886227545,7.257516434479262e-25
SBNO2,5.153379775280899,3.1382586826347305,2.0151210926461687,2.1736334941822305e-35,0.9518771445872299,0.8922155688622755,1.8300319592223233e-34
DCLRE1C,1.931505617977528,0.2355508982035928,1.6959547197739353,1.6694424933211462e-37,0.9518435040032294,0.8622754491017964,1.5437665461917296e-36
UBL7-AS1,0.9681876404494382,-0.45355389221556874,1.421741532665007,8.787656541772937e-33,0.9518266837112294,0.9041916167664671,6.582988591734022e-32
HIST1H2AC,4.779623595505617,1.7111173652694611,3.068506230236156,1.8393370056004237e-52,0.9518266837112294,0.9101796407185628,3.373519133534077e-51
LARP4B,4.123021348314606,2.764265269461078,1.3587560788535282,3.500599546564006e-23,0.9518266837112294,0.8682634730538922,9.345088499693129e-23
ACAA2,5.64135,4.202188622754491,1.439161377245509,1.9320012557375468e-21,0.9518266837112291,0.8682634730538922,4.977507501203326e-21
VIPAS39,3.529178651685393,2.153407784431138,1.3757708672542552,8.686511907534068e-25,0.9518266837112291,0.8802395209580839,2.3960097657748057e-24
NME2,4.350284269662922,2.409332934131737,1.9409513355311847,8.905304137507091e-35,0.951809863419229,0.8562874251497006,7.291147752331278e-34
WFDC21P,2.7318219101123593,-1.8039107784431139,4.535732688555473,1.2250588636276868e-51,0.9518098634192289,0.9700598802395209,2.1707553929272086e-50
LYRM2,3.556063483146067,2.0385029940119765,1.5175604891340906,1.13532354433079e-27,0.9518098634192289,0.8862275449101796,6.856534902107425e-27
AKAP11,2.7998415730337083,1.053859281437126,1.7459822915965824,6.320208722567471e-37,0.9517930431272287,0.9401197604790419,5.680333648001305e-36
ZFP91,4.173448314606742,2.6460664670658685,1.5273818475408736,1.51265789771802e-27,0.9517762228352284,0.9221556886227545,9.085718477003929e-27
RRP1,3.9683134831460674,2.5919281437125754,1.376385339433492,1.6243303733619e-23,0.9517594025432281,0.8922155688622755,4.3665059472243693e-23
EARS2,3.5026747191011243,2.2773443113772456,1.2253304077238787,4.947208786221788e-21,0.9517594025432281,0.9041916167664671,1.2640661137770253e-20
RBKS,1.6722803370786514,0.34653353293413164,1.3257468041445197,1.525854583464886e-28,0.9517594025432281,0.9161676646706587,9.544696994549545e-28
C19orf24,5.84350393258427,4.243584431137724,1.5999195014465464,6.900726556057843e-25,0.9517425822512279,0.8862275449101796,1.9071163956240247e-24
PARVB,4.363948876404495,2.1247952095808382,2.239153666823657,3.010973564306094e-41,0.9517257619592276,0.9161676646706587,3.303105662371073e-40
FOXC1,2.4476786516853934,-0.23917125748502996,2.6868499091704234,1.1358401773662124e-60,0.9517257619592275,0.9820359281437125,3.1005896286248877e-59
RBMS1,4.532556741573034,2.025862275449102,2.506694466123932,9.382047060079457e-50,0.9517089416672274,0.9580838323353293,1.5115778295558707e-48
CARD6,2.7197837078651688,0.10794790419161678,2.611835803673552,1.7190775515198157e-55,0.9517089416672274,0.9700598802395209,3.6553641395855653e-54
TBL1X,2.8309415730337077,1.0997485029940122,1.7311930700396956,6.458737505830419e-37,0.9517089416672274,0.9520958083832335,5.8021668736244714e-36
PRRX1,3.872275842696628,-0.03877005988023952,3.9110459025768676,3.0782060506486234e-72,0.9517089416672274,0.9820359281437125,1.4636719858201866e-70
TESPA1,0.3772241573033708,-3.327156886227545,3.704381043530916,2.0806914454226616e-63,0.9517089416672273,0.9520958083832335,6.398371945632805e-62
MED11,4.345640449438202,3.221708383233533,1.1239320662046688,4.0058834233859846e-17,0.9516921213752271,0.874251497005988,9.422551970502886e-17
PTPRG,2.6545123595505618,0.5640640718562875,2.090448287694274,1.0297696153195996e-44,0.9516753010832268,0.8922155688622755,1.3281579444085748e-43
SMAP2,4.912321910112359,3.0102047904191616,1.9021171196931976,3.263712854988036e-33,0.9516753010832267,0.9161676646706587,2.4855897394442814e-32
RP11-449D8.1,-2.644986516853933,-7.828128742514968,5.183142225661035,2.4121170022944122e-65,0.9516416604992263,0.874251497005988,8.102306543085376e-64
B3GAT3,5.161065730337079,3.567986227544911,1.5930795027921678,3.754962090105397e-26,0.951624840207226,0.9101796407185628,1.06641505890563e-25
STRN,2.2285837078651687,0.44652634730538915,1.7820573605597796,1.8648300570641714e-40,0.9516248402072259,0.9041916167664671,1.9722623140075145e-39
PIGW,2.1264707865168537,0.5281532934131736,1.59831749310368,1.3867862444455467e-33,0.9516248402072259,0.8982035928143712,1.0743100368403143e-32
DESI1,3.828728651685393,2.510188622754491,1.3185400289309022,9.002499582594752e-23,0.9516080199152257,0.9041916167664671,2.381357482380489e-22
AC083899.3,0.7319280898876406,-0.8168802395209581,1.5488083294085988,7.892202022790286e-38,0.9516080199152256,0.8982035928143712,7.41037164124183e-37
VRK3,4.636038202247191,3.3067652694610774,1.3292729327861132,2.9639903950509423e-21,0.9515911996232255,0.9401197604790419,7.609497823318401e-21
FBXW9,2.852156179775281,1.3822586826347305,1.4698974971405503,1.861138315557731e-29,0.9515911996232255,0.8802395209580839,1.209936118784679e-28
NEK1,1.6946393258426964,0.002203592814371281,1.692435733028325,3.2896206325644525e-38,0.9515743793312252,0.9341317365269461,3.1447334575107406e-37
SNCG,4.436003370786517,1.137622754491018,3.2983806162954994,6.1245098790884084e-55,0.9515743793312252,0.9101796407185628,1.2718181964795393e-53
PI4K2B,-1.9294250000000002,-4.2449850299401195,2.3155600299401193,6.816039612403507e-27,0.9515743793312251,0.9281437125748503,2.586354938052366e-26
IL1A,-1.091723595505618,-7.298954491017962,6.207230895512343,5.2297552462616356e-67,0.9515575590392249,0.9161676646706587,1.917173292122984e-65
RAET1G,-0.7888870786516854,-4.086395808383234,3.297508729731548,2.2203668726741915e-43,0.9515575590392248,0.8562874251497006,2.6879791644580867e-42
LSM14B,4.404264044943821,3.0482610778443116,1.356002967099509,1.1870500939157506e-22,0.9515407387472246,0.9281437125748503,3.1320863684207995e-22
PPIL4,3.646666853932584,2.222540119760479,1.4241267341721051,1.0780926795354136e-25,0.9515070981632242,0.9161676646706587,3.0293432108530344e-25
IGSF3,2.2178865168539326,-0.38517005988023956,2.603056576734172,3.81305998003922e-57,0.9514902778712239,0.9281437125748503,8.756286424565957e-56
VWA1,6.590163483146066,4.081428742514969,2.5087347406310965,9.662757543878639e-39,0.9514902778712239,0.874251497005988,9.47529293066546e-38
CCL15-CCL14,2.5960168539325843,-3.317717964071856,5.913734818004441,3.450411087150229e-50,0.9514902778712238,0.9221556886227545,5.687353176599538e-49
SYMPK,5.387214606741574,3.7267544910179637,1.6604601157236099,3.314669154194466e-27,0.9514734575792236,0.9341317365269461,1.9671424751480703e-26
PITHD1,5.081707865168539,3.839549101796407,1.242158763372132,9.001978123840392e-19,0.9514734575792235,0.9041916167664671,2.1928845661705506e-18
MED13,2.970565730337079,1.4874011976047905,1.4831645327322884,1.0567662082571421e-29,0.9514734575792235,0.9101796407185628,6.935516608325302e-29
NOX1,-2.0416117977528088,-7.927023952095808,5.885412154342999,4.5266389104552646e-65,0.9514734575792235,0.7964071856287425,1.4990109328059913e-63
RP11-452L6.6,-1.6251455056179773,-4.649494011976048,3.024348506358071,5.7574098494277376e-43,0.9514398169952231,0.8982035928143712,6.839886967944155e-42
FBXL22,0.044831460674157296,-2.1678844311377246,2.212715891811882,3.436211045592909e-51,0.9514398169952231,0.9221556886227545,5.941460426855909e-50
SAP30BP,5.924063483146067,4.609119161676647,1.3149443214694196,1.1756697247898324e-18,0.951439816995223,0.8982035928143712,2.8564517501519295e-18
RHPN1-AS1,-0.798655617977528,-2.861238323353293,2.0625827053757653,1.6204631969064013e-52,0.951439816995223,0.8562874251497006,2.986107409184457e-51
AGPS,2.9134241573033712,1.3301556886227546,1.5832684686806167,7.407789221086515e-33,0.9514229967032227,0.8982035928143712,5.566389178559123e-32
OBFC1,4.589189325842697,2.922717964071856,1.6664713617708409,4.144126172606508e-29,0.9514061764112225,0.9401197604790419,2.6534818594104476e-28
RP11-89C3.4,-0.6774657303370786,-6.963889820359281,6.286424090022202,1.4598146763625198e-54,0.9514061764112225,0.8802395209580839,2.9745183845562703e-53
C19orf38,0.9175196629213483,-1.423420359281437,2.340940022202785,1.0165077734927621e-52,0.9514061764112225,0.8802395209580839,1.8916150533347997e-51
TRIM38,2.074102247191011,0.08139041916167666,1.9927118280293343,2.9532936887155233e-47,0.9513893561192223,0.9461077844311377,4.262303463381229e-46
COPZ2,4.872453370786517,2.793029940119761,2.0794234306667563,4.125469397436159e-38,0.9513725358272219,0.9700598802395209,3.926468282229206e-37
PEX2,4.9637179775280895,3.5014455089820364,1.462272468546053,1.55583941405957e-23,0.9513725358272219,0.8922155688622755,4.1852701802371155e-23
ZNF155,1.667049438202247,-0.00015808383233531192,1.6672075220345823,3.491998650477729e-36,0.9513557155352218,0.8922155688622755,3.03869240855074e-35
POLR3F,2.3649747191011237,1.1607664670658684,1.2042082520352553,2.403057518982651e-23,0.9513557155352216,0.9161676646706587,6.435949001944072e-23
SOX30,-3.0441044943820224,-6.872265868263473,3.828161373881451,4.458529249564006e-52,0.9513220749512212,0.8383233532934131,8.053811346552853e-51
PINLYP,2.238964606741573,-0.28967305389221554,2.528637660633789,1.6426595882539564e-52,0.9513220749512211,0.9101796407185628,3.0251066123704816e-51
CCDC86,4.193615730337079,2.697148502994012,1.496467227343067,1.932716722347066e-25,0.9513052546592209,0.9161676646706587,5.401482673146008e-25
KIAA1549L,0.1524252808988764,-3.3014245508982047,3.453849831797081,1.9847356572893466e-71,0.9513052546592209,0.9401197604790419,9.083421839036501e-70
IGHV5-51,4.231511235955057,-4.005326347305388,8.236837583260446,7.847556130435865e-56,0.9512884343672207,0.9161676646706587,1.6944993943128028e-54
FBL,7.652732584269663,6.247877844311377,1.404854739958286,1.6331223118316065e-17,0.9512884343672205,0.9041916167664671,3.875473472794594e-17
NT5C3A,4.885050561797753,3.1872203592814365,1.6978302025163163,1.1672502223062903e-28,0.9512884343672205,0.9101796407185628,7.342283396641769e-28
RP11-285E9.6,-2.412494943820225,-9.611214371257482,7.198719427437258,2.8270472808301046e-91,0.9512716140752203,0.9401197604790419,4.129956527638612e-89
HMGXB4,2.756541573033708,1.212719760479042,1.5438218125546659,3.6122925597908224e-31,0.9512379734912199,0.8862275449101796,2.5206874382978696e-30
SMG8,2.419461235955056,0.7643820359281436,1.6550792000269126,2.6520038434452082e-34,0.9512379734912197,0.9461077844311377,2.120915182974249e-33
FLNB,7.374506179775281,5.145705389221557,2.2288007905537244,6.3076740242493984e-34,0.9512043329072193,0.874251497005988,4.955207885403701e-33
