gene_A,gene_B,K_A,K_B,disc_sens,disc_spec,val_sens,val_spec,ext_sens,ext_spec,tumor_correlation,pair_score
LAMA3,ANKLE2,0.7719674149790594,0.8737717772169268,0.6966292134831461,1.0,0.0,1.0,0.0,1.0,0.32129499349724805,0.28405560804212343
LAMA3,TXN,0.7719674149790594,0.8228848534305958,0.7528089887640449,1.0,0.014492753623188406,1.0,0.06666666666666667,1.0,0.5060416829578711,0.2824425346020424
MMP9,DSG2,0.5242941773154414,0.9546407407346275,0.06179775280898876,1.0,0.0,1.0,0.0,1.0,0.012036073110170038,0.028491661782460372
GRN,DOCK5,0.8306098746530998,0.9377620638630876,0.07303370786516854,1.0,0.028985507246376812,1.0,0.0,1.0,0.11424334001781064,0.028160939552210548
RCN1,DOCK5,0.8391026610009126,0.9377620638630876,0.07303370786516854,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.0931368350732834,0.025135863729521788
GRN,DSG2,0.8306098746530998,0.9546407407346275,0.06179775280898876,1.0,0.0,1.0,0.0,1.0,-0.04363208864514104,0.022172458675466175
CST1,DSG2,0.3606846833167901,0.9546407407346275,0.06179775280898876,1.0,0.014492753623188406,1.0,0.0,1.0,0.11254916605225726,0.015635420005637127
MMP12,DOCK5,0.37763499838454734,0.9377620638630876,0.07303370786516854,1.0,0.043478260869565216,1.0,0.06666666666666667,1.0,0.2675246856909379,0.004751047229179295
DOCK5,FBXL2,0.9377620638630876,0.7510725925338305,0.07303370786516854,1.0,0.028985507246376812,1.0,0.022222222222222223,1.0,0.2727981202625933,-0.0035500164967459877
RCN1,DSG2,0.8391026610009126,0.9546407407346275,0.06179775280898876,1.0,0.014492753623188406,1.0,0.0,1.0,0.21984780741070906,-0.005824308266053235
MMP9,DOCK5,0.5242941773154414,0.9377620638630876,0.07303370786516854,1.0,0.0,1.0,0.06666666666666667,1.0,0.21319835028627973,-0.006122816124671679
MMP12,DSG2,0.37763499838454734,0.9546407407346275,0.06179775280898876,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.2481336197454381,-0.011481470732999044
DSG2,SPARC,0.9546407407346275,0.8355173953327697,0.05056179775280899,1.0,0.0,1.0,0.0,1.0,0.18684090696319228,-0.012087282516233963
DSG2,COLGALT1,0.9546407407346275,0.8541952185168267,0.06179775280898876,1.0,0.0,1.0,0.0,1.0,0.2159517622370116,-0.012291476042907944
DSG2,ANKLE2,0.9546407407346275,0.8737717772169268,0.06179775280898876,1.0,0.0,1.0,0.0,1.0,0.24273866094852342,-0.017648855785210305
DSG2,TXN,0.9546407407346275,0.8228848534305958,0.06179775280898876,1.0,0.0,1.0,0.022222222222222223,1.0,0.25455793132984605,-0.020012709861474832
SPARC,DOCK5,0.8355173953327697,0.9377620638630876,0.06179775280898876,1.0,0.0,1.0,0.022222222222222223,1.0,0.256110068477245,-0.02032313729095462
CST1,DOCK5,0.3606846833167901,0.9377620638630876,0.07303370786516854,1.0,0.028985507246376812,1.0,0.044444444444444446,1.0,0.3616024929734433,-0.021310891038915994
CEACAM5,DSG2,0.40677820318024827,0.9546407407346275,0.056179775280898875,1.0,0.0,1.0,0.0,1.0,0.2591140153588025,-0.02373291543131107
DOCK5,TXN,0.9377620638630876,0.8228848534305958,0.07303370786516854,1.0,0.0,1.0,0.044444444444444446,0.9777777777777777,0.3071005246738784,-0.024903251002191408
MISP,DSG2,0.6499979430526112,0.9546407407346275,0.06179775280898876,1.0,0.0,1.0,0.0,1.0,0.2876572927167662,-0.026632582138858864
DSG2,FBXL2,0.9546407407346275,0.7510725925338305,0.056179775280898875,1.0,0.014492753623188406,1.0,0.0,1.0,0.3222978490284804,-0.02912330535365245
CEACAM5,DOCK5,0.40677820318024827,0.9377620638630876,0.06741573033707865,1.0,0.028985507246376812,1.0,0.06666666666666667,1.0,0.3876055672724499,-0.029320494662762243
DOCK5,COLGALT1,0.9377620638630876,0.8541952185168267,0.07303370786516854,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.40472442704577527,-0.037181654664976596
DOCK5,TSPAN1,0.9377620638630876,0.69298776371519,0.07303370786516854,1.0,0.043478260869565216,1.0,0.08888888888888889,1.0,0.4803526668181558,-0.03781454899626429
DSG2,TSPAN1,0.9546407407346275,0.69298776371519,0.06179775280898876,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.38110472291516234,-0.03807569136694389
MISP,DOCK5,0.6499979430526112,0.9377620638630876,0.07303370786516854,1.0,0.014492753623188406,0.9836065573770492,0.022222222222222223,0.9777777777777777,0.4187186510439525,-0.04033921447071186
DOCK5,LMNB1,0.9377620638630876,0.7437815024738708,0.07303370786516854,1.0,0.0,1.0,0.08888888888888889,0.9777777777777777,0.41826684462627,-0.047136514992669735
ANKLE2,DOCK5,0.8737717772169268,0.9377620638630876,0.07303370786516854,1.0,0.0,1.0,0.022222222222222223,1.0,0.4227258098436357,-0.04802830803614288
DOCK5,CLDN12,0.9377620638630876,0.798690661316936,0.07303370786516854,1.0,0.043478260869565216,1.0,0.0,1.0,0.5327774713119887,-0.048299509895030866
DSG2,CTTN,0.9546407407346275,0.538647950435518,0.06179775280898876,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.46931147917739413,-0.055717042619390256
DSG2,LMNB1,0.9546407407346275,0.7437815024738708,0.06179775280898876,1.0,0.0,1.0,0.022222222222222223,1.0,0.43755489131907127,-0.056612101859319884
DSG2,NT5C2,0.9546407407346275,0.8527128545088938,0.06179775280898876,1.0,0.014492753623188406,1.0,0.0,1.0,0.4950317923795806,-0.06086110525982755
DOCK5,NT5C2,0.9377620638630876,0.8527128545088938,0.07303370786516854,1.0,0.028985507246376812,1.0,0.0,1.0,0.5624293492321603,-0.061476262290659375
LAMA3,DSG2,0.7719674149790594,0.9546407407346275,0.06179775280898876,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.5086357678463356,-0.06358190035317854
LAMA3,DOCK5,0.7719674149790594,0.9377620638630876,0.06741573033707865,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.5292002332178324,-0.06488580466343297
DSG2,CLDN12,0.9546407407346275,0.798690661316936,0.06179775280898876,1.0,0.014492753623188406,1.0,0.0,1.0,0.6107452133182163,-0.08400378944755468
CTTN,DOCK5,0.538647950435518,0.9377620638630876,0.07303370786516854,1.0,0.043478260869565216,1.0,0.08888888888888889,1.0,0.7233606121448329,-0.08641613806159973
DSG2,DOCK5,0.9546407407346275,0.9377620638630876,0.0056179775280898875,1.0,0.014492753623188406,1.0,0.022222222222222223,1.0,0.5253095200399087,-0.09500653843234261
