gene,log2fc,fdr,auc,log2fc_val,fdr_val,auc_val,direction_consistent,protein_coding_status,stability_score
SLC25A12,2.39453393662114,3.064620932898211e-53,0.9714055035995425,0.7117429603231162,1.2812698324621062e-07,0.7797576621525303,True,Protein Coding,0.8755814706904096
TRIP10,1.5812926596245704,1.1910869550912606e-20,0.8821233936621139,0.5605601092896189,2.495930322526733e-12,0.8683772867664528,True,Protein Coding,0.8752503402120987
LINC01559,9.62608491892619,1.7096570890454962e-95,0.9675200161474804,0.6876679092421005,1.7277758580043038e-07,0.7828462817771442,True,Protein Coding,0.8751829977502807
TFF1,10.361929126017627,8.893274742156985e-73,0.9639036533674223,1.5119091969588974,1.4359876539597865e-07,0.7864100736516988,True,Protein Coding,0.8751567378381154
IQGAP1,2.363573292740363,1.304694895798734e-41,0.9775953710556415,0.5178904799239721,2.451871200730724e-06,0.7726300784034212,True,Protein Coding,0.8751105790658442
FRRS1,2.5248797046356724,1.3125599305290875e-40,0.9031151180784498,0.9470725492991212,6.683316591054273e-11,0.8469945355191257,True,Protein Coding,0.875054826740305
SKIL,3.0433944190271145,9.631191122268737e-68,0.9738612662315816,0.6471393466381556,5.846537542974911e-07,0.7761938702779757,True,Protein Coding,0.8750270566666258
SLC35F2,2.381126091636951,9.519921443501857e-48,0.9486476485231783,0.5168094535519137,2.6766961984705045e-08,0.8013779995248278,True,Protein Coding,0.875012800602568
BHLHE40,2.803348274238042,2.090865668932564e-40,0.9338626118549417,0.6876887431693994,1.8011341010382034e-08,0.8161083392729863,True,Protein Coding,0.8749854598043022
STIL,2.86249655184014,1.3810454638965291e-75,0.9717923703155487,0.6490584295557134,1.8873452488558747e-07,0.7778569731527679,True,Protein Coding,0.8748245066245396
STK38,2.494606788669851,3.609305840008127e-51,0.9742144923635874,0.5916733998574486,6.34969860885283e-07,0.7745307674031836,True,Protein Coding,0.8743720746831183
KLK6,10.791435854134429,2.523263034765448e-94,0.9690338424275045,0.6822212283202655,6.788548614835573e-07,0.77952007602756,True,Protein Coding,0.8742763657203683
LIMS1,2.6480776222835227,8.15107933057306e-53,0.9684787727914957,0.5067767783321466,8.97333424856325e-08,0.7797576621525303,True,Protein Coding,0.8741181390344636
GPX2,5.639782207495122,1.3014083182451597e-79,0.9750723272556011,1.070455699691137,3.600228609914985e-07,0.7731052506533618,True,Protein Coding,0.874088474262535
PAK1,2.0571913577339696,3.7372006008506724e-37,0.9635336069434167,0.5133480636730825,3.5151965296792024e-07,0.7845093846519363,True,Protein Coding,0.8740211885619437
KLF7,2.3617418051537378,2.321963240786845e-49,0.9519444257552311,0.5867476977904493,6.548159492745513e-08,0.7959135186505109,True,Protein Coding,0.873928914976608
SESTD1,2.5535823992464506,2.0042374700695954e-52,0.9714223238915428,0.5413922784509388,7.905911276719186e-07,0.7764314564029462,True,Protein Coding,0.873926199228399
BST2,4.287148496265894,1.5652615668804964e-77,0.9861568996837785,0.7636884224281308,1.4901108131273924e-06,0.761463530529817,True,Protein Coding,0.8738089130327475
TNFRSF21,4.028530491825338,1.473707481483849e-80,0.9855850097557693,0.5730635614160144,2.14944612323595e-06,0.7617011166547875,True,Protein Coding,0.8736411853565831
LRRC15,8.501790392249209,2.252347842379865e-107,0.9836338558837381,0.7065019957234497,6.638366754499722e-07,0.7636018056545498,True,Protein Coding,0.8736172508295876
HIST1H4H,5.060838787593353,1.6333454727637602e-38,0.9451826683711229,0.6011183630315982,3.1634219900731034e-07,0.8018531717747683,True,Protein Coding,0.873517643742366
TANC2,2.3348835867590667,4.729260064192515e-50,0.9589248469353427,0.7442615965787613,6.329893185911905e-08,0.7880731765264908,True,Protein Coding,0.8734989564393623
FAP,4.240519619188589,1.7917499846793305e-75,0.9605227746753684,1.612688954621051,4.046574467217891e-08,0.7864100736516988,True,Protein Coding,0.8734663888180643
KLF5,4.13770403687008,4.7098611999323153e-79,0.9588743860593419,0.5789218389166066,3.5965365487105876e-08,0.7878355904015205,True,Protein Coding,0.8733549568198999
SPOCK1,2.6571852586960905,7.743628778282869e-39,0.9081780259705307,0.812768161083393,1.4862107567907928e-10,0.8384414350201947,True,Protein Coding,0.8733097303655705
RASAL2,1.8124631972011032,2.714854181337114e-35,0.9241404830787864,0.7435126467094326,2.601670569032319e-09,0.8222855785222144,True,Protein Coding,0.8732130285286878
ADGRF4,7.264072993339164,8.128554066100549e-105,0.9782850030276525,0.5044859111427891,3.729780237745971e-07,0.7681159420289856,True,Protein Coding,0.8732001468437325
CAPZB,3.055154554935073,4.1307526304982947e-53,0.9893359348718294,0.5801153623188409,3.3330490298816224e-06,0.7564742219054407,True,Protein Coding,0.8729021689532103
BRIP1,2.658614640382157,9.71441030419573e-38,0.9573605597793178,0.6390475504870512,4.736131946670136e-07,0.7880731765264909,True,Protein Coding,0.8727164548226803
RAB23,3.331139934737267,1.3437196870316302e-73,0.9772757855076364,0.7285479282489895,1.7493683041158505e-06,0.7681159420289855,True,Protein Coding,0.8726943371018276
HLA-C,3.1313121038821237,3.95127252268423e-47,0.990311511807845,0.5645590577334296,2.116018347338043e-06,0.7550487051556188,True,Protein Coding,0.8726782618746111
ANGPT2,4.007117237435242,6.331294785377605e-85,0.9780831595236492,0.8073696317415067,1.7569146705194136e-05,0.7671655975291043,True,Protein Coding,0.8726090472606519
NUAK1,2.328640102940187,2.608234786145663e-48,0.9538451187512614,0.7899272416250875,1.8792124697133752e-08,0.7911617961511047,True,Protein Coding,0.8725034410549892
ASPN,4.8156535591737875,4.058309120789122e-90,0.975122788131602,1.1593145569018768,9.017422798335119e-07,0.7695414587788074,True,Protein Coding,0.8723313368364469
PARP9,2.0384134326851915,5.7518074274439e-35,0.9491690775751868,0.7193831337609877,1.2855143452255155e-07,0.7952007602755998,True,Protein Coding,0.8721848068047708
ABCA12,6.536817351813225,2.30070736860897e-85,0.957562403283321,0.5197881397006423,2.8961395860667296e-06,0.7864100736516988,True,Protein Coding,0.8719837130736462
TPM2,3.0542293581376576,1.0708632288329263e-48,0.9691852250555071,0.80898842717985,2.1615212660993765e-07,0.774768353528154,True,Protein Coding,0.8719766008121932
KRT7,3.8739154443921153,2.7917081442480048e-49,0.9437697638431003,1.4903156830601088,2.6730139109919618e-08,0.799952482775006,True,Protein Coding,0.8718611000040841
TEP1,1.9957859987889388,2.3169016326718387e-38,0.9620534212473928,0.5032496032311702,1.971805212140539e-07,0.7816583511522928,True,Protein Coding,0.8718557142868447
ITGAV,2.4971680414451995,1.640805671658255e-47,0.9602872905873646,0.7425210144927537,1.0105369097077052e-07,0.7833214540270848,True,Protein Coding,0.871804284208175
SEMA3A,4.874084495054834,2.129899869218484e-87,0.9830283253717285,0.9856798455690186,3.9128239360067245e-07,0.7605131860299359,True,Protein Coding,0.8717704145922842
ALOX5AP,3.7232736627867866,2.7254962963027343e-60,0.9655856825674494,0.7220864932287947,4.6512005931580144e-07,0.7778569731527679,True,Protein Coding,0.8717209224050328
KDELR3,2.6982986039157635,7.21905470264261e-54,0.9684451322074951,0.5350789688762179,6.795494037654815e-07,0.7748871465906391,True,Protein Coding,0.8716655470588617
B3GNT5,2.9250047500504603,1.3058444470719885e-64,0.9722465181995559,0.7389183178902359,2.6031081498416483e-06,0.7709669755286291,True,Protein Coding,0.8716044779774662
FAM83A,8.409673968916099,3.7455210544559435e-83,0.9629112561394065,0.7840449132810647,4.017341147844265e-06,0.7802328344024709,True,Protein Coding,0.871568543868698
P3H2,2.9541678833344545,1.928218471961287e-57,0.9554262261992869,0.7239365098598252,7.167826225111213e-08,0.7873604181515799,True,Protein Coding,0.8713932597154742
CLDN18,7.35893940321604,2.818391214186667e-55,0.9160835632106574,1.7168374031836544,7.511635661896962e-09,0.8263245426467094,True,Protein Coding,0.871204046384516
AFAP1-AS1,7.347714825405369,1.5879485720143075e-83,0.9611955863553792,0.9435760584461867,1.0530076300348006e-07,0.7811831789023521,True,Protein Coding,0.871189290891959
ADTRP,5.7675857229361505,2.2458265101261655e-70,0.9766029738276256,0.5083938631503919,0.00031694141631477226,0.7659776669042528,True,Protein Coding,0.8710141723777811
FER1L6,7.616450841014599,2.6582245814911318e-64,0.9333916436789343,1.069847156094084,1.3129641918063008e-06,0.8082679971489665,True,Protein Coding,0.8708286770455791
SPRY4,3.0165417176882197,2.2005576840539175e-66,0.9828264818677251,0.5040108458066044,3.095284894618339e-06,0.7586124970301734,True,Protein Coding,0.8707167943240661
C15orf48,5.1783812386463035,1.1393843193275206e-81,0.9757955998116128,0.6052476811594225,1.7170793847689397e-06,0.765264908529342,True,Protein Coding,0.8705287594009241
WFDC2,4.569389315750522,1.4750220351995257e-72,0.9749714055035995,0.6702461582323593,1.943899548979932e-07,0.7659776669042527,True,Protein Coding,0.8704743669924203
CDH2,4.278253983045145,3.455945411083125e-79,0.9670995088474735,0.7829136516987409,1.3036674047730557e-06,0.7733428367783322,True,Protein Coding,0.8702200383339248
E2F7,3.1411740631097356,7.317591234397614e-53,0.9372939514229968,0.525563468757424,1.244245154208539e-07,0.8030411023996198,True,Protein Coding,0.8701674186411353
CALD1,3.151115565498217,3.16105726796901e-54,0.9608087196393731,0.9607353979567579,1.2425754506065986e-07,0.7792824899025896,True,Protein Coding,0.8700454966612504
PRDM1,3.834568980017493,5.743083257592445e-88,0.9804211801116868,0.8796957543359483,6.538967024135146e-07,0.7588500831551437,True,Protein Coding,0.8696350629815435
EPS8,2.6110053152122723,7.738588664103865e-50,0.956183139339299,0.7461530672368717,4.142234519746694e-07,0.7830838679021144,True,Protein Coding,0.8696331433981148
RCN1,3.24744221893292,1.1625004838280606e-62,0.992935477359887,0.5799790354003314,1.166016642284063e-05,0.7462580185317178,True,Protein Coding,0.8695866083030006
KLK7,8.168314441902712,5.266498280650606e-69,0.948176680347171,0.7369456450463283,1.266823420719584e-08,0.7909242100261344,True,Protein Coding,0.869550434170984
SCIN,4.567600689631972,4.2191109198004834e-80,0.9806566641996906,0.5919576075077218,2.405239998625742e-05,0.7581373247802329,True,Protein Coding,0.8693760834057035
GPR87,8.042934935746484,9.969175766251837e-72,0.947436587499159,0.7689182133523391,6.329893185911905e-08,0.7911617961511048,True,Protein Coding,0.8692991367994216
IL1A,6.207230895512343,1.917173292122984e-65,0.9515575590392249,0.5408424756474224,0.00022420806251745984,0.7871228320266097,True,Protein Coding,0.8691452824520083
MXD1,2.7875158245307143,2.932408794114717e-59,0.9704131063715268,0.7183250795913523,2.4971500936561288e-06,0.7676407697790448,True,Protein Coding,0.8690247679845859
GBP3,3.567018626791361,1.3283765702458394e-65,0.9563513422593016,0.8146154597291515,1.0594604784435712e-06,0.7816583511522927,True,Protein Coding,0.8690039260295065
FAM91A1,1.6532159893695755,8.26604054078666e-31,0.9542488057592681,0.526706726063197,2.2986150015024632e-07,0.7835590401520551,True,Protein Coding,0.8689037232281024
MFAP2,3.0076292437596712,3.354267264047569e-47,0.939749714055036,0.6863284651936326,1.593351106418016e-08,0.7980517937752435,True,Protein Coding,0.8689007400705
SLC7A7,3.5480342595707457,2.4791359013215344e-74,0.9778308551436453,0.5662197529104303,1.2746320556498168e-05,0.7598004276550249,True,Protein Coding,0.8688045671966653
FBXL2,1.7676454921617437,8.491383222442394e-34,0.9202886362107247,0.6144281492040875,2.295958459029057e-09,0.8172962698978379,True,Protein Coding,0.8687924510595698
TIMP2,3.0452728755971217,4.064676227111225e-52,0.9741303909035861,0.705839883582799,1.1713387764668928e-06,0.7633642195295794,True,Protein Coding,0.8687462876191773
MYO1D,2.053499529031824,1.2340294114711925e-76,0.9661743927874588,0.5502228415300561,2.4728189062027014e-06,0.7712045616535994,True,Protein Coding,0.8686873291087662
KIF13B,2.2634483179707994,2.4273785024429803e-46,0.9693870685595102,0.5908953932050363,3.4855618147796424e-07,0.7676407697790449,True,Protein Coding,0.8685136164433823
CORO1C,2.8929463163560523,3.0421402712839827e-59,0.9798324698916773,0.6653698859586594,5.8505436038339675e-06,0.7571869802803517,True,Protein Coding,0.8685046438319975
L3MBTL3,2.178437441969993,3.4237251587431617e-50,0.9643409809594296,0.5959538370159185,1.0467006095015273e-07,0.7726300784034212,True,Protein Coding,0.868485438776992
CEP170,2.879458144385386,9.269562177188197e-64,0.972128776155554,0.783233883345213,5.761932854269015e-07,0.7647897362794014,True,Protein Coding,0.8684587558170856
COMP,6.142810620332369,4.2716972864305436e-77,0.953256408531252,1.2045463625564263,2.91379774590803e-07,0.7830838679021145,True,Protein Coding,0.8681698852494641
DOCK5,1.6909766601628202,5.167068612122594e-29,0.9018199555944291,0.7854558873841766,3.1187003777029356e-10,0.8344024708956997,True,Protein Coding,0.8681112129743265
COL1A1,6.3833700968848825,1.4050878558034579e-101,0.984743995155756,1.5252154169636487,6.652225888971166e-07,0.7507721549061535,True,Protein Coding,0.8677574977786815
OXR1,1.6594433391643677,1.0705399241263092e-29,0.9314573100989032,0.5130710287479214,4.747721653848152e-08,0.8039914468995012,True,Protein Coding,0.867724337302064
CHST11,3.1162146807508577,9.643700386897192e-55,0.9494718428311916,0.6097797624138748,3.850644432453734e-07,0.7859349014017581,True,Protein Coding,0.867703037994759
MVP,2.2159995290318237,8.197583072595034e-32,0.9543329072192693,0.5088243383226416,3.371293645490703e-07,0.7809455927773818,True,Protein Coding,0.8676389574916566
TXN,2.716637583260445,2.3920134762478744e-45,0.9913880104958621,0.5799639938227639,8.86025496658773e-06,0.7434069850320741,True,Protein Coding,0.8673898124009806
LGR5,5.737637902845995,3.441360700981805e-84,0.9809426091636951,0.7289951579947731,9.122497577372866e-06,0.753623188405797,True,Protein Coding,0.8672749869986031
SLFN13,2.433609506829038,3.4209508195401542e-40,0.9293043127228688,0.5633618175338562,2.097875741845212e-08,0.8049417913993823,True,Protein Coding,0.8671230338699614
PSMB8,3.348254618852183,5.915986527135177e-61,0.9884444593958152,0.5319047327156108,2.4899263518854853e-06,0.7453076740318365,True,Protein Coding,0.8668739082562634
GREB1L,4.079400053824935,1.7315319052174363e-52,0.9397833546390366,0.6443090377761944,2.955933775192042e-08,0.793775243525778,True,Protein Coding,0.8667792734609852
LGALS1,4.214536412568122,3.882767454991959e-68,0.9848617371997577,0.6279688310762666,1.8332253503682594e-06,0.7486338797814208,True,Protein Coding,0.8667462195465344
IL2RA,5.963869740294692,1.4680569054560352e-80,0.9819686469757115,0.5438269470182919,6.2901713597342585e-06,0.7514849132810644,True,Protein Coding,0.8667213282684189
PARP14,2.2822801150507974,4.978585681335544e-46,0.9589248469353429,0.7713575172249927,4.736131946670136e-07,0.7738180090282728,True,Protein Coding,0.866371017656868
NMI,2.982761875126152,1.3743937527957007e-64,0.9834824732557357,0.6073852744119757,8.60691270513423e-06,0.7488714659063911,True,Protein Coding,0.866169514471499
DYNLT1,2.7520516685729675,1.2122431672432431e-48,0.9913207293278612,0.5320739961986227,1.1174571472851335e-05,0.7407935376574009,True,Protein Coding,0.8660474556752933
GPSM2,2.1974145024557625,8.607658719863957e-50,0.9541983448832673,0.7217472535043958,9.82706730948875e-07,0.7776193870277976,True,Protein Coding,0.8659080150210615
RHPN2,2.7650295734373946,7.603992141712891e-53,0.9443248334791092,0.6877002375861245,2.9571304943619236e-07,0.7871228320266095,True,Protein Coding,0.8657235767470248
KIAA1551,2.4492279654174793,1.5679779129465837e-47,0.9742481329475879,0.5720544761225943,1.1511680197352579e-05,0.7571869802803516,True,Protein Coding,0.8657075907503168
COLGALT1,2.2261606506088936,1.3834218948219004e-39,0.9704803875395277,0.5487717201235451,5.885240037588401e-07,0.7605131860299358,True,Protein Coding,0.8654962774190975
PTK7,3.105924665276189,5.310033593623343e-60,0.9777299333916436,0.6046012116892383,9.675131452071866e-07,0.7531480161558565,True,Protein Coding,0.8654381374501656
MIR31HG,7.508759923972279,2.9959855545698908e-65,0.9256543093588104,0.8311428961748635,4.196140751247219e-08,0.8051793775243525,True,Protein Coding,0.8654168071274726
IFI44L,4.000676838457915,2.425550084906674e-62,0.9387909574110206,1.421541456402947,3.611953059458958e-08,0.7918745545260156,True,Protein Coding,0.8653327247131052
CNN2,2.2092579593621746,2.243731660973517e-34,0.9382695283590122,0.5740861891185549,1.084686688985522e-07,0.7923497267759563,True,Protein Coding,0.8653095337085008
SEMA3C,5.528130582654915,2.3728381965747846e-106,0.9752405301756039,1.2586981800902812,1.666458204101176e-06,0.7552862912805892,True,Protein Coding,0.865261968802787
DSG2,2.7126503263136654,3.836351964700074e-54,0.9749714055035995,0.9038223853646921,3.72303923463091e-05,0.7555238774055594,True,Protein Coding,0.8652154279454114
ANKLE2,1.3917286785978602,6.157346603865082e-21,0.9360997106909776,0.5283633594678063,1.4084819441276769e-07,0.7942504157757188,True,Protein Coding,0.8651749413750026
TIMP1,4.767543567920339,1.20423616821295e-67,0.989874184215838,0.7569289783796656,1.3896254059201735e-05,0.7403183654074602,True,Protein Coding,0.8650842532140286
MUC16,7.6833960808719635,1.033330710551525e-62,0.9322478638229159,1.1855164314564037,7.800575121640206e-09,0.7978142076502732,True,Protein Coding,0.865031028988855
IFI44,2.829464223238915,6.5861762335086345e-49,0.9337616901029402,1.0850643549536718,5.554973778274883e-08,0.7956759325255406,True,Protein Coding,0.864718763279337
TYMS,2.571803528897261,2.037887816298559e-51,0.9761992868196192,0.6420552197671654,7.138100670490202e-06,0.7531480161558565,True,Protein Coding,0.8646674793601663
PDGFC,2.3328818038081143,1.5840788132979345e-37,0.9277232052748434,0.8153313352340206,3.727206779616763e-08,0.8011404133998573,True,Protein Coding,0.8644317771181894
OLFML2B,5.94534242750454,1.67428159282384e-104,0.9931205005718899,0.9262553052981701,4.627700003618738e-06,0.7355666429080542,True,Protein Coding,0.864339571817222
FAR2,3.7033145596447556,1.5819648468712918e-91,0.9929186570678867,0.51200469470183,2.1406738370832403e-05,0.7355666429080542,True,Protein Coding,0.8642241493716734
TINAGL1,2.718985517728586,5.402000427167347e-45,0.9453004104151247,0.5604984580660499,4.069842288250746e-07,0.7830838679021145,True,Protein Coding,0.8641917874460482
UBA6,1.6386505584336948,3.304884457773293e-30,0.9221725089147547,0.5855438607745294,1.6968992561553478e-08,0.8061297220242337,True,Protein Coding,0.8641511008057203
ADAM22,3.0936042488057596,2.145814324420391e-72,0.9673181726434771,0.6808947992397254,2.64853158929622e-06,0.7609883582798765,True,Protein Coding,0.8641509767244553
NCEH1,2.949146521563615,7.663445764710027e-65,0.9727006660835631,0.6027633333333338,4.004517814653369e-06,0.7555238774055595,True,Protein Coding,0.8641088113915752
RNF149,1.5889878658413514,3.8103883949530963e-25,0.9485130861871761,0.5626192040864808,2.711743592179359e-06,0.7795200760275599,True,Protein Coding,0.8640142381159406
CAPN9,7.465092669716746,4.896901018383618e-75,0.9679237031554868,0.6158506414825378,1.28397930070135e-05,0.7600380137799954,True,Protein Coding,0.8639697651323563
TMEM173,3.454911299872166,9.785511777984003e-69,0.983566574715737,0.5616723877405558,2.1819608536702896e-06,0.7441197434069851,True,Protein Coding,0.8638412741894044
CLDN4,2.6499676478503655,5.061938860635082e-37,0.9262934804548207,0.8006313471133284,2.761765326799121e-07,0.8013779995248278,True,Protein Coding,0.8638355014186647
CALM2,2.903087579896386,1.6462802246690934e-45,0.9896050595438337,0.5130490068899958,2.431620802132035e-05,0.7379425041577572,True,Protein Coding,0.8637527781478326
UACA,2.002757246181794,1.4394600349072096e-35,0.9576128641593218,0.6180186813970083,7.345280221510141e-07,0.7695414587788073,True,Protein Coding,0.8635765271474402
CSGALNACT2,2.2738590829576797,3.558490231631086e-47,0.9582688555473323,0.6260393703967697,5.118717965969146e-06,0.7688287004038964,True,Protein Coding,0.8635443577129701
GBP2,4.229860798627462,9.616929471121943e-81,0.9838188790957411,0.6938346139225491,6.782331747476749e-06,0.7431693989071039,True,Protein Coding,0.8634882824977098
DPCR1,8.67820988360358,1.149003644234952e-63,0.9240227410347843,1.7805647897362809,1.3177600501964817e-07,0.8028035162746497,True,Protein Coding,0.8634130148775844
TSPAN8,4.463567126421315,2.1618508166509357e-64,0.952129448967234,1.3899922095509636,2.44367752271829e-06,0.7745307674031836,True,Protein Coding,0.8633279984848287
IL18,3.2301828567583932,1.2378866406170356e-58,0.9540133216712642,0.795329109052032,5.205481670398865e-07,0.7726300784034213,True,Protein Coding,0.8633212506368143
MAML2,2.667018912736325,1.171093755755112e-63,0.969555271479513,0.53668717034925,1.3108334630930685e-06,0.7562366357804705,True,Protein Coding,0.8628948225171006
WNT2,7.8208356926596245,8.88218803876642e-94,0.970312184619525,0.5557967046804473,4.222451181731664e-06,0.7552862912805891,True,Protein Coding,0.8627955948223952
RAB25,2.4688352385117387,1.6091691695266312e-37,0.9661912130794591,0.7879633618436674,6.298942032672555e-05,0.7588500831551437,True,Protein Coding,0.8624663184416567
PLS1,3.386745199488663,7.885538181535638e-69,0.9659893695754559,0.9371902898550726,1.982143618746794e-05,0.7588500831551437,True,Protein Coding,0.8624026319677267
CKMT1A,3.5451323084168744,2.3945409073310407e-70,0.9712877615555406,0.6671786208125434,9.22228926805992e-06,0.753385602280827,True,Protein Coding,0.8623287291998567
HCP5,3.5894035759940803,2.356272807807111e-74,0.9813799367557021,0.5053501686861495,3.530326243183828e-05,0.7431693989071039,True,Protein Coding,0.8622442267225163
ERN2,6.606400507972818,4.296640070389806e-60,0.9437697638431003,0.7092224970301721,6.578050061438813e-08,0.7807080066524115,True,Protein Coding,0.8622388285292503
PLEKHG1,3.5384463365404026,1.7940917544091583e-85,0.9804211801116868,0.6696513067236882,6.460679070761179e-06,0.7438821572820147,True,Protein Coding,0.862146098611609
PLEKHA2,2.7438366413240933,7.741581807244189e-73,0.9679741640314875,0.5803316155856493,1.3366691841658004e-06,0.7562366357804704,True,Protein Coding,0.8621042475562574
SPDL1,2.0377208067012047,1.4262094054358918e-46,0.9685124133754962,0.5710126823473503,2.64853158929622e-06,0.7555238774055596,True,Protein Coding,0.8620158623082393
KDELC1,2.9788084572428177,1.0488674774384264e-71,0.982742380407724,0.6178901425516736,1.3149903035628695e-05,0.7412687099073414,True,Protein Coding,0.8619942098681977
HLA-F,3.6152323723339834,6.095018896177973e-65,0.9844580501917513,0.6332384240120383,3.476420461214768e-06,0.739368020907579,True,Protein Coding,0.8619100391775526
LMNB1,3.5605079055372397,2.4366551439000206e-86,0.9865942272757855,0.5077915395580916,5.276032603303542e-05,0.7372297457828463,True,Protein Coding,0.8618665117718948
CLDN12,1.8321536634595978,4.316557734994714e-32,0.9499091704231984,0.5060183820384863,2.685350916764756e-07,0.7738180090282727,True,Protein Coding,0.8618633582851175
CLIP4,1.754226888918791,3.361460279423383e-29,0.922996703222768,0.7415540936089329,2.567462059642543e-08,0.8004276550249466,True,Protein Coding,0.861712156999724
SERPINH1,3.9850327457444665,3.57119522212186e-73,0.9884949202718158,0.6370483155143747,9.79542229403325e-06,0.7348538845331433,True,Protein Coding,0.8616659619378281
ELK3,3.4241087667361914,2.518948650127531e-78,0.9829442239117271,0.5041565288667149,1.1886533761888007e-05,0.7403183654074601,True,Protein Coding,0.8616210528501194
SPARC,5.418763079459057,5.21666851823879e-90,0.990176949471843,1.0341804941791395,5.493223828243796e-06,0.7329531955333808,True,Protein Coding,0.861560339732826
MMP13,8.647941633586758,1.1617521454956152e-101,0.9800174931036804,0.6318130624851506,2.2164546542092287e-05,0.7429318127821335,True,Protein Coding,0.861455558747867
CDC6,2.5175156731480857,6.543469163801624e-51,0.9388245979950212,0.7168506628652889,3.193508774530959e-07,0.7840342124019958,True,Protein Coding,0.8614291301002721
PXDN,3.6467698614007937,1.911884884399447e-76,0.9776121913476418,0.9616179733903536,3.9327015970973955e-06,0.7445949156569257,True,Protein Coding,0.8611001670389636
VSNL1,3.3110379129381693,4.352172672608147e-60,0.9668808450514701,0.5192694250415784,1.368438870439428e-06,0.7552862912805893,True,Protein Coding,0.8610823898258043
MXRA5,4.02499468142367,1.2244107984265112e-63,0.9473356657471574,0.944452542171538,3.5151965296792024e-07,0.774768353528154,True,Protein Coding,0.8610517069609521
CTSK,4.815361939043262,8.07836947949462e-91,0.9798324698916773,1.1889551104775489,2.2139014301829244e-06,0.7422190544072226,True,Protein Coding,0.8610238559232837
IFITM10,3.5542586893628476,3.5614822043877583e-71,0.9674190943954788,0.554709320503683,1.6377746572371308e-06,0.754335946780708,True,Protein Coding,0.8608761106647073
MMP1,8.654652065531858,6.282559133023586e-83,0.9769898405436319,1.1915540959847952,7.631983603598934e-05,0.744832501781896,True,Protein Coding,0.8608454665633393
IDO1,5.7482711262867525,6.846801745228214e-77,0.9887976855278207,0.7760766429080532,4.88996503179707e-05,0.7329531955333808,True,Protein Coding,0.8608333440225915
MMP3,4.836359045953039,5.674751632056326e-46,0.9482944223911727,0.6219286718935617,4.736132666862979e-06,0.7733428367783323,True,Protein Coding,0.8608145526335206
IL1R2,4.170515333378187,5.15257216521867e-57,0.953004104151248,0.7517840057020653,1.3199784503028583e-05,0.7685911142789261,True,Protein Coding,0.8607862468721448
APBB2,1.963994661239319,6.127668416137417e-39,0.9559644755432954,0.597914141126159,2.8616797506719606e-06,0.7655024946543123,True,Protein Coding,0.8607310219552188
SRPX2,3.701195014465451,2.839386782442223e-69,0.95687277131131,1.0725678997386572,1.452500517548121e-06,0.7640769779044904,True,Protein Coding,0.8604736247676995
COL4A2,3.6251637051739216,1.5542356184903794e-65,0.9811612729596986,0.6729349536707048,4.0211228042491645e-06,0.739368020907579,True,Protein Coding,0.8602611877038493
CAMSAP2,2.531976966292135,1.3465975964771769e-58,0.9745845387875933,0.5473822784509386,2.2919846086589443e-05,0.7457828462817772,True,Protein Coding,0.8601639772568462
RNF145,2.7931454719773927,2.1610089150093317e-55,0.9795969858036735,0.5607511689237343,2.572693833104575e-06,0.7400807792824899,True,Protein Coding,0.8598366704408912
ANKRD50,2.597232439615152,1.8293018433902382e-62,0.9619524994953912,0.6936042219054395,1.222206774317287e-06,0.757424566405322,True,Protein Coding,0.8596874822332077
SULT1B1,5.79992422458454,1.3305613141251933e-72,0.9613301486913813,0.8657947873604179,0.00012844854567857863,0.7581373247802329,True,Protein Coding,0.8596233051876525
FLNA,2.9323977662652227,5.248988942105619e-43,0.9539123999192626,0.928097312900924,3.5151965296792024e-07,0.7652649085293418,True,Protein Coding,0.8595883520619968
COL3A1,6.13966465720245,7.835314313567088e-100,0.9840207225997443,1.421350306486099,2.1220735115718045e-06,0.7348538845331433,True,Protein Coding,0.859435479777307
HIST1H2BD,2.988836654780326,9.772469714804218e-42,0.9109870147345759,0.6602260608220485,6.72009914722406e-08,0.8077928248990259,True,Protein Coding,0.8593898620649463
DNAJA4,2.0201022370988357,3.936056328419929e-44,0.9299098432348786,0.5630243169398907,6.948379245474559e-06,0.788310762651461,True,Protein Coding,0.8591043335189713
SH3PXD2B,2.2107394604050326,1.559899549332163e-41,0.9457209177151316,0.6140127179852692,2.321231060385029e-07,0.772392492278451,True,Protein Coding,0.8590565055898806
LRRC32,3.2615086927269066,7.229155659562262e-64,0.9811108120836979,0.502814210026135,1.8357895286431142e-05,0.736992159657876,True,Protein Coding,0.8590357154935636
GSDMB,2.1617837751463362,3.3028848740931044e-31,0.8959833142703357,0.7126436920883812,1.0078284992290443e-08,0.8220479923972439,True,Protein Coding,0.8590156446763852
MUC17,8.817488000403685,3.7757968081402283e-65,0.9308181390028931,1.303507802328344,1.6936781353651478e-06,0.7868852459016393,True,Protein Coding,0.8588502378339332
ID1,2.890197117001951,2.439262848688063e-45,0.9472683845791564,0.7312121739130442,2.9738292304136093e-07,0.770016631028748,True,Protein Coding,0.8586422524583333
TUBA1C,3.2701146201978073,3.04474105908347e-55,0.9701608019915225,0.5767232596816338,1.76989343818425e-05,0.7469707769066286,True,Protein Coding,0.8585505937495056
