gene,cell_type,mean_expression,percent_expressing_fraction,n_cells,is_target_compartment,is_off_target_compartment,source_h5ad,annotation_version
CEACAM1,malignant ductal / epithelial,1.5845686197280884,0.3453521126760563,3550,1,0,GSE154778,v4_unbiased_metadata
VSNL1,malignant ductal / epithelial,0.07463224232196808,0.016619718309859154,3550,1,0,GSE154778,v4_unbiased_metadata
IFITM10,malignant ductal / epithelial,0.2510882616043091,0.055492957746478874,3550,1,0,GSE154778,v4_unbiased_metadata
STIL,malignant ductal / epithelial,0.30761605501174927,0.07014084507042254,3550,1,0,GSE154778,v4_unbiased_metadata
CTSK,malignant ductal / epithelial,0.19809140264987946,0.04112676056338028,3550,1,0,GSE154778,v4_unbiased_metadata
OXR1,malignant ductal / epithelial,1.8678044080734253,0.39605633802816903,3550,1,0,GSE154778,v4_unbiased_metadata
CEP55,malignant ductal / epithelial,0.5399705171585083,0.12281690140845071,3550,1,0,GSE154778,v4_unbiased_metadata
ST6GALNAC1,malignant ductal / epithelial,1.2015290260314941,0.25267605633802814,3550,1,0,GSE154778,v4_unbiased_metadata
TSPAN8,malignant ductal / epithelial,4.368441581726074,0.8585915492957746,3550,1,0,GSE154778,v4_unbiased_metadata
CSGALNACT2,malignant ductal / epithelial,0.36186495423316956,0.07774647887323943,3550,1,0,GSE154778,v4_unbiased_metadata
CLIP4,malignant ductal / epithelial,0.6431013345718384,0.14084507042253522,3550,1,0,GSE154778,v4_unbiased_metadata
COL1A1,malignant ductal / epithelial,0.9179717898368835,0.18704225352112677,3550,1,0,GSE154778,v4_unbiased_metadata
NEK7,malignant ductal / epithelial,1.6678823232650757,0.3563380281690141,3550,1,0,GSE154778,v4_unbiased_metadata
ELK3,malignant ductal / epithelial,0.9519443511962891,0.21070422535211267,3550,1,0,GSE154778,v4_unbiased_metadata
MAML2,malignant ductal / epithelial,1.0615766048431396,0.2295774647887324,3550,1,0,GSE154778,v4_unbiased_metadata
CHST11,malignant ductal / epithelial,0.5727017521858215,0.1323943661971831,3550,1,0,GSE154778,v4_unbiased_metadata
CEP170,malignant ductal / epithelial,0.576960027217865,0.12338028169014084,3550,1,0,GSE154778,v4_unbiased_metadata
MYO1D,malignant ductal / epithelial,1.248659372329712,0.2746478873239437,3550,1,0,GSE154778,v4_unbiased_metadata
RAB23,malignant ductal / epithelial,0.11725147813558578,0.025070422535211266,3550,1,0,GSE154778,v4_unbiased_metadata
CORO1C,malignant ductal / epithelial,1.57990562915802,0.3456338028169014,3550,1,0,GSE154778,v4_unbiased_metadata
SPRY4,malignant ductal / epithelial,0.6852452158927917,0.14309859154929577,3550,1,0,GSE154778,v4_unbiased_metadata
WNT2,malignant ductal / epithelial,0.002694175112992525,0.0005633802816901409,3550,1,0,GSE154778,v4_unbiased_metadata
COMP,malignant ductal / epithelial,0.15220202505588531,0.03126760563380282,3550,1,0,GSE154778,v4_unbiased_metadata
KIF13B,malignant ductal / epithelial,1.3629131317138672,0.2991549295774648,3550,1,0,GSE154778,v4_unbiased_metadata
CCL18,malignant ductal / epithelial,0.09524001181125641,0.01971830985915493,3550,1,0,GSE154778,v4_unbiased_metadata
KDELC1,malignant ductal / epithelial,0.0481259785592556,0.010422535211267606,3550,1,0,GSE154778,v4_unbiased_metadata
HLA-F,malignant ductal / epithelial,1.7782162427902222,0.37690140845070425,3550,1,0,GSE154778,v4_unbiased_metadata
COL4A2,malignant ductal / epithelial,0.23127217590808868,0.04929577464788732,3550,1,0,GSE154778,v4_unbiased_metadata
NRG3,malignant ductal / epithelial,0.14605873823165894,0.03126760563380282,3550,1,0,GSE154778,v4_unbiased_metadata
CD82,malignant ductal / epithelial,2.502235174179077,0.5242253521126761,3550,1,0,GSE154778,v4_unbiased_metadata
CAMSAP2,malignant ductal / epithelial,0.7453895211219788,0.1636619718309859,3550,1,0,GSE154778,v4_unbiased_metadata
LEMD1,malignant ductal / epithelial,1.5029234886169434,0.3247887323943662,3550,1,0,GSE154778,v4_unbiased_metadata
KRT7,malignant ductal / epithelial,3.843982696533203,0.7771830985915493,3550,1,0,GSE154778,v4_unbiased_metadata
RAB25,malignant ductal / epithelial,3.049173593521118,0.6450704225352113,3550,1,0,GSE154778,v4_unbiased_metadata
NUF2,malignant ductal / epithelial,0.2791064977645874,0.0647887323943662,3550,1,0,GSE154778,v4_unbiased_metadata
CKMT1A,malignant ductal / epithelial,0.6768913865089417,0.14253521126760563,3550,1,0,GSE154778,v4_unbiased_metadata
ASPN,malignant ductal / epithelial,0.11195789277553558,0.022816901408450704,3550,1,0,GSE154778,v4_unbiased_metadata
ERN2,malignant ductal / epithelial,1.479427456855774,0.30901408450704226,3550,1,0,GSE154778,v4_unbiased_metadata
PLEKHG1,malignant ductal / epithelial,0.41800814867019653,0.09098591549295774,3550,1,0,GSE154778,v4_unbiased_metadata
PLEKHA2,malignant ductal / epithelial,0.5840363502502441,0.12845070422535212,3550,1,0,GSE154778,v4_unbiased_metadata
IGFL2,malignant ductal / epithelial,0.09448204934597015,0.019436619718309858,3550,1,0,GSE154778,v4_unbiased_metadata
KNTC1,malignant ductal / epithelial,0.3467825651168823,0.08056338028169015,3550,1,0,GSE154778,v4_unbiased_metadata
BRIP1,malignant ductal / epithelial,0.18439443409442902,0.04338028169014085,3550,1,0,GSE154778,v4_unbiased_metadata
HLA-C,malignant ductal / epithelial,3.7646639347076416,0.7636619718309859,3550,1,0,GSE154778,v4_unbiased_metadata
CST2,malignant ductal / epithelial,0.08112380653619766,0.017746478873239435,3550,1,0,GSE154778,v4_unbiased_metadata
DNAJA4,malignant ductal / epithelial,1.6353760957717896,0.34732394366197183,3550,1,0,GSE154778,v4_unbiased_metadata
SLC7A7,malignant ductal / epithelial,0.683139443397522,0.14535211267605633,3550,1,0,GSE154778,v4_unbiased_metadata
FXYD3,malignant ductal / epithelial,4.360965728759766,0.8433802816901409,3550,1,0,GSE154778,v4_unbiased_metadata
KPNA2,malignant ductal / epithelial,1.1210585832595825,0.24366197183098592,3550,1,0,GSE154778,v4_unbiased_metadata
SPOCK1,malignant ductal / epithelial,0.057371124625205994,0.011830985915492958,3550,1,0,GSE154778,v4_unbiased_metadata
IL1A,malignant ductal / epithelial,0.05433468148112297,0.011830985915492958,3550,1,0,GSE154778,v4_unbiased_metadata
GBP3,malignant ductal / epithelial,1.9019434452056885,0.4095774647887324,3550,1,0,GSE154778,v4_unbiased_metadata
GAPDH,malignant ductal / epithelial,5.406096458435059,0.9394366197183098,3550,1,0,GSE154778,v4_unbiased_metadata
SMC6,malignant ductal / epithelial,0.8324702978134155,0.18253521126760563,3550,1,0,GSE154778,v4_unbiased_metadata
CALD1,malignant ductal / epithelial,0.9521863460540771,0.2028169014084507,3550,1,0,GSE154778,v4_unbiased_metadata
DGKA,malignant ductal / epithelial,0.624682605266571,0.14309859154929577,3550,1,0,GSE154778,v4_unbiased_metadata
KLK7,malignant ductal / epithelial,1.0701407194137573,0.23830985915492958,3550,1,0,GSE154778,v4_unbiased_metadata
PRDM1,malignant ductal / epithelial,0.33998388051986694,0.07380281690140846,3550,1,0,GSE154778,v4_unbiased_metadata
GPR87,malignant ductal / epithelial,0.3539160192012787,0.08056338028169015,3550,1,0,GSE154778,v4_unbiased_metadata
KCNN4,malignant ductal / epithelial,1.9860535860061646,0.42,3550,1,0,GSE154778,v4_unbiased_metadata
MXD1,malignant ductal / epithelial,1.5105571746826172,0.3219718309859155,3550,1,0,GSE154778,v4_unbiased_metadata
CLEC7A,malignant ductal / epithelial,0.037596169859170914,0.008169014084507042,3550,1,0,GSE154778,v4_unbiased_metadata
S100A6,malignant ductal / epithelial,6.014455795288086,0.9538028169014084,3550,1,0,GSE154778,v4_unbiased_metadata
SULT1B1,malignant ductal / epithelial,0.49079301953315735,0.10056338028169014,3550,1,0,GSE154778,v4_unbiased_metadata
EPS8,malignant ductal / epithelial,3.356611728668213,0.7056338028169014,3550,1,0,GSE154778,v4_unbiased_metadata
ANKRD50,malignant ductal / epithelial,0.45355740189552307,0.09887323943661971,3550,1,0,GSE154778,v4_unbiased_metadata
FLNA,malignant ductal / epithelial,1.799071192741394,0.38422535211267606,3550,1,0,GSE154778,v4_unbiased_metadata
GALNT5,malignant ductal / epithelial,1.4888989925384521,0.32084507042253524,3550,1,0,GSE154778,v4_unbiased_metadata
COL3A1,malignant ductal / epithelial,0.6641837358474731,0.13577464788732393,3550,1,0,GSE154778,v4_unbiased_metadata
SCIN,malignant ductal / epithelial,0.8654233813285828,0.18394366197183099,3550,1,0,GSE154778,v4_unbiased_metadata
HIST1H2BD,malignant ductal / epithelial,1.601205825805664,0.33661971830985915,3550,1,0,GSE154778,v4_unbiased_metadata
WFDC2,malignant ductal / epithelial,3.461318254470825,0.7098591549295775,3550,1,0,GSE154778,v4_unbiased_metadata
TEP1,malignant ductal / epithelial,0.5237517356872559,0.1115492957746479,3550,1,0,GSE154778,v4_unbiased_metadata
MARCO,malignant ductal / epithelial,0.10251078009605408,0.021971830985915493,3550,1,0,GSE154778,v4_unbiased_metadata
KCND2,malignant ductal / epithelial,0.010221125558018684,0.0022535211267605635,3550,1,0,GSE154778,v4_unbiased_metadata
UBE2C,malignant ductal / epithelial,1.0469069480895996,0.21943661971830986,3550,1,0,GSE154778,v4_unbiased_metadata
ARL6IP1,malignant ductal / epithelial,4.025253772735596,0.816056338028169,3550,1,0,GSE154778,v4_unbiased_metadata
C15orf48,malignant ductal / epithelial,2.7023091316223145,0.5546478873239437,3550,1,0,GSE154778,v4_unbiased_metadata
MISP,mast cells,2.4596784114837646,0.5084745762711864,59,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,mast cells,3.8812854290008545,0.7796610169491526,59,0,1,GSE154778,v4_unbiased_metadata
MMP12,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
CCNB1,mast cells,1.5654860734939575,0.3220338983050847,59,0,1,GSE154778,v4_unbiased_metadata
AGR2,mast cells,2.691807985305786,0.5423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
PLAC8,mast cells,3.725781202316284,0.7627118644067796,59,0,1,GSE154778,v4_unbiased_metadata
LAMA3,mast cells,2.2033181190490723,0.4576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,mast cells,1.3948434591293335,0.288135593220339,59,0,1,GSE154778,v4_unbiased_metadata
MMP9,mast cells,0.0785614401102066,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
CST1,mast cells,0.5589659214019775,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
GRN,mast cells,3.8502357006073,0.7796610169491526,59,0,1,GSE154778,v4_unbiased_metadata
RCN1,mast cells,2.7957584857940674,0.576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
CTTN,mast cells,3.4865903854370117,0.711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
SDC1,mast cells,3.3731110095977783,0.6949152542372882,59,0,1,GSE154778,v4_unbiased_metadata
TPX2,mast cells,0.9150598049163818,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
TOP2A,mast cells,1.2274218797683716,0.2542372881355932,59,0,1,GSE154778,v4_unbiased_metadata
PTPRR,mast cells,0.8177345395088196,0.1694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
ETV1,mast cells,0.7449011206626892,0.15254237288135594,59,0,1,GSE154778,v4_unbiased_metadata
DOCK5,mast cells,1.8014203310012817,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
EDIL3,mast cells,0.8319610357284546,0.1694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,mast cells,2.985825300216675,0.6101694915254238,59,0,1,GSE154778,v4_unbiased_metadata
DSG2,mast cells,2.612980842590332,0.5423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
CAPN9,mast cells,0.8958365321159363,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
ANKLE2,mast cells,2.7243998050689697,0.559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
CDH3,mast cells,1.060555338859558,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
COL17A1,mast cells,1.726471185684204,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
DPCR1,mast cells,1.5361889600753784,0.3220338983050847,59,0,1,GSE154778,v4_unbiased_metadata
COLGALT1,mast cells,1.4825185537338257,0.3050847457627119,59,0,1,GSE154778,v4_unbiased_metadata
LMNB1,mast cells,0.6409582495689392,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
UACA,mast cells,2.556730270385742,0.5254237288135594,59,0,1,GSE154778,v4_unbiased_metadata
SPARC,mast cells,2.9151968955993652,0.5932203389830508,59,0,1,GSE154778,v4_unbiased_metadata
NT5C2,mast cells,1.798079490661621,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
TXN,mast cells,3.3458364009857178,0.6610169491525424,59,0,1,GSE154778,v4_unbiased_metadata
PLS1,mast cells,2.4432525634765625,0.5084745762711864,59,0,1,GSE154778,v4_unbiased_metadata
RNF145,mast cells,3.5577292442321777,0.7288135593220338,59,0,1,GSE154778,v4_unbiased_metadata
LOXL1,mast cells,1.492390513420105,0.3050847457627119,59,0,1,GSE154778,v4_unbiased_metadata
SLC16A1,mast cells,1.7248561382293701,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
CLDN12,mast cells,1.644398808479309,0.3389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
PKM,mast cells,3.409113645553589,0.6779661016949152,59,0,1,GSE154778,v4_unbiased_metadata
PYGB,mast cells,3.312052011489868,0.6779661016949152,59,0,1,GSE154778,v4_unbiased_metadata
IDO1,mast cells,0.2492099404335022,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
PSMB8,mast cells,3.716329574584961,0.7627118644067796,59,0,1,GSE154778,v4_unbiased_metadata
TMEM173,mast cells,2.368433713912964,0.4915254237288136,59,0,1,GSE154778,v4_unbiased_metadata
MMP13,mast cells,0.08445949107408524,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
PXDN,mast cells,0.1648843139410019,0.03389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
CALM2,mast cells,3.3458364009857178,0.6610169491525424,59,0,1,GSE154778,v4_unbiased_metadata
SLC44A4,mast cells,3.0340704917907715,0.6271186440677966,59,0,1,GSE154778,v4_unbiased_metadata
LGR5,mast cells,0.7216581702232361,0.15254237288135594,59,0,1,GSE154778,v4_unbiased_metadata
TIMP1,mast cells,3.3458364009857178,0.6610169491525424,59,0,1,GSE154778,v4_unbiased_metadata
KIF4A,mast cells,0.6575450301170349,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
NEK2,mast cells,0.6528852581977844,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
FBXL2,mast cells,0.49326780438423157,0.1016949152542373,59,0,1,GSE154778,v4_unbiased_metadata
TFF1,mast cells,3.896111011505127,0.7966101694915254,59,0,1,GSE154778,v4_unbiased_metadata
HCP5,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
RNF149,mast cells,3.0563695430755615,0.6271186440677966,59,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,mast cells,1.138640284538269,0.23728813559322035,59,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,mast cells,1.6225829124450684,0.3389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
MMP1,mast cells,1.7121549844741821,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,mast cells,0.9063848853111267,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
IL18,mast cells,3.487797260284424,0.711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
GPX2,mast cells,2.810129404067993,0.576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
CLDN4,mast cells,2.4332821369171143,0.4915254237288136,59,0,1,GSE154778,v4_unbiased_metadata
FAR2,mast cells,0.6459742188453674,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
MXRA5,mast cells,1.8118208646774292,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,mast cells,2.7858633995056152,0.576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
UBA6,mast cells,1.2977136373519897,0.2711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,mast cells,0.2396678626537323,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
ADAM22,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
NCEH1,mast cells,1.3958992958068848,0.288135593220339,59,0,1,GSE154778,v4_unbiased_metadata
IFI44,mast cells,1.9722506999969482,0.4067796610169492,59,0,1,GSE154778,v4_unbiased_metadata
GBP2,mast cells,2.3894388675689697,0.4915254237288136,59,0,1,GSE154778,v4_unbiased_metadata
NMU,mast cells,0.7305565476417542,0.15254237288135594,59,0,1,GSE154778,v4_unbiased_metadata
IFI44L,mast cells,1.225746989250183,0.2542372881355932,59,0,1,GSE154778,v4_unbiased_metadata
GPSM2,mast cells,0.8291188478469849,0.1694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
PDGFC,mast cells,1.2359647750854492,0.2542372881355932,59,0,1,GSE154778,v4_unbiased_metadata
TYMS,mast cells,1.0652352571487427,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
MVP,mast cells,3.813267946243286,0.7796610169491526,59,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,mast cells,3.699223041534424,0.7457627118644068,59,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,mast cells,2.292130470275879,0.4745762711864407,59,0,1,GSE154778,v4_unbiased_metadata
MMP11,mast cells,0.643538773059845,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,mast cells,2.148636817932129,0.4406779661016949,59,0,1,GSE154778,v4_unbiased_metadata
CRIP1,mast cells,3.4993486404418945,0.711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
PTK7,mast cells,0.6630576848983765,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
FXYD5,mast cells,3.95363187789917,0.7966101694915254,59,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
MUC4,mast cells,0.9753291010856628,0.2033898305084746,59,0,1,GSE154778,v4_unbiased_metadata
TIMP2,mast cells,2.9079885482788086,0.5932203389830508,59,0,1,GSE154778,v4_unbiased_metadata
RHPN2,mast cells,1.6301523447036743,0.3389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
CNN2,mast cells,4.081297397613525,0.8305084745762712,59,0,1,GSE154778,v4_unbiased_metadata
MUC16,mast cells,0.40713074803352356,0.0847457627118644,59,0,1,GSE154778,v4_unbiased_metadata
ESM1,mast cells,0.16463854908943176,0.03389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,mast cells,1.4716750383377075,0.3050847457627119,59,0,1,GSE154778,v4_unbiased_metadata
NMI,mast cells,2.2248709201812744,0.4576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,mast cells,2.8703629970550537,0.5932203389830508,59,0,1,GSE154778,v4_unbiased_metadata
MFAP2,mast cells,0.6649762392044067,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
RASA2,mast cells,1.7132751941680908,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
NQO1,mast cells,3.9489972591400146,0.7966101694915254,59,0,1,GSE154778,v4_unbiased_metadata
LGALS1,mast cells,3.5402112007141113,0.711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,mast cells,0.6663841009140015,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
CDH2,mast cells,0.2486392706632614,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
UBE2T,mast cells,1.3893687725067139,0.288135593220339,59,0,1,GSE154778,v4_unbiased_metadata
IL1R2,mast cells,0.8170031309127808,0.1694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,mast cells,3.165294885635376,0.6440677966101694,59,0,1,GSE154778,v4_unbiased_metadata
PIAS3,mast cells,1.1422913074493408,0.23728813559322035,59,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,mast cells,3.637833833694458,0.7457627118644068,59,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,mast cells,2.1986258029937744,0.4576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
POSTN,mast cells,1.262065052986145,0.2542372881355932,59,0,1,GSE154778,v4_unbiased_metadata
SLFN13,mast cells,0.8195546269416809,0.1694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
IFI27,mast cells,3.1843302249908447,0.6271186440677966,59,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,mast cells,3.765040397644043,0.7627118644067796,59,0,1,GSE154778,v4_unbiased_metadata
LAMB3,mast cells,3.287137746810913,0.6779661016949152,59,0,1,GSE154778,v4_unbiased_metadata
SPDL1,mast cells,1.3277052640914917,0.2711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
GREB1L,mast cells,0.23840002715587616,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
PARP14,mast cells,2.033751964569092,0.423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
APBB2,mast cells,0.5859788656234741,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
IL2RA,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
RBMS1,mast cells,3.3957273960113525,0.6949152542372882,59,0,1,GSE154778,v4_unbiased_metadata
CDC6,mast cells,0.9010879993438721,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
MMP3,mast cells,0.9739370346069336,0.2033898305084746,59,0,1,GSE154778,v4_unbiased_metadata
LINC01559,mast cells,0.0,0.0,59,0,1,GSE154778,v4_unbiased_metadata
SRPX2,mast cells,0.41061505675315857,0.0847457627118644,59,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,mast cells,1.619901418685913,0.3389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
VSNL1,mast cells,0.08056093007326126,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
IFITM10,mast cells,0.6622322201728821,0.13559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
STIL,mast cells,0.47914913296699524,0.1016949152542373,59,0,1,GSE154778,v4_unbiased_metadata
CTSK,mast cells,0.5680262446403503,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
OXR1,mast cells,2.1084766387939453,0.4406779661016949,59,0,1,GSE154778,v4_unbiased_metadata
CEP55,mast cells,0.40718138217926025,0.0847457627118644,59,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,mast cells,1.7070962190628052,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,mast cells,2.847975492477417,0.576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,mast cells,1.0596656799316406,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
CLIP4,mast cells,1.0567185878753662,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
COL1A1,mast cells,2.6862988471984863,0.5423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
NEK7,mast cells,2.381643533706665,0.4915254237288136,59,0,1,GSE154778,v4_unbiased_metadata
ELK3,mast cells,1.9195775985717773,0.3898305084745763,59,0,1,GSE154778,v4_unbiased_metadata
MAML2,mast cells,1.291337490081787,0.2711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
CHST11,mast cells,0.9245348572731018,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
CEP170,mast cells,1.0580488443374634,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
MYO1D,mast cells,1.3060054779052734,0.2711864406779661,59,0,1,GSE154778,v4_unbiased_metadata
RAB23,mast cells,0.24312995374202728,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
CORO1C,mast cells,2.4818904399871826,0.5084745762711864,59,0,1,GSE154778,v4_unbiased_metadata
SPRY4,mast cells,1.8065563440322876,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
WNT2,mast cells,0.08017905801534653,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
COMP,mast cells,0.3288593590259552,0.06779661016949153,59,0,1,GSE154778,v4_unbiased_metadata
KIF13B,mast cells,1.810404896736145,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
CCL18,mast cells,0.07756433635950089,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
KDELC1,mast cells,0.24800947308540344,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
HLA-F,mast cells,2.8778328895568848,0.5932203389830508,59,0,1,GSE154778,v4_unbiased_metadata
COL4A2,mast cells,0.57206130027771,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
NRG3,mast cells,0.39760398864746094,0.0847457627118644,59,0,1,GSE154778,v4_unbiased_metadata
CD82,mast cells,3.6268372535705566,0.7457627118644068,59,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,mast cells,0.8951607346534729,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
LEMD1,mast cells,1.1355607509613037,0.23728813559322035,59,0,1,GSE154778,v4_unbiased_metadata
KRT7,mast cells,3.85587215423584,0.7796610169491526,59,0,1,GSE154778,v4_unbiased_metadata
RAB25,mast cells,2.7894928455352783,0.576271186440678,59,0,1,GSE154778,v4_unbiased_metadata
NUF2,mast cells,0.5678308606147766,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,mast cells,1.058638095855713,0.22033898305084745,59,0,1,GSE154778,v4_unbiased_metadata
ASPN,mast cells,0.42229539155960083,0.0847457627118644,59,0,1,GSE154778,v4_unbiased_metadata
ERN2,mast cells,1.8690959215164185,0.3898305084745763,59,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,mast cells,0.8912663459777832,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,mast cells,0.5712196230888367,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
IGFL2,mast cells,0.08445949107408524,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
KNTC1,mast cells,0.0789075642824173,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
BRIP1,mast cells,0.2387184202671051,0.05084745762711865,59,0,1,GSE154778,v4_unbiased_metadata
HLA-C,mast cells,3.8124940395355225,0.7627118644067796,59,0,1,GSE154778,v4_unbiased_metadata
CST2,mast cells,0.16279272735118866,0.03389830508474576,59,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,mast cells,2.0516529083251953,0.423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,mast cells,1.7097043991088867,0.3559322033898305,59,0,1,GSE154778,v4_unbiased_metadata
FXYD3,mast cells,2.3812007904052734,0.4745762711864407,59,0,1,GSE154778,v4_unbiased_metadata
KPNA2,mast cells,1.8204376697540283,0.3728813559322034,59,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,mast cells,0.5915267467498779,0.11864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
IL1A,mast cells,0.0839785635471344,0.01694915254237288,59,0,1,GSE154778,v4_unbiased_metadata
GBP3,mast cells,2.3816099166870117,0.4915254237288136,59,0,1,GSE154778,v4_unbiased_metadata
GAPDH,mast cells,3.387779712677002,0.6610169491525424,59,0,1,GSE154778,v4_unbiased_metadata
SMC6,mast cells,0.8911965489387512,0.1864406779661017,59,0,1,GSE154778,v4_unbiased_metadata
CALD1,mast cells,2.0831689834594727,0.423728813559322,59,0,1,GSE154778,v4_unbiased_metadata
