gene,cell_type,mean_expression,percent_expressing_fraction,n_cells,is_target_compartment,is_off_target_compartment,source_h5ad,annotation_version
RASA2,CD8 T cells,1.4864463806152344,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
NQO1,CD8 T cells,2.102933406829834,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
LGALS1,CD8 T cells,2.1102731227874756,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,CD8 T cells,0.5281216502189636,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
CDH2,CD8 T cells,0.5281216502189636,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
UBE2T,CD8 T cells,0.5150139331817627,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
IL1R2,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,CD8 T cells,2.607072114944458,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
PIAS3,CD8 T cells,2.098594903945923,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,CD8 T cells,3.560246467590332,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,CD8 T cells,2.491969108581543,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
POSTN,CD8 T cells,1.0496954917907715,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
SLFN13,CD8 T cells,1.079362392425537,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
IFI27,CD8 T cells,3.8156933784484863,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,CD8 T cells,3.189504384994507,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
LAMB3,CD8 T cells,2.5560946464538574,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
SPDL1,CD8 T cells,0.9486105442047119,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
GREB1L,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
PARP14,CD8 T cells,3.4709882736206055,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
APBB2,CD8 T cells,1.0303174257278442,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
IL2RA,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
RBMS1,CD8 T cells,1.5322734117507935,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CDC6,CD8 T cells,0.9976555705070496,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
MMP3,CD8 T cells,1.0303174257278442,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
LINC01559,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
SRPX2,CD8 T cells,1.02245032787323,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,CD8 T cells,2.542536973953247,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
VSNL1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IFITM10,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
STIL,CD8 T cells,1.3853613138198853,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CTSK,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
OXR1,CD8 T cells,2.098594903945923,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CEP55,CD8 T cells,0.4390706717967987,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,CD8 T cells,3.4717929363250732,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,CD8 T cells,1.5778173208236694,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CLIP4,CD8 T cells,1.512895107269287,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
COL1A1,CD8 T cells,2.657179832458496,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
NEK7,CD8 T cells,2.1170239448547363,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
ELK3,CD8 T cells,1.5311938524246216,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
MAML2,CD8 T cells,1.5704731941223145,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
CHST11,CD8 T cells,1.0987406969070435,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
CEP170,CD8 T cells,1.0376614332199097,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
MYO1D,CD8 T cells,1.6082806587219238,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
RAB23,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CORO1C,CD8 T cells,3.452558994293213,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
SPRY4,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
WNT2,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
COMP,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
KIF13B,CD8 T cells,2.027972936630249,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CCL18,CD8 T cells,1.068277359008789,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
KDELC1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
HLA-F,CD8 T cells,3.089778423309326,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
COL4A2,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
NRG3,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
CD82,CD8 T cells,2.599318504333496,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,CD8 T cells,1.5890549421310425,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
LEMD1,CD8 T cells,2.021501064300537,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
KRT7,CD8 T cells,1.5943763256072998,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
RAB25,CD8 T cells,2.5560946464538574,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
NUF2,CD8 T cells,0.4390706717967987,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,CD8 T cells,1.0303174257278442,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
ASPN,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
ERN2,CD8 T cells,0.942138671875,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,CD8 T cells,1.558439016342163,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,CD8 T cells,0.5585849285125732,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
IGFL2,CD8 T cells,0.9727544784545898,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
KNTC1,CD8 T cells,0.9847735166549683,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
BRIP1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
HLA-C,CD8 T cells,3.888322591781616,0.7777777777777778,9,0,1,GSE154778,v4_unbiased_metadata
CST2,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
DNAJA4,CD8 T cells,1.9910378456115723,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
SLC7A7,CD8 T cells,1.0488991737365723,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
FXYD3,CD8 T cells,2.833911418914795,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
KPNA2,CD8 T cells,1.4311882257461548,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
SPOCK1,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
IL1A,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
GBP3,CD8 T cells,2.5047295093536377,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
GAPDH,CD8 T cells,3.881531238555908,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
SMC6,CD8 T cells,0.9607203602790833,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
CALD1,CD8 T cells,0.5401557087898254,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
DGKA,CD8 T cells,1.558439016342163,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
KLK7,CD8 T cells,0.5585849285125732,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
PRDM1,CD8 T cells,1.0496954917907715,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
GPR87,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
KCNN4,CD8 T cells,1.558439016342163,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
MXD1,CD8 T cells,1.9975095987319946,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
CLEC7A,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
S100A6,CD8 T cells,4.514126777648926,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
SULT1B1,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
EPS8,CD8 T cells,4.118484020233154,0.8888888888888888,9,0,1,GSE154778,v4_unbiased_metadata
ANKRD50,CD8 T cells,0.9486105442047119,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
FLNA,CD8 T cells,2.0030717849731445,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
GALNT5,CD8 T cells,0.9735358357429504,0.2222222222222222,9,0,1,GSE154778,v4_unbiased_metadata
COL3A1,CD8 T cells,2.136402130126953,0.4444444444444444,9,0,1,GSE154778,v4_unbiased_metadata
SCIN,CD8 T cells,1.5889023542404175,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
HIST1H2BD,CD8 T cells,1.4702601432800293,0.3333333333333333,9,0,1,GSE154778,v4_unbiased_metadata
WFDC2,CD8 T cells,4.79290246963501,1.0,9,0,1,GSE154778,v4_unbiased_metadata
TEP1,CD8 T cells,0.5095398426055908,0.1111111111111111,9,0,1,GSE154778,v4_unbiased_metadata
MARCO,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
KCND2,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
UBE2C,CD8 T cells,0.0,0.0,9,0,1,GSE154778,v4_unbiased_metadata
ARL6IP1,CD8 T cells,2.522454261779785,0.5555555555555556,9,0,1,GSE154778,v4_unbiased_metadata
C15orf48,CD8 T cells,3.121175527572632,0.6666666666666666,9,0,1,GSE154778,v4_unbiased_metadata
MISP,T cells,2.5832364559173584,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
OCIAD2,T cells,3.618156909942627,0.7096774193548387,31,0,1,GSE154778,v4_unbiased_metadata
MMP12,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
CCNB1,T cells,1.0368753671646118,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
AGR2,T cells,1.9267534017562866,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
PLAC8,T cells,2.681715726852417,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
LAMA3,T cells,2.343684196472168,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
CEACAM5,T cells,1.2200781106948853,0.25806451612903225,31,0,1,GSE154778,v4_unbiased_metadata
MMP9,T cells,0.656546413898468,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
CST1,T cells,0.4663226306438446,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
GRN,T cells,3.6595773696899414,0.7419354838709677,31,0,1,GSE154778,v4_unbiased_metadata
RCN1,T cells,3.43713641166687,0.7096774193548387,31,0,1,GSE154778,v4_unbiased_metadata
CTTN,T cells,3.3451762199401855,0.6774193548387096,31,0,1,GSE154778,v4_unbiased_metadata
SDC1,T cells,3.121347665786743,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
TPX2,T cells,0.8868916034698486,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
TOP2A,T cells,1.5545860528945923,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
PTPRR,T cells,0.6014216542243958,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
ETV1,T cells,0.46152082085609436,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
DOCK5,T cells,1.5288041830062866,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
EDIL3,T cells,0.15259885787963867,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
DNTTIP1,T cells,2.147250175476074,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
DSG2,T cells,3.0199954509735107,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
CAPN9,T cells,1.0889102220535278,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
ANKLE2,T cells,2.2656986713409424,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
CDH3,T cells,0.9190849661827087,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
COL17A1,T cells,1.9335777759552002,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
DPCR1,T cells,1.2395035028457642,0.25806451612903225,31,0,1,GSE154778,v4_unbiased_metadata
COLGALT1,T cells,2.1748387813568115,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
LMNB1,T cells,0.7932837605476379,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
UACA,T cells,1.8435981273651123,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
SPARC,T cells,1.4536629915237427,0.2903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
NT5C2,T cells,1.8387603759765625,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
TXN,T cells,2.9554779529571533,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
PLS1,T cells,2.7232794761657715,0.5806451612903226,31,0,1,GSE154778,v4_unbiased_metadata
RNF145,T cells,2.3478844165802,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
LOXL1,T cells,0.7685592174530029,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
SLC16A1,T cells,1.2332000732421875,0.25806451612903225,31,0,1,GSE154778,v4_unbiased_metadata
CLDN12,T cells,1.8439090251922607,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
PKM,T cells,2.935336112976074,0.5806451612903226,31,0,1,GSE154778,v4_unbiased_metadata
PYGB,T cells,2.1919608116149902,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
IDO1,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
PSMB8,T cells,2.821451425552368,0.5806451612903226,31,0,1,GSE154778,v4_unbiased_metadata
TMEM173,T cells,2.3702585697174072,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
MMP13,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
PXDN,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
CALM2,T cells,2.8337035179138184,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
SLC44A4,T cells,2.186324119567871,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
LGR5,T cells,0.45816612243652344,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
TIMP1,T cells,2.7928860187530518,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
KIF4A,T cells,0.745643675327301,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
NEK2,T cells,0.6086106896400452,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
FBXL2,T cells,0.4633452594280243,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
TFF1,T cells,1.8737859725952148,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
HCP5,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
RNF149,T cells,2.963482618331909,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
GRAMD3,T cells,2.1757898330688477,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
FAM91A1,T cells,2.0245473384857178,0.41935483870967744,31,0,1,GSE154778,v4_unbiased_metadata
MMP1,T cells,1.222556471824646,0.25806451612903225,31,0,1,GSE154778,v4_unbiased_metadata
AMIGO2,T cells,0.7389889359474182,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
IL18,T cells,2.3638570308685303,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
GPX2,T cells,3.118330717086792,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
CLDN4,T cells,2.038334608078003,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
FAR2,T cells,0.7619307041168213,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
MXRA5,T cells,0.495615690946579,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
TINAGL1,T cells,2.449370861053467,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
UBA6,T cells,2.343336343765259,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
OLFML2B,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
ADAM22,T cells,0.1544480174779892,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
NCEH1,T cells,1.526412844657898,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
IFI44,T cells,2.1850788593292236,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
GBP2,T cells,2.313941717147827,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
NMU,T cells,0.46004512906074524,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
IFI44L,T cells,1.9301844835281372,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
GPSM2,T cells,0.4570821225643158,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
SLC5A3,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
PDGFC,T cells,0.3172939717769623,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
TYMS,T cells,0.7808302640914917,0.16129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
MVP,T cells,2.3453469276428223,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
LGALS3BP,T cells,2.850829601287842,0.5806451612903226,31,0,1,GSE154778,v4_unbiased_metadata
KIAA1551,T cells,2.369000196456909,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
MMP11,T cells,0.9455680847167969,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
SEMA3C,T cells,1.537174940109253,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
CRIP1,T cells,3.489630937576294,0.7096774193548387,31,0,1,GSE154778,v4_unbiased_metadata
PTK7,T cells,0.6196482181549072,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
FXYD5,T cells,3.186793327331543,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
MIR31HG,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
MUC4,T cells,0.9320958256721497,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
TIMP2,T cells,2.997032403945923,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
RHPN2,T cells,2.2551708221435547,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
CNN2,T cells,2.4962475299835205,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
MUC16,T cells,0.45127880573272705,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
ESM1,T cells,0.16469509899616241,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
TMEM45B,T cells,1.059203863143921,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
NMI,T cells,2.617055654525757,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
SLC2A1,T cells,2.587857484817505,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
MFAP2,T cells,0.3206745982170105,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
RASA2,T cells,1.701337456703186,0.3548387096774194,31,0,1,GSE154778,v4_unbiased_metadata
NQO1,T cells,2.5584559440612793,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
LGALS1,T cells,2.5226147174835205,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
L3MBTL3,T cells,0.2889147996902466,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
CDH2,T cells,0.15188837051391602,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
UBE2T,T cells,0.8879755735397339,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
IL1R2,T cells,0.9348983764648438,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
SERPINH1,T cells,2.298203945159912,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
PIAS3,T cells,1.0570093393325806,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
IQGAP1,T cells,4.054318904876709,0.8387096774193549,31,0,1,GSE154778,v4_unbiased_metadata
ABHD17C,T cells,2.316093683242798,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
POSTN,T cells,0.6589142084121704,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
SLFN13,T cells,0.8865006566047668,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
IFI27,T cells,3.4703640937805176,0.6129032258064516,31,0,1,GSE154778,v4_unbiased_metadata
DYNLT1,T cells,3.269134759902954,0.6774193548387096,31,0,1,GSE154778,v4_unbiased_metadata
LAMB3,T cells,3.1550471782684326,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
SPDL1,T cells,0.6096935272216797,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
GREB1L,T cells,0.2932233214378357,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
PARP14,T cells,3.3468124866485596,0.6774193548387096,31,0,1,GSE154778,v4_unbiased_metadata
APBB2,T cells,0.6115869879722595,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
IL2RA,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
RBMS1,T cells,1.8561005592346191,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
CDC6,T cells,0.2954489588737488,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
MMP3,T cells,1.0991567373275757,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
LINC01559,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
SRPX2,T cells,0.4306658208370209,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
CEACAM1,T cells,2.130378484725952,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
VSNL1,T cells,0.1402631551027298,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
IFITM10,T cells,0.1529601663351059,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
STIL,T cells,0.30519771575927734,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
CTSK,T cells,0.6385239958763123,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
OXR1,T cells,1.8527227640151978,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
CEP55,T cells,0.5770283937454224,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
ST6GALNAC1,T cells,1.6819459199905396,0.3548387096774194,31,0,1,GSE154778,v4_unbiased_metadata
TSPAN8,T cells,2.427992105484009,0.4838709677419355,31,0,1,GSE154778,v4_unbiased_metadata
CSGALNACT2,T cells,0.4663226306438446,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
CLIP4,T cells,0.5996611714363098,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
COL1A1,T cells,1.9191843271255493,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
NEK7,T cells,1.8610066175460815,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
ELK3,T cells,1.872320294380188,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
MAML2,T cells,1.6893454790115356,0.3548387096774194,31,0,1,GSE154778,v4_unbiased_metadata
CHST11,T cells,0.9279097318649292,0.1935483870967742,31,0,1,GSE154778,v4_unbiased_metadata
CEP170,T cells,0.6108492016792297,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
MYO1D,T cells,1.5674082040786743,0.3225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
RAB23,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
CORO1C,T cells,1.877669095993042,0.3870967741935484,31,0,1,GSE154778,v4_unbiased_metadata
SPRY4,T cells,0.6119213104248047,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
WNT2,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
COMP,T cells,0.3203980326652527,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
KIF13B,T cells,1.984405517578125,0.41935483870967744,31,0,1,GSE154778,v4_unbiased_metadata
CCL18,T cells,0.6579280495643616,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
KDELC1,T cells,0.0,0.0,31,0,1,GSE154778,v4_unbiased_metadata
HLA-F,T cells,2.5268990993499756,0.5161290322580645,31,0,1,GSE154778,v4_unbiased_metadata
COL4A2,T cells,0.31295278668403625,0.06451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
NRG3,T cells,0.1533256322145462,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
CD82,T cells,3.0896661281585693,0.6451612903225806,31,0,1,GSE154778,v4_unbiased_metadata
CAMSAP2,T cells,1.092834234237671,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
LEMD1,T cells,2.1681923866271973,0.45161290322580644,31,0,1,GSE154778,v4_unbiased_metadata
KRT7,T cells,2.693948984146118,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
RAB25,T cells,2.617962598800659,0.5483870967741935,31,0,1,GSE154778,v4_unbiased_metadata
NUF2,T cells,0.1544480174779892,0.03225806451612903,31,0,1,GSE154778,v4_unbiased_metadata
CKMT1A,T cells,0.6265836954116821,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
ASPN,T cells,0.6326083540916443,0.12903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
ERN2,T cells,1.3785438537597656,0.2903225806451613,31,0,1,GSE154778,v4_unbiased_metadata
PLEKHG1,T cells,1.1071003675460815,0.22580645161290322,31,0,1,GSE154778,v4_unbiased_metadata
PLEKHA2,T cells,1.7538775205612183,0.3548387096774194,31,0,1,GSE154778,v4_unbiased_metadata
IGFL2,T cells,0.4474843442440033,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
KNTC1,T cells,0.43587014079093933,0.0967741935483871,31,0,1,GSE154778,v4_unbiased_metadata
