gene_A,gene_B,gene_A_auc,gene_B_auc,gene_A_log2fc,gene_B_log2fc,correlation,abs_correlation,tumor_AND_activation,normal_AND_activation,AND_sensitivity,AND_specificity,pair_score
IFI27,GAPDH,0.9963331763439413,0.9971741909439548,6.051113907017427,3.5851202650878014,0.8383156590152392,0.8383156590152392,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.15029477960135584
TEX264,HLA-A,0.9965686604319453,0.9976787997039628,1.974107619592277,4.352046642669716,0.8403783092104444,0.8403783092104444,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.15021014933876933
OCIAD2,ATP5E,0.996938706855951,0.9953575994079256,3.9669676209379,2.903379583529571,0.8402368018138934,0.8402368018138934,0.9438202247191011,0.0,0.9438202247191011,1.0,0.15020692633898342
KIF4A,CORO2A,0.996434098095943,0.9971405503599542,6.418663964206419,6.426852216914485,0.837465668756352,0.837465668756352,0.9269662921348315,0.0,0.9269662921348315,1.0,0.1501798122885577
MISP,EPHX4,0.996366816927942,0.9968377851039494,7.767093157505214,7.818003390970866,0.8421964052235593,0.8421964052235593,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.15017806448442167
UQCR10,IFI27,0.9952903182399246,0.9963331763439413,2.180370561124943,6.051113907017427,0.836411793589627,0.836411793589627,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.15010141792903636
PSMB6,CKLF,0.9951052950279218,0.9949875529839196,1.9886599845253323,3.8934817230707113,0.8392097886209842,0.8392097886209842,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.15010108990636895
MISP,COX7B,0.996366816927942,0.9969387068559512,7.767093157505214,2.605707387472245,0.8413814875200707,0.8413814875200707,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.1500784319010245
KIF4A,LINC01420,0.996434098095943,0.994869810939918,6.418663964206419,2.968724063109736,0.8402978506699232,0.8402978506699232,0.9438202247191011,0.0,0.9438202247191011,1.0,0.15007473705821628
UBE2S,COX7A2,0.9958958487519344,0.9967705039359482,3.778860169548543,2.320042726905739,0.8422686867900435,0.8422686867900435,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.15006873993601952
MRPL17,MND1,0.9952398573639238,0.9950548341519208,2.2809577406983785,5.538897867186975,0.838343712064396,0.838343712064396,0.9325842696629213,0.0,0.9325842696629213,1.0,0.15002653423290074
CKLF,LINC00920,0.9949875529839196,0.9959799502119356,3.8934817230707113,5.25366450581982,0.8384209384823567,0.8384209384823567,0.9325842696629213,0.0,0.9325842696629213,1.0,0.15000555526020495
MAN2B1,BLOC1S1,0.9949202718159188,0.995122115319922,2.349282665007065,2.293008490883402,0.8393413375765556,0.8393413375765556,0.9382022471910112,0.0,0.9382022471910112,1.0,0.14997986103903038
UBE2T,PSMB6,0.9959463096279352,0.9951052950279218,5.646122027854405,1.9886599845253323,0.8404255478667085,0.8404255478667085,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14993573817131356
GTF3A,MAN2B1,0.9957276458319316,0.9949202718159188,1.6110134562336,2.349282665007065,0.8394492822297821,0.8394492822297821,0.9382022471910112,0.0,0.9382022471910112,1.0,0.14992469658715557
MGST2,GRN,0.9968377851039494,0.9967368633519478,2.420642397228016,3.5322372199421377,0.839728858246111,0.839728858246111,0.9382022471910112,0.0,0.9382022471910112,1.0,0.14988366575364878
GTF3A,MRPL14,0.9957276458319316,0.9965350198479448,1.6110134562336,2.674413590795937,0.8415840318300483,0.8415840318300483,0.949438202247191,0.0,0.949438202247191,1.0,0.14982430060813756
PTTG1,LINC01420,0.9954417008679272,0.994869810939918,5.344155052815717,2.968724063109736,0.8414363079807815,0.8414363079807815,0.949438202247191,0.0,0.949438202247191,1.0,0.14981714305371382
ATOX1,CKS2,0.9969723474399516,0.9946511471439144,2.821290462894436,4.81815380475005,0.8406035493973114,0.8406035493973114,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14981150641450372
SHFM1,SPA17,0.996064051671937,0.9945502253919128,2.8740591939716085,2.7632888784229293,0.8395904137791507,0.8395904137791507,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.14978500345916945
DNASE2,PKM,0.9956603646639306,0.9953239588239252,2.26181778914082,4.02694682432887,0.8396574481737901,0.8396574481737901,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.14975024176277255
IFI27,CTSB,0.9963331763439413,0.9947520688959162,6.051113907017427,3.5799245004373272,0.8367581842712607,0.8367581842712607,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14974310491780177
CCDC51,NDUFA13,0.994634326851914,0.998990782479984,2.608153639911189,2.554904174796474,0.8419059557641022,0.8419059557641022,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.1496061836549784
RNASET2,BOLA2B,0.9965686604319453,0.9969050662719504,2.8389652694610765,2.9417004743322352,0.8381163470036033,0.8381163470036033,0.9269662921348315,0.0,0.9269662921348315,1.0,0.1495710210397264
CCDC96,CCDC51,0.9951725761959228,0.994634326851914,2.658767960707798,2.608153639911189,0.8416421060589933,0.8416421060589933,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14956886249679763
GAPDH,SPA17,0.9971741909439548,0.9945502253919128,3.5851202650878014,2.7632888784229293,0.8390284337779778,0.8390284337779778,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.1494983870716792
PIGU,S100A6,0.9947352486039158,0.9968377851039494,2.392829610442038,6.411394479580163,0.839089971625893,0.839089971625893,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1494298769052372
UBE2S,GRN,0.9958958487519344,0.9967368633519478,3.778860169548543,3.5322372199421377,0.841102323344382,0.841102323344382,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14941840170802445
BLOC1S1,COMMD1,0.995122115319922,0.9963331763439413,2.293008490883402,1.9911958453878764,0.8391317650772276,0.8391317650772276,0.9438202247191011,0.011976047904191617,0.9438202247191011,0.9880239520958084,0.14937145603473276
CCDC96,NDUFA1,0.9951725761959228,0.995879028459934,2.658767960707798,2.1289500067281164,0.8419775859020053,0.8419775859020053,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14934536507392243
GBA,DHRS7B,0.9949202718159188,0.9949875529839196,2.296132345421516,1.7343585581645686,0.8411380467461258,0.8411380467461258,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14918052855506245
HLA-A,UBE2S,0.9976787997039628,0.9958958487519344,4.352046642669716,3.778860169548543,0.8414189809738107,0.8414189809738107,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.14918049025353972
PSMB3,CTSB,0.9950548341519208,0.9947520688959162,2.7755753481800447,3.5799245004373272,0.8382613887218385,0.8382613887218385,0.9269662921348315,0.0,0.9269662921348315,1.0,0.14916213443752335
UBE2T,SMYD3,0.9959463096279352,0.9947857094799164,5.646122027854405,3.0911119121307946,0.8393622939720187,0.8393622939720187,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14911398799928513
NAGA,TPX2,0.9948361703559174,0.9954080602839264,2.921225973894907,6.654686059341989,0.8393377315811559,0.8393377315811559,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14910024540772754
COX7B,EPHX4,0.9969387068559512,0.9968377851039494,2.605707387472245,7.818003390970866,0.8396332263024765,0.8396332263024765,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14909015050356617
BLOC1S1,LINC01420,0.995122115319922,0.994869810939918,2.293008490883402,2.968724063109736,0.842305085254576,0.842305085254576,0.9606741573033708,0.011976047904191617,0.9606741573033708,0.9880239520958084,0.1489301368481469
PSMB3,GBA,0.9950548341519208,0.9949202718159188,2.7755753481800447,2.296132345421516,0.8432815746289047,0.8432815746289047,0.9550561797752809,0.0,0.9550561797752809,1.0,0.1489246631262441
DNASE2,MAN2B1,0.9956603646639306,0.9949202718159188,2.26181778914082,2.349282665007065,0.8395937821685526,0.8395937821685526,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14888778330594704
ATP5L,POC1A,0.997611518535962,0.9949539123999191,2.3200297147278457,3.774388256072125,0.841711395421794,0.841711395421794,0.9438202247191011,0.0,0.9438202247191011,1.0,0.148840638954289
COX7B,CORO2A,0.9969387068559512,0.9971405503599542,2.605707387472245,6.426852216914485,0.8380024028561323,0.8380024028561323,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14882522639681542
PTTG1,GRN,0.9954417008679272,0.9967368633519478,5.344155052815717,3.5322372199421377,0.8426741526050079,0.8426741526050079,0.949438202247191,0.0,0.949438202247191,1.0,0.14878702121204257
DYNLRB1,CORO2A,0.9958958487519344,0.9971405503599542,2.7184927538182064,6.426852216914485,0.8370149236666469,0.8370149236666469,0.9269662921348315,0.011976047904191617,0.9269662921348315,0.9880239520958084,0.1487525741450053
GAPDH,COMMD1,0.9971741909439548,0.9963331763439413,3.5851202650878014,1.9911958453878764,0.8409920650127257,0.8409920650127257,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.14869197949704904
LGALS3BP,COMMD1,0.997746080871964,0.9963331763439413,4.172795868936285,1.9911958453878764,0.8391886395756957,0.8391886395756957,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.14862541768038773
PKM,MND1,0.9953239588239252,0.9950548341519208,4.02694682432887,5.538897867186975,0.8388951238691683,0.8388951238691683,0.9269662921348315,0.0,0.9269662921348315,1.0,0.1486203799657537
CCDC51,ATP5L,0.994634326851914,0.997611518535962,2.608153639911189,2.3200297147278457,0.842847687022533,0.842847687022533,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14861212613210065
RNASET2,IFI27,0.9965686604319453,0.9963331763439413,2.8389652694610765,6.051113907017427,0.8419836253536647,0.8419836253536647,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14860974356719808
MISP,DYNLRB1,0.996366816927942,0.9958958487519344,7.767093157505214,2.7184927538182064,0.8429108250776136,0.8429108250776136,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14855367342213543
COX7B,SMYD3,0.9969387068559512,0.9947857094799164,2.605707387472245,3.0911119121307946,0.8429237293914119,0.8429237293914119,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.1485013388396441
MRPL14,CTSB,0.9965350198479448,0.9947520688959162,2.674413590795937,3.5799245004373272,0.8391057865734362,0.8391057865734362,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.14849916434744462
AC009065.4,UBE2S,1.0,0.9958958487519344,11.75384606741573,3.778860169548543,0.8451092695179393,0.8451092695179393,0.9606741573033708,0.0,0.9606741573033708,1.0,0.1484941741080344
SPA17,COX7A2,0.9945502253919128,0.9967705039359482,2.7632888784229293,2.320042726905739,0.8400874422294832,0.8400874422294832,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14848475767958624
MDK,COX7A2,0.9973592141559576,0.9967705039359482,5.13613744533405,2.320042726905739,0.8431541499349067,0.8431541499349067,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14846257140630492
RGS10,S100A6,0.995189396487923,0.9968377851039494,4.373259220884075,6.411394479580163,0.8382472756628129,0.8382472756628129,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14844734252426325
UQCR10,EPHX4,0.9952903182399246,0.9968377851039494,2.180370561124943,7.818003390970866,0.8402074113019465,0.8402074113019465,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14843351939365876
ATP5E,POC1A,0.9953575994079256,0.9949539123999191,2.903379583529571,3.774388256072125,0.8410380561595643,0.8410380561595643,0.9382022471910112,0.0,0.9382022471910112,1.0,0.1484159898588489
UBE2T,HLA-A,0.9959463096279352,0.9976787997039628,5.646122027854405,4.352046642669716,0.8422483733739529,0.8422483733739529,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1484145995836494
PTTG1,COX7A2,0.9954417008679272,0.9967705039359482,5.344155052815717,2.320042726905739,0.8430900647084211,0.8430900647084211,0.949438202247191,0.0,0.949438202247191,1.0,0.14839618847231745
CCDC51,IFI27,0.994634326851914,0.9963331763439413,2.608153639911189,6.051113907017427,0.8411213922402422,0.8411213922402422,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1483817530080519
MRPL14,EPHX4,0.9965350198479448,0.9968377851039494,2.674413590795937,7.818003390970866,0.8433100913285394,0.8433100913285394,0.949438202247191,0.0,0.949438202247191,1.0,0.14827442996005186
CCDC51,SPA17,0.994634326851914,0.9945502253919128,2.608153639911189,2.7632888784229293,0.8392357746088904,0.8392357746088904,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.14822252154270468
PSMB6,RGS10,0.9951052950279218,0.995189396487923,1.9886599845253323,4.373259220884075,0.8384377782391185,0.8384377782391185,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.14814355583075348
DNASE2,UQCR10,0.9956603646639306,0.9952903182399246,2.26181778914082,2.180370561124943,0.8413757430926799,0.8413757430926799,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.14814295514162723
MISP,SERTAD3,0.996366816927942,0.9945502253919128,7.767093157505214,3.3380839063446146,0.8432449252529276,0.8432449252529276,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.1481376032918393
CORO2A,CTSB,0.9971405503599542,0.9947520688959162,6.426852216914485,3.5799245004373272,0.8395616114144648,0.8395616114144648,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.14812348474817927
OCIAD2,DHRS7B,0.996938706855951,0.9949875529839196,3.9669676209379,1.7343585581645686,0.841483653527789,0.841483653527789,0.9382022471910112,0.0,0.9382022471910112,1.0,0.1481200275740525
TEX264,ATOX1,0.9965686604319453,0.9969723474399516,1.974107619592277,2.821290462894436,0.8434857534532363,0.8434857534532363,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14810495511904825
GTF3A,CCDC51,0.9957276458319316,0.994634326851914,1.6110134562336,2.608153639911189,0.842318409441623,0.842318409441623,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.14809533593083632
SPA17,COMMD1,0.9945502253919128,0.9963331763439413,2.7632888784229293,1.9911958453878764,0.8375847826653426,0.8375847826653426,0.9213483146067416,0.005988023952095809,0.9213483146067416,0.9940119760479041,0.1480669090461106
KIF4A,NAGA,0.996434098095943,0.9948361703559174,6.418663964206419,2.921225973894907,0.8424394249857902,0.8424394249857902,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14805976311517927
UBE2S,SHFM1,0.9958958487519344,0.996064051671937,3.778860169548543,2.8740591939716085,0.8434178817147554,0.8434178817147554,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.14805166499189684
CCDC96,GRN,0.9951725761959228,0.9967368633519478,2.658767960707798,3.5322372199421377,0.8415630746593901,0.8415630746593901,0.9382022471910112,0.0,0.9382022471910112,1.0,0.14804456515600187
GTF3A,SERTAD3,0.9957276458319316,0.9945502253919128,1.6110134562336,3.3380839063446146,0.8414652116889894,0.8414652116889894,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14799344202942433
PSMB6,SHFM1,0.9951052950279218,0.996064051671937,1.9886599845253323,2.8740591939716085,0.8424845383556403,0.8424845383556403,0.9550561797752809,0.011976047904191617,0.9550561797752809,0.9880239520958084,0.14797821513075446
CD63,ATP5L,0.9978470026239656,0.997611518535962,2.327627726569334,2.3200297147278457,0.8428260994716739,0.8428260994716739,0.9550561797752809,0.011976047904191617,0.9550561797752809,0.9880239520958084,0.14797540326860348
CORO2A,LINC01420,0.9971405503599542,0.994869810939918,6.426852216914485,2.968724063109736,0.8387615586958346,0.8387615586958346,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.1479741136750465
CTSB,NDUFC2,0.9947520688959162,0.9971741909439548,3.5799245004373272,2.232745428244634,0.8387644662176902,0.8387644662176902,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14796519807734157
CTSB,MDK,0.9947520688959162,0.9973592141559576,3.5799245004373272,5.13613744533405,0.8397628915848242,0.8397628915848242,0.9269662921348315,0.0,0.9269662921348315,1.0,0.14794852533759517
HLA-A,BLOC1S1,0.9976787997039628,0.995122115319922,4.352046642669716,2.293008490883402,0.8426865513096061,0.8426865513096061,0.9550561797752809,0.011976047904191617,0.9550561797752809,0.9880239520958084,0.14790953180896563
CCDC51,CTSB,0.994634326851914,0.9947520688959162,2.608153639911189,3.5799245004373272,0.8386655171323434,0.8386655171323434,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14786722009706976
UBE2T,EPHX4,0.9959463096279352,0.9968377851039494,5.646122027854405,7.818003390970866,0.8409374146473444,0.8409374146473444,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14780406394994106
GTF3A,CKS2,0.9957276458319316,0.9946511471439144,1.6110134562336,4.81815380475005,0.8436090613420919,0.8436090613420919,0.949438202247191,0.0,0.949438202247191,1.0,0.14776923624828778
SERTAD3,COX7A2,0.9945502253919128,0.9967705039359482,3.3380839063446146,2.320042726905739,0.8436730377797094,0.8436730377797094,0.9606741573033708,0.011976047904191617,0.9606741573033708,0.9880239520958084,0.14773680032143685
NAGA,PSMB6,0.9948361703559174,0.9951052950279218,2.921225973894907,1.9886599845253323,0.8417429285804231,0.8417429285804231,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14770922047256366
SMYD3,SPA17,0.9947857094799164,0.9945502253919128,3.0911119121307946,2.7632888784229293,0.8388701971830473,0.8388701971830473,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.14767587964424003
IFI27,NDUFC2,0.9963331763439413,0.9971741909439548,6.051113907017427,2.232745428244634,0.8401826830960768,0.8401826830960768,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.14766969816490086
CCDC51,BOLA2B,0.994634326851914,0.9969050662719504,2.608153639911189,2.9417004743322352,0.8429287631581884,0.8429287631581884,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1476198802166355
CKS2,RGS10,0.9946511471439144,0.995189396487923,4.81815380475005,4.373259220884075,0.8427975344528117,0.8427975344528117,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1476171826876029
RNASET2,GRN,0.9965686604319453,0.9967368633519478,2.8389652694610765,3.5322372199421377,0.8421318332085349,0.8421318332085349,0.9382022471910112,0.0,0.9382022471910112,1.0,0.1476165018131341
GTF3A,DHRS7B,0.9957276458319316,0.9949875529839196,1.6110134562336,1.7343585581645686,0.8419312771366111,0.8419312771366111,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1476066681542884
UQCR10,MAD2L1,0.9952903182399246,0.9951389356119222,2.180370561124943,4.156349323824261,0.8428921856306067,0.8428921856306067,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14757195020945804
TP53TG1,NUDT1,0.9946006862679136,0.9945838659759132,2.8377416134024083,3.1617194577137866,0.8419148347662256,0.8419148347662256,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14749264879268503
MAN2B1,SMYD3,0.9949202718159188,0.9947857094799164,2.349282665007065,3.0911119121307946,0.8411692189020483,0.8411692189020483,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14736069707107957
CCDC96,COX7A2,0.9951725761959228,0.9967705039359482,2.658767960707798,2.320042726905739,0.8433484950340139,0.8433484950340139,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.14724475012193708
GTF3A,COX7A2,0.9957276458319316,0.9967705039359482,1.6110134562336,2.320042726905739,0.8425126041599048,0.8425126041599048,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14717969825058155
SMYD3,BLOC1S1,0.9947857094799164,0.995122115319922,3.0911119121307946,2.293008490883402,0.8432463669974278,0.8432463669974278,0.9550561797752809,0.011976047904191617,0.9550561797752809,0.9880239520958084,0.14716921430090252
NAGA,SERTAD3,0.9948361703559174,0.9945502253919128,2.921225973894907,3.3380839063446146,0.8433340441923712,0.8433340441923712,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.14706932525461608
NDUFA1,CKS2,0.995879028459934,0.9946511471439144,2.1289500067281164,4.81815380475005,0.8452811196326351,0.8452811196326351,0.9550561797752809,0.0,0.9550561797752809,1.0,0.14706556746676935
DYNLRB1,TPX2,0.9958958487519344,0.9954080602839264,2.7184927538182064,6.654686059341989,0.8406680603729696,0.8406680603729696,0.9269662921348315,0.0,0.9269662921348315,1.0,0.14705315125067214
COX7B,TPX2,0.9969387068559512,0.9954080602839264,2.605707387472245,6.654686059341989,0.8408059763943097,0.8408059763943097,0.9269662921348315,0.0,0.9269662921348315,1.0,0.147002809595505
NPC2,GBA,0.9945838659759134,0.9949202718159188,2.7663828399381023,2.296132345421516,0.8396282483720309,0.8396282483720309,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14699355136684675
TEX264,GBA,0.9965686604319453,0.9949202718159188,1.974107619592277,2.296132345421516,0.8454425413461666,0.8454425413461666,0.9550561797752809,0.0,0.9550561797752809,1.0,0.14698289216834057
CTSB,S100A6,0.9947520688959162,0.9968377851039494,3.5799245004373272,6.411394479580163,0.8407766533501407,0.8407766533501407,0.9269662921348315,0.0,0.9269662921348315,1.0,0.14697402888140712
CCDC96,DHRS7B,0.9951725761959228,0.9949875529839196,2.658767960707798,1.7343585581645686,0.8435082804843351,0.8435082804843351,0.9438202247191011,0.0,0.9438202247191011,1.0,0.14697337517447856
MISP,GAPDH,0.996366816927942,0.9971741909439548,7.767093157505214,3.5851202650878014,0.8456115748556695,0.8456115748556695,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.1469527237791934
MDK,NDUFC2,0.9973592141559576,0.9971741909439548,5.13613744533405,2.232745428244634,0.844836676896068,0.844836676896068,0.949438202247191,0.0,0.949438202247191,1.0,0.14691532266553503
SNRPD1,HPSE,0.9946847877279148,0.9949875529839196,3.0110962154343013,4.325412251900693,0.8426119089770033,0.8426119089770033,0.9382022471910112,0.0,0.9382022471910112,1.0,0.14689935998540488
UBE2S,ATP5L,0.9958958487519344,0.997611518535962,3.778860169548543,2.3200297147278457,0.8457163396992902,0.8457163396992902,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.14685052653773145
PIGU,DHRS7B,0.9947352486039158,0.9949875529839196,2.392829610442038,1.7343585581645686,0.8445373908990972,0.8445373908990972,0.949438202247191,0.0,0.949438202247191,1.0,0.1468436718614778
GTF3A,LINC01420,0.9957276458319316,0.994869810939918,1.6110134562336,2.968724063109736,0.8427280582398943,0.8427280582398943,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14683813958252662
GTF3A,NDUFA1,0.9957276458319316,0.995879028459934,1.6110134562336,2.1289500067281164,0.8428095507366806,0.8428095507366806,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.14683646072210008
CORO2A,GAPDH,0.9971405503599542,0.9971741909439548,6.426852216914485,3.5851202650878014,0.8411555406686282,0.8411555406686282,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.14683022934374748
COX7B,MND1,0.9969387068559512,0.9950548341519208,2.605707387472245,5.538897867186975,0.8419520347325987,0.8419520347325987,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14680299807030497
SPA17,CFL1,0.9945502253919128,0.9953575994079256,2.7632888784229293,3.58724077238781,0.8398786411393302,0.8398786411393302,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.14679382599754814
MGST2,COMMD1,0.9968377851039494,0.9963331763439413,2.420642397228016,1.9911958453878764,0.8401738784210728,0.8401738784210728,0.9325842696629213,0.011976047904191617,0.9325842696629213,0.9880239520958084,0.1467634374797067
MRPL17,SPA17,0.9952398573639238,0.9945502253919128,2.2809577406983785,2.7632888784229293,0.8418210849105321,0.8418210849105321,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.1467621091759908
NAGA,DHRS7B,0.9948361703559174,0.9949875529839196,2.921225973894907,1.7343585581645686,0.8418544923447644,0.8418544923447644,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14673359369874606
MISP,COX6B1,0.996366816927942,0.9954921617439276,7.767093157505214,2.311949498755298,0.8457942427914856,0.8457942427914856,0.9550561797752809,0.0,0.9550561797752809,1.0,0.1466756762639734
DNASE2,LGALS3BP,0.9956603646639306,0.997746080871964,2.26181778914082,4.172795868936285,0.8440956082219017,0.8440956082219017,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.1466501565812677
GTF3A,SHFM1,0.9957276458319316,0.996064051671937,1.6110134562336,2.8740591939716085,0.8431530927454002,0.8431530927454002,0.949438202247191,0.011976047904191617,0.949438202247191,0.9880239520958084,0.1465291590171697
MISP,CCDC51,0.996366816927942,0.994634326851914,7.767093157505214,2.608153639911189,0.8458686446294171,0.8458686446294171,0.9606741573033708,0.005988023952095809,0.9606741573033708,0.9940119760479041,0.14652112220700958
HPSE,NDUFA1,0.9949875529839196,0.995879028459934,4.325412251900693,2.1289500067281164,0.8421750338716069,0.8421750338716069,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.14651292929747
CCDC96,MDK,0.9951725761959228,0.9973592141559576,2.658767960707798,5.13613744533405,0.8443270392662636,0.8443270392662636,0.9438202247191011,0.0,0.9438202247191011,1.0,0.1463786468845745
NUDT1,DHRS7B,0.9945838659759132,0.9949875529839196,3.1617194577137866,1.7343585581645686,0.8422241673575078,0.8422241673575078,0.9438202247191011,0.011976047904191617,0.9438202247191011,0.9880239520958084,0.14636147281778103
OCIAD2,CTSB,0.996938706855951,0.9947520688959162,3.9669676209379,3.5799245004373272,0.8424584220963686,0.8424584220963686,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14631039844476812
DNASE2,LINC01420,0.9956603646639306,0.994869810939918,2.26181778914082,2.968724063109736,0.8442648329629099,0.8442648329629099,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.14627960611229235
TP53TG1,CKLF,0.9946006862679136,0.9949875529839196,2.8377416134024083,3.8934817230707113,0.8433328991242732,0.8433328991242732,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.1462149946216474
SHFM1,ATP5L,0.996064051671937,0.997611518535962,2.8740591939716085,2.3200297147278457,0.8446212351013149,0.8446212351013149,0.9550561797752809,0.011976047904191617,0.9550561797752809,0.9880239520958084,0.14615462016749245
KIF4A,NUDT1,0.996434098095943,0.9945838659759132,6.418663964206419,3.1617194577137866,0.8453708323421165,0.8453708323421165,0.949438202247191,0.0,0.949438202247191,1.0,0.14615150884100817
COX6B1,SPA17,0.9954921617439276,0.9945502253919128,2.311949498755298,2.7632888784229293,0.8425301404689294,0.8425301404689294,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1461227567333823
MND1,MDK,0.9950548341519208,0.9973592141559576,5.538897867186975,5.13613744533405,0.8408650654354851,0.8408650654354851,0.9213483146067416,0.0,0.9213483146067416,1.0,0.14606258255414237
SNRPD1,CORO2A,0.9946847877279148,0.9971405503599542,3.0110962154343013,6.426852216914485,0.842739017378274,0.842739017378274,0.9325842696629213,0.0,0.9325842696629213,1.0,0.14605967426921151
