gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category,target_coexpr_est,max_off_target_coexpr_est,scrna_score
PLEKHA2,WFDC2,0.2434402352438865,0.7332974899238375,0.8932584269662921,0.9880239520958084,0.2463768115942029,0.9836065573770492,-0.0985581782332052,0.0,1.1102230246251563e-16,5.551115123125783e-17,0.7778164370083382,0.019711635646641,5.551115123125783e-18,-12.483080180741721,weak correlation / high independence,0.1295407813570939,0.5555555555555556,-2.6482369964206836
COL17A1,COL1A1,0.5254345423950634,0.7244338681743351,0.904494382022472,1.0,1.0,0.180327868852459,0.1954489091457765,0.3938958284751969,1.1102230246251563e-16,0.1969479142375985,0.7712055627187328,0.0390897818291553,0.0196947914237598,-12.483505770545932,weak correlation / high independence,0.2179575051405071,0.5714285714285714,-2.63918535200235
ANKLE2,EPS8,0.8693496009171224,0.8362608015133876,0.7865168539325843,0.9880239520958084,1.0,0.0,0.3553348529545367,0.004269873992884,0.0620820345010604,0.0331759542469722,0.6936352015070981,0.0710669705909073,0.0033175954246972,-12.48470856299256,low-to-moderate correlation / partial independence,0.4674434544208362,0.6176470588235294,-2.620791839696811
IFI44L,KCNN4,0.6534188075425736,0.6786104638266884,0.8651685393258427,0.9880239520958084,1.0,0.0,0.2223165559400889,0.0,0.0,0.0,0.7132981228554127,0.0444633111880177,0.0,-12.486675050490858,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
IFI44L,SLC2A1,0.6534188075425736,0.6675093323024771,0.8651685393258427,0.9880239520958084,1.0,0.0,0.2247686388252137,0.0,0.0021741235068107,0.0010870617534053,0.7132981228554127,0.0449537277650427,0.0001087061753405,-12.487274173243224,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
KIAA1551,COL1A1,0.8415974402107284,0.7244338681743351,0.8146067415730337,0.9880239520958084,1.0,0.180327868852459,0.1788021835742355,0.0686435918775783,1.1102230246251563e-16,0.0343217959387892,0.7457396406303253,0.0357604367148471,0.0034321795938789,-12.48937973569015,weak correlation / high independence,0.2179575051405071,0.5714285714285714,-2.63918535200235
NMI,LGALS1,0.6839829858555485,0.8030654588824383,0.9550561797752808,0.9760479041916168,0.1304347826086956,1.0,0.3311985964890351,0.2064948208498035,1.1102230246251563e-16,0.1032474104249018,0.7653847166438984,0.066239719297807,0.0103247410424901,-12.493995032542689,low-to-moderate correlation / partial independence,0.345442083618917,0.596401028277635,-2.636563057769258
TIMP1,PLEKHA2,0.8127320901664025,0.2434402352438865,0.9550561797752808,0.9820359281437124,0.4347826086956521,0.8032786885245902,0.2355130343233509,0.0,0.0,0.0,0.793788351284809,0.0471026068646701,0.0,-12.494499237683279,low-to-moderate correlation / partial independence,0.1295407813570939,0.5555555555555556,-2.6482369964206836
IFI44L,CALD1,0.6534188075425736,0.7646968638034911,0.8595505617977528,0.9760479041916168,1.0,0.0983606557377049,0.3712786964088556,0.0,0.0,0.0,0.7334897804317687,0.0742557392817711,0.0,-12.496275821008256,low-to-moderate correlation / partial independence,0.1466758053461274,0.5555555555555556,-2.6311019724316504
RASA2,CALD1,0.5842230695455918,0.7646968638034911,0.9213483146067416,0.9580838323353292,1.0,0.0983606557377049,0.4920416141734575,0.3858242292880451,0.0,0.1929121146440225,0.744448200669944,0.0984083228346915,0.0192912114644022,-12.49791815260714,moderate correlation,0.1528444139821795,0.5555555555555556,-2.624933363795598
ANKLE2,IL18,0.8693496009171224,0.5370366951920088,0.904494382022472,0.8862275449101796,1.0,0.0,0.2804122669363504,0.004269873992884,0.3769109817692848,0.1905904278810844,0.6976804817331629,0.05608245338727,0.0190590427881084,-12.498555236915303,low-to-moderate correlation / partial independence,0.4640164496230294,0.6176470588235294,-2.6242188444946177
NMI,LAMB3,0.6839829858555485,0.4709107446280773,0.9775280898876404,0.3353293413173652,1.0,0.0,0.3680675541105275,0.2064948208498035,0.3008673732902427,0.2536810970700232,0.5782143578012514,0.0736135108221055,0.0253681097070023,-12.49943919757445,low-to-moderate correlation / partial independence,0.345442083618917,0.5882352941176471,-2.5957343869693186
ANKLE2,LAMB3,0.8693496009171224,0.4709107446280773,0.8876404494382022,0.8922155688622755,1.0,0.0,0.39492322276114,0.004269873992884,0.3008673732902427,0.1525686236415634,0.6949640045751194,0.078984644552228,0.0152568623641563,-12.503236700825319,low-to-moderate correlation / partial independence,0.4674434544208362,0.6176470588235294,-2.620791839696811
NMI,FLNA,0.6839829858555485,0.7881830005468439,0.898876404494382,0.9520958083832336,0.855072463768116,0.5245901639344263,0.2642489637504149,0.2064948208498035,0.0,0.1032474104249017,0.8076587101450395,0.0528497927500829,0.0103247410424901,-12.50344420365215,low-to-moderate correlation / partial independence,0.3324194653872515,0.596401028277635,-2.6495856760009233
