gene_A,gene_B,K_final_A,K_final_B,discovery_sensitivity,discovery_specificity,GSE62452_sensitivity,GSE62452_specificity,tumor_spearman_r,threshold_instability_A,threshold_instability_B,mean_threshold_instability,performance_score,redundancy_penalty,threshold_instability_penalty,pair_score,redundancy_category,target_coexpr_est,max_off_target_coexpr_est,max_off_target_compartment,scrna_score
ETV1,KLK7,0.6641001764469112,0.3760186196818953,0.898876404494382,0.994011976047904,1.0,0.0,0.000828804962334,0.0248227584393116,0.0376421994110614,0.0312324789251865,0.7232220951355716,0.0001657609924668,0.0031232478925186,-2.210650414755449,weak correlation / high independence,0.128169014084507,0.1428571428571428,B cells,-0.586116700201207
DGKA,KLK7,0.8656849345243938,0.3760186196818953,0.5786516853932584,1.0,0.9565217391304348,0.2950819672131147,0.4598396865217198,0.0433392405188523,0.0376421994110614,0.0404907199649568,0.7075638479342019,0.0919679373043439,0.0040490719964956,-2.244388775048729,moderate correlation,0.1430985915492957,0.1428571428571428,B cells,-0.5711871227364183
CEP170,KLK7,0.7953999738243144,0.3760186196818953,0.8595505617977528,1.0,1.0,0.0,0.2078504617534857,0.0,0.0376421994110614,0.0188210997055307,0.7148876404494382,0.0415700923506971,0.001882109970553,-2.2830917248496774,low-to-moderate correlation / partial independence,0.1233802816901408,0.1428571428571428,B cells,-0.5909054325955732
PTPRR,KLK7,0.5441886518479988,0.3760186196818953,0.8932584269662921,1.0,1.0,0.0,0.3532467463692904,0.0262167266474666,0.0376421994110614,0.031929463029264,0.723314606741573,0.070649349273858,0.0031929463029264,-2.296604147587725,low-to-moderate correlation / partial independence,0.1250704225352112,0.1428571428571428,B cells,-0.5892152917505028
NMU,KLK7,0.4614366450229987,0.3760186196818953,0.904494382022472,0.994011976047904,1.0,0.0,0.4757228253912759,0.0098458434802982,0.0376421994110614,0.0237440214456798,0.7246265895175941,0.0951445650782552,0.0023744021445679,-2.3217857378661937,moderate correlation,0.1245070422535211,0.1428571428571428,B cells,-0.5897786720321929
CAPN9,DGKA,0.6169507151469692,0.8656849345243938,0.4662921348314606,1.0,0.9565217391304348,0.2950819672131147,0.2343843093076949,0.2016655848611086,0.0433392405188523,0.1225024126899804,0.6794739602937525,0.0468768618615389,0.012250241268998,-2.3384056579273262,low-to-moderate correlation / partial independence,0.1225352112676056,0.1428571428571428,B cells,-0.5917505030181084
SPDL1,KLK7,0.8285645113236431,0.3760186196818953,0.8258426966292135,1.0,1.0,0.0,0.1950820012268413,0.0274796775752697,0.0376421994110614,0.0325609384931655,0.7064606741573034,0.0390164002453682,0.0032560938493165,-2.391747433619473,weak correlation / high independence,0.1030985915492957,0.1428571428571428,B cells,-0.6111871227364183
CST1,SPDL1,0.5436593060985359,0.8285645113236431,0.8370786516853933,1.0,1.0,0.0,0.1621442623060921,0.2613835538362081,0.0274796775752697,0.1444316157057389,0.7092696629213483,0.0324288524612184,0.0144431615705738,-2.3991717676094364,weak correlation / high independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,NMU,0.5436593060985359,0.4614366450229987,0.9101123595505618,1.0,1.0,0.0,0.2901692051712577,0.2613835538362081,0.0098458434802982,0.1356146986582531,0.7275280898876404,0.0580338410342515,0.0135614698658253,-2.405636637511429,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,TMEM45B,0.5436593060985359,0.6794532653034732,0.8932584269662921,1.0,1.0,0.0,0.3028987326690567,0.2613835538362081,0.0041461431036729,0.1327648484699405,0.723314606741573,0.0605797465338113,0.013276484846994,-2.4121110411382247,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,CKMT1A,0.5436593060985359,0.706981588200439,0.8876404494382022,1.0,1.0,0.0,0.2901565759894119,0.2613835538362081,0.047185313902442,0.154284433869325,0.7219101123595506,0.0580313151978824,0.0154284433869325,-2.413119062724257,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,PTPRR,0.5436593060985359,0.5441886518479988,0.9101123595505618,1.0,1.0,0.0,0.3499134501800695,0.2613835538362081,0.0262167266474666,0.1438001402418373,0.7275280898876404,0.0699826900360139,0.0143800140241837,-2.418404030671549,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,SLFN13,0.5436593060985359,0.3323386602206725,0.848314606741573,1.0,1.0,0.0,0.3088496031879324,0.2613835538362081,0.0,0.130691776918104,0.7120786516853932,0.0617699206375864,0.0130691776918104,-2.4243298631429964,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,DGKA,0.5436593060985359,0.8656849345243938,0.5955056179775281,1.0,0.9565217391304348,0.2950819672131147,0.3287597487676363,0.2613835538362081,0.0433392405188523,0.1523613971775302,0.7117773310802693,0.0657519497535272,0.015236139717753,-2.4307801748900038,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,DPCR1,0.5436593060985359,0.4249694598250433,0.8539325842696629,1.0,1.0,0.0,0.3823241053793947,0.2613835538362081,0.0,0.130691776918104,0.7134831460674157,0.0764648210758789,0.0130691776918104,-2.4376202691992663,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CST1,MUC4,0.5436593060985359,0.6588669326559171,0.3651685393258427,1.0,0.5797101449275363,0.8688524590163934,0.3096563812477472,0.2613835538362081,0.2225308109520564,0.2419571823941322,0.7034327858174431,0.0619312762495494,0.0241957182394132,-2.444263625170512,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
CEACAM5,CST1,0.3827813825580026,0.5436593060985359,0.898876404494382,1.0,1.0,0.0,0.3550162459599892,0.0984764933069095,0.2613835538362081,0.1799300235715588,0.7247191011235955,0.0710032491919978,0.0179930023571558,-2.457259673439146,low-to-moderate correlation / partial independence,0.1019718309859154,0.1441136671177266,CAF / fibroblast,-0.6185965046027175
NMU,SCIN,0.4614366450229987,0.6559842214884372,0.8932584269662921,0.994011976047904,1.0,0.0,0.0761987950078486,0.0098458434802982,0.0083570562898425,0.0091014498850704,0.7218176007535491,0.0152397590015697,0.000910144988507,-2.4853564140028195,weak correlation / high independence,0.1245070422535211,0.1525423728813559,mast cells,-0.6382048221532584
CST1,CAPN9,0.5436593060985359,0.6169507151469692,0.6797752808988764,1.0,1.0,0.0,0.3558136033930497,0.2613835538362081,0.2016655848611086,0.2315245693486583,0.6699438202247191,0.0711627206786099,0.0231524569348658,-2.4859407738877493,low-to-moderate correlation / partial independence,0.1019718309859154,0.1428571428571428,B cells,-0.6123138832997985
ETV1,CDC6,0.6641001764469112,0.7281441076120333,0.8820224719101124,0.994011976047904,1.0,0.0,0.1929979391901589,0.0248227584393116,0.0,0.0124113792196558,0.7190086119895042,0.0385995878380317,0.0012411379219655,-2.493546365381855,weak correlation / high independence,0.128169014084507,0.1525423728813559,mast cells,-0.6345428503222724
NMU,CHST11,0.4614366450229987,0.7099762560388095,0.9382022471910112,0.994011976047904,1.0,0.0,0.1617721924354469,0.0098458434802982,0.0762768351835106,0.0430613393319044,0.7330535558097289,0.0323544384870893,0.0043061339331904,-2.4946311273768424,weak correlation / high independence,0.1245070422535211,0.1525423728813559,mast cells,-0.6382048221532584
PTPRR,PLEKHA2,0.5441886518479988,0.2434402352438865,0.9438202247191012,0.9880239520958084,1.0,0.0,0.1553282420983179,0.0262167266474666,0.0,0.0131083633237333,0.7329610442037273,0.0310656484196635,0.0013108363323733,-2.5092906005995266,weak correlation / high independence,0.1250704225352112,0.1534090909090909,normal acinar,-0.6419750320102434
CAPN9,SULT1B1,0.6169507151469692,0.5055144300630535,0.6685393258426966,0.9880239520958084,1.0,0.0,0.5982449402154717,0.2016655848611086,0.0,0.1008327924305543,0.6641408194846262,0.1196489880430943,0.0100832792430554,-2.534203117821643,moderate correlation,0.1005633802816901,0.1428571428571428,B cells,-0.6137223340040239
NMU,CDC6,0.4614366450229987,0.7281441076120333,0.8764044943820225,1.0,1.0,0.0,0.3509570628121641,0.0098458434802982,0.0,0.0049229217401491,0.7191011235955056,0.0701914125624328,0.0004922921740149,-2.542606691907234,low-to-moderate correlation / partial independence,0.1245070422535211,0.1525423728813559,mast cells,-0.6382048221532584
